UserID,VideoGameID,HoursPlayed
5,2074,1.4
5,2076,1.0
5,2078,1.0
5,3531,1.0
5,4258,1.0
6,726,9.1
6,727,3.8
6,736,45.0
6,737,110.0
6,738,1.0
6,739,1.0
6,978,46.0
6,979,166.0
6,980,1.2
6,984,2.5
6,1131,1.4
6,1179,1.0
6,2069,1.5
6,2070,1.6
6,2071,1.0
6,2072,4.6
6,2073,6.5
6,2074,1.3
6,2076,1.0
6,2077,1.0
6,2078,1.0
6,2273,1.4
6,3222,1.1
6,3531,1.0
6,4257,1.4
6,4258,1.0
6,5026,4.1
7,38,15.3
7,84,42.0
7,174,2.2
7,175,1.0
7,176,1.6
7,182,1.6
7,206,1.4
7,207,1.0
7,214,1.0
7,227,2.6
7,237,1.7
7,255,1.2
7,257,8.0
7,307,1.0
7,341,5.7
7,348,1.0
7,400,1.8
7,436,1.0
7,442,1.6
7,456,16.2
7,476,1.3
7,479,1.4
7,522,22.0
7,523,1.0
7,524,1.0
7,525,1.0
7,618,9.3
7,619,79.0
7,658,4.7
7,664,4.2
7,668,1.6
7,678,3.7
7,746,1.9
7,787,3.9
7,807,1.1
7,826,1.0
7,832,11.2
7,852,3.0
7,927,1.0
7,928,1.0
7,933,1.0
7,934,1.0
7,978,1.5
7,981,545.0
7,984,1.5
7,1024,2.0
7,1039,1.9
7,1066,63.0
7,1067,1.0
7,1068,1.0
7,1069,75.0
7,1104,50.0
7,1110,1.9
7,1114,1.0
7,1115,23.0
7,1131,1.0
7,1139,20.2
7,1160,1.0
7,1169,1.9
7,1179,1.0
7,1247,1.1
7,1248,29.0
7,1288,28.0
7,1307,66.0
7,1308,2.1
7,1310,3.4
7,1325,3.9
7,1328,1.0
7,1336,1.5
7,1359,1.2
7,1388,1.3
7,1396,1.3
7,1405,1.9
7,1426,6.4
7,1434,10.0
7,1504,67.0
7,1552,1.2
7,1591,1.0
7,1635,10.7
7,1671,1.3
7,1678,83.0
7,1679,93.0
7,1680,1.0
7,1681,1.0
7,1682,1.0
7,1691,100.0
7,1859,3.7
7,1894,7.2
7,1929,1.0
7,1943,2.1
7,1953,3.0
7,2001,1.0
7,2013,1.2
7,2038,1.4
7,2040,2.6
7,2069,1.0
7,2070,1.1
7,2071,1.0
7,2072,1.0
7,2073,1.0
7,2074,1.0
7,2076,1.0
7,2077,1.0
7,2078,1.0
7,2095,2.7
7,2163,15.3
7,2167,1.0
7,2185,5.9
7,2266,1.0
7,2272,1.4
7,2325,1.0
7,2329,1.0
7,2344,2.6
7,2345,1.6
7,2375,6.9
7,2406,1.9
7,2434,5.2
7,2440,11.8
7,2463,1.0
7,2474,1.9
7,2475,17.3
7,2483,20.3
7,2484,1.6
7,2529,3.3
7,2549,1.0
7,2559,1.0
7,2575,4.2
7,2576,66.0
7,2592,4.8
7,2610,3.4
7,2651,8.9
7,2659,3.4
7,2668,4.4
7,2712,9.9
7,2715,10.8
7,2731,1.8
7,2760,2.3
7,2762,1.0
7,2796,15.5
7,2901,9.5
7,2931,1.4
7,2932,1.0
7,2933,1.0
7,2935,2.2
7,2936,1.3
7,2977,2.7
7,2984,1.2
7,3001,1.0
7,3029,10.2
7,3049,1.5
7,3065,4.4
7,3074,1.2
7,3100,1.8
7,3113,1.0
7,3126,1.0
7,3141,53.0
7,3222,1.2
7,3223,18.1
7,3259,3.4
7,3293,1.0
7,3294,1.0
7,3362,13.2
7,3468,1.0
7,3470,2.5
7,3531,1.0
7,3555,1.0
7,3570,50.0
7,3576,7.4
7,3613,40.0
7,3638,34.0
7,3658,2.8
7,3660,8.4
7,3691,1.0
7,3693,6.8
7,3694,1.8
7,3698,2.6
7,3700,1.5
7,3717,1.2
7,3743,4.5
7,3749,1.4
7,3760,1.2
7,3769,1.0
7,3770,25.0
7,3771,2.0
7,3772,11.6
7,3818,7.4
7,3825,136.0
7,3826,1.0
7,3859,1.9
7,3871,1.0
7,3879,2.1
7,3920,1.7
7,3925,5.4
7,3934,1.0
7,3968,2.2
7,4006,1.0
7,4007,1.0
7,4037,51.0
7,4039,1.0
7,4055,6.5
7,4116,1.6
7,4166,1.8
7,4257,1020.0
7,4258,1.0
7,4265,1.0
7,4276,87.0
7,4305,1.0
7,4306,1.0
7,4313,1.4
7,4333,4.5
7,4364,124.0
7,4365,1.0
7,4366,1.0
7,4381,7.9
7,4425,3.0
7,4428,1.4
7,4473,1.1
7,4492,2.9
7,4495,1.2
7,4497,1.5
7,4502,1.1
7,4516,14.7
7,4517,1.0
7,4522,41.0
7,4523,90.0
7,4525,1.0
7,4529,9.2
7,4539,3.9
7,4541,1.0
7,4543,1.0
7,4544,1.0
7,4545,1.0
7,4546,1.0
7,4588,1.0
7,4640,10.6
7,4644,13.5
7,4646,1.0
7,4657,10.2
7,4658,14.6
7,4671,1.0
7,4695,3.3
7,4698,1.0
7,4710,1.0
7,4712,2.4
7,4719,30.0
7,4770,2.9
7,4777,1.3
7,4788,4.5
7,4852,1.0
7,4913,1.4
7,4915,1.9
7,4924,9.3
7,4925,1.0
7,4937,1.0
7,4938,13.9
7,4939,1.4
7,5014,1.0
7,5053,26.0
7,5054,1.0
8,978,1.0
8,979,1.0
8,980,1.0
8,984,1.0
8,1131,1.0
8,1179,1.0
8,2069,1.0
8,2070,1.0
8,2071,1.0
8,2074,1.0
8,2076,1.0
8,2078,1.0
8,3531,1.0
8,4258,1.0
9,978,4.0
9,979,1.0
9,980,1.0
9,1131,1.0
9,1179,1.0
9,2069,1.0
9,2076,1.0
9,2078,1.0
9,3531,1.0
9,4258,1.0
10,978,23.0
10,979,1.0
10,980,1.0
10,981,490.0
10,982,1.0
10,984,2.0
10,1131,1.0
10,1179,1.0
10,1472,1.0
10,1662,1.0
10,2069,1.0
10,2076,1.0
10,2078,1.0
10,2619,1.0
10,3194,1.0
10,3419,1.4
10,3425,1.0
10,3450,1.0
10,3531,1.0
10,3543,1.0
10,4258,1.0
10,4438,1.0
10,4788,1.0
10,4898,1.0
10,5153,1.2
11,730,1.5
11,731,5.5
11,732,1.1
11,736,7.2
11,737,1.0
11,978,1.0
11,979,1.0
11,980,1.0
11,981,39.0
11,984,217.0
11,1112,1.0
11,1131,1.0
11,1132,1.0
11,1179,1.0
11,2069,1.0
11,2070,5.1
11,2071,1.0
11,2072,1.0
11,2074,1.0
11,2076,1.0
11,2077,1.0
11,2078,1.0
11,2475,5.2
11,2649,1.0
11,3474,1.0
11,3531,1.0
11,4258,1.0
11,4885,8.4
12,206,8.2
12,207,7.2
12,401,1.0
12,422,5.7
12,478,1.0
12,479,21.0
12,520,1.0
12,521,1.0
12,600,1.0
12,618,60.0
12,619,1.0
12,626,1.0
12,627,1.0
12,628,1.0
12,629,1.0
12,678,3.9
12,723,1.7
12,724,10.3
12,725,1.4
12,726,9.6
12,727,77.0
12,730,76.0
12,731,48.0
12,732,1.2
12,734,7.2
12,735,33.0
12,736,18.5
12,737,52.0
12,738,1.0
12,739,1.0
12,740,2.6
12,741,148.0
12,866,1.0
12,978,1.0
12,981,1.4
12,984,1.8
12,1101,1.0
12,1102,1.0
12,1112,1.9
12,1131,2.7
12,1132,5.4
12,1133,3.8
12,1152,2.4
12,1179,1.0
12,1401,15.3
12,1547,52.0
12,1548,1.0
12,1549,1.0
12,1591,13.3
12,1808,1.0
12,1809,1.0
12,1817,8.0
12,2069,1.4
12,2070,17.6
12,2071,1.0
12,2072,6.6
12,2073,14.7
12,2074,1.4
12,2076,1.0
12,2077,1.0
12,2078,1.0
12,2079,6.8
12,2146,1.0
12,2175,1.8
12,2201,2.4
12,2207,8.1
12,2224,1.3
12,2273,1.3
12,2373,15.3
12,2377,4.1
12,2474,9.2
12,2475,27.0
12,2597,1.0
12,2598,1.0
12,2649,1.0
12,2658,14.7
12,2667,1.7
12,2679,1.0
12,2680,1.6
12,2681,8.2
12,2712,17.9
12,2846,1.0
12,2847,1.0
12,2952,1.0
12,3024,12.5
12,3038,11.4
12,3070,1.3
12,3081,1.0
12,3083,1.0
12,3085,1.0
12,3086,1.2
12,3089,1.6
12,3222,11.6
12,3223,34.0
12,3362,47.0
12,3373,2.4
12,3429,1.0
12,3430,1.0
12,3470,5.9
12,3474,1.6
12,3531,1.0
12,3693,5.3
12,3734,2.7
12,3743,12.9
12,3748,13.4
12,3749,1.6
12,3786,2.4
12,3789,1.0
12,3820,1.0
12,3821,2.0
12,3822,2.0
12,3823,2.0
12,3824,2.0
12,3825,1.0
12,3830,1.0
12,3894,2.8
12,3898,15.2
12,3901,10.5
12,3968,3.8
12,4106,1.0
12,4109,1.0
12,4110,1.0
12,4111,1.0
12,4113,1.0
12,4191,6.6
12,4257,3.8
12,4258,1.0
12,4364,9.6
12,4439,1.0
12,4516,3.7
12,4710,1.0
12,4781,1.3
12,4782,1.0
12,4783,1.0
12,4784,1.0
12,4785,1.0
12,4991,27.0
12,5036,1.0
12,5037,1.0
12,5038,1.0
12,5039,1.0
12,5040,1.0
12,5102,1.7
12,5107,2.5
13,978,37.0
13,1131,1.0
13,1179,1.0
13,2069,1.0
13,2076,1.0
13,2078,1.0
13,3531,1.0
13,4258,1.0
14,978,1.0
14,1131,1.0
14,1179,1.0
14,2069,1.0
14,2076,1.0
14,2078,1.0
14,3531,1.0
14,4258,1.0
15,978,23.0
15,981,36.0
15,1131,2.3
15,1179,1.0
15,2069,1.0
15,2076,1.0
15,2078,1.0
15,3531,1.0
15,4257,13.7
15,4258,1.0
16,978,1.6
16,1131,1.0
16,1179,1.0
16,2069,1.0
16,2076,1.0
16,2078,1.0
16,3531,1.0
16,4258,1.0
17,978,1.0
17,984,39.0
17,1131,1.0
17,1132,1.0
17,1179,1.0
17,1599,5.9
17,2069,1.0
17,2071,1.0
17,2074,1.0
17,2076,1.0
17,2078,1.0
17,3531,1.0
17,4258,1.0
18,978,1.5
18,984,2.4
18,1131,1.0
18,1179,1.0
18,1759,2.6
18,2069,1.0
18,2076,1.0
18,2078,1.0
18,3531,1.0
18,4258,1.0
19,322,1.0
19,326,6.9
19,327,1.0
19,452,7.9
19,454,1.0
19,619,3.3
19,665,1.0
19,666,1.0
19,667,4.9
19,713,1.8
19,928,1.0
19,934,4.0
19,978,14.6
19,981,1330.0
19,984,1.5
19,1131,1.3
19,1133,41.0
19,1179,1.0
19,1288,10.2
19,2069,1.0
19,2070,1.0
19,2071,1.0
19,2074,1.0
19,2076,1.0
19,2078,1.0
19,2731,3.3
19,2901,3.5
19,3531,1.0
19,3825,68.0
19,4258,1.0
20,978,1.0
20,1131,1.0
20,1179,1.0
20,2069,1.0
20,2076,1.0
20,2078,1.0
20,3531,1.0
20,4258,1.0
21,978,1.6
21,981,1.6
21,1131,1.0
21,1179,1.0
21,2069,1.0
21,2076,1.0
21,2078,1.0
21,3531,1.0
21,4258,1.7
22,978,4.0
22,984,132.0
22,1131,1.2
22,1179,1.0
22,2069,1.0
22,2070,1.0
22,2071,1.0
22,2074,1.0
22,2076,1.0
22,2078,1.0
22,3531,1.0
22,4258,1.0
23,978,1.0
23,979,1.0
23,980,1.0
23,984,1.0
23,1131,1.3
23,1132,2.1
23,1179,1.0
23,2069,1.0
23,2070,1.0
23,2071,1.0
23,2074,1.0
23,2076,1.0
23,2077,1.0
23,2078,1.0
23,2079,1.0
23,3531,1.0
23,4258,1.0
24,978,6.2
24,984,84.0
24,1131,1.0
24,1179,1.0
24,1266,1.0
24,1267,1.0
24,2069,1.0
24,2070,1.3
24,2071,1.0
24,2074,1.0
24,2076,1.0
24,2078,1.0
24,3531,1.0
24,4258,1.0
25,61,1.0
25,62,1.5
25,71,3.1
25,77,1.0
25,170,3.0
25,194,1.1
25,206,3.6
25,207,1.0
25,227,10.8
25,228,1.0
25,257,27.0
25,269,1.4
25,275,1.0
25,287,1.2
25,292,1.0
25,307,1.0
25,311,1.0
25,334,1.0
25,356,49.0
25,357,55.0
25,360,33.0
25,377,2.3
25,390,1.7
25,393,1.0
25,394,1.0
25,395,1.0
25,396,1.0
25,400,8.2
25,418,3.1
25,426,1.0
25,427,1.0
25,428,1.0
25,429,1.0
25,430,1.0
25,452,18.9
25,453,2.7
25,454,59.0
25,492,1.0
25,500,1.0
25,520,1.3
25,549,1.0
25,575,8.5
25,584,1.0
25,618,11.7
25,626,1.0
25,627,1.0
25,628,1.0
25,629,1.0
25,637,4.5
25,664,1.0
25,666,12.5
25,668,1.0
25,674,1.0
25,678,2.8
25,684,5.2
25,743,4.6
25,746,1.4
25,807,1.3
25,857,1.2
25,882,1.0
25,896,1.3
25,916,1.1
25,940,1.3
25,963,1.0
25,976,2.7
25,978,1.1
25,981,37.0
25,984,4.3
25,991,1.0
25,1039,17.1
25,1040,5.5
25,1041,1.2
25,1073,2.9
25,1079,1.0
25,1101,1.0
25,1102,1.4
25,1112,1.0
25,1115,1.7
25,1122,1.0
25,1131,1.0
25,1132,5.1
25,1139,6.2
25,1160,1.0
25,1161,1.0
25,1169,1.2
25,1177,16.1
25,1178,1.2
25,1179,1.0
25,1190,1.1
25,1193,1.0
25,1194,1.0
25,1195,1.0
25,1196,1.0
25,1197,20.1
25,1248,33.0
25,1250,6.8
25,1266,1.8
25,1267,2.1
25,1279,1.0
25,1306,1.0
25,1311,1.1
25,1314,2.0
25,1336,55.0
25,1419,1.0
25,1420,1.0
25,1426,5.0
25,1428,1.0
25,1432,1.0
25,1442,1.0
25,1470,1.0
25,1499,31.0
25,1547,1.0
25,1548,1.0
25,1549,1.0
25,1556,3.7
25,1605,1.0
25,1635,3.7
25,1652,3.8
25,1689,2.7
25,1690,1.0
25,1691,1.8
25,1692,1.4
25,1707,1.5
25,1724,1.0
25,1725,1.0
25,1752,1.0
25,1773,1.4
25,1788,1.5
25,1831,13.6
25,1859,3.9
25,1867,1.2
25,1869,7.7
25,1874,1.0
25,1894,1.3
25,1903,1.4
25,1906,1.0
25,1907,1.0
25,1908,1.0
25,1909,1.0
25,1910,1.0
25,1915,1.4
25,1925,1.0
25,1929,1.0
25,1983,4.5
25,2013,1.0
25,2038,1.0
25,2060,1.0
25,2062,1.0
25,2063,1.0
25,2067,1.0
25,2069,2.2
25,2070,8.5
25,2071,8.3
25,2072,1.0
25,2073,1.2
25,2074,1.0
25,2076,3.9
25,2078,1.3
25,2086,1.0
25,2087,1.0
25,2091,1.6
25,2092,1.0
25,2120,1.0
25,2121,1.0
25,2122,1.0
25,2173,1.0
25,2185,12.6
25,2209,1.2
25,2246,1.0
25,2273,1.4
25,2290,2.3
25,2322,2.2
25,2335,1.2
25,2344,99.0
25,2345,1.3
25,2373,11.0
25,2377,1.0
25,2387,3.3
25,2388,3.5
25,2463,1.0
25,2474,159.0
25,2475,213.0
25,2483,3.1
25,2505,1.0
25,2529,1.0
25,2559,1.0
25,2591,2.7
25,2592,1.6
25,2595,3.3
25,2610,40.0
25,2615,1.0
25,2618,1.0
25,2620,1.0
25,2649,1.0
25,2651,1.5
25,2658,33.0
25,2660,1.0
25,2667,1.0
25,2668,14.6
25,2674,4.6
25,2683,1.0
25,2684,1.0
25,2693,1.0
25,2712,13.3
25,2723,1.0
25,2748,8.6
25,2760,1.0
25,2766,1.0
25,2807,9.5
25,2819,2.2
25,2896,38.0
25,2901,1.1
25,2920,1.0
25,2939,1.0
25,2949,1.1
25,2987,1.0
25,2995,2.9
25,3008,1.0
25,3009,1.0
25,3028,10.1
25,3038,1.3
25,3066,7.1
25,3070,1.3
25,3083,1.3
25,3122,1.0
25,3126,1.0
25,3185,1.0
25,3190,6.4
25,3194,1.0
25,3211,2.3
25,3222,6.1
25,3223,45.0
25,3227,1.0
25,3253,1.9
25,3287,1.1
25,3289,1.7
25,3297,4.2
25,3298,1.0
25,3312,1.0
25,3313,1.0
25,3362,25.0
25,3363,1.0
25,3417,1.5
25,3468,1.0
25,3470,2.1
25,3472,1.0
25,3474,1.0
25,3489,11.2
25,3520,3.3
25,3531,1.0
25,3550,1.0
25,3553,4.4
25,3562,1.0
25,3567,1.0
25,3569,4.4
25,3576,21.0
25,3588,2.1
25,3621,17.1
25,3650,1.0
25,3656,1.0
25,3660,5.2
25,3662,1.3
25,3684,1.2
25,3685,1.0
25,3686,1.0
25,3687,1.0
25,3688,1.0
25,3691,1.0
25,3693,2.3
25,3710,1.3
25,3743,20.9
25,3744,1.0
25,3745,1.0
25,3746,1.0
25,3748,1.8
25,3749,5.5
25,3757,1.3
25,3760,1.5
25,3767,2.8
25,3768,1.0
25,3778,1.3
25,3779,1.0
25,3784,1.1
25,3847,1.2
25,3850,1.0
25,3869,1.0
25,3871,1.0
25,3879,1.7
25,3893,1.0
25,3898,1.0
25,3905,1.0
25,3949,2.7
25,3959,4.0
25,3968,7.3
25,3978,1.0
25,4007,3.4
25,4016,2.3
25,4065,3.5
25,4068,1.2
25,4146,3.5
25,4147,1.2
25,4159,1.0
25,4162,1.0
25,4186,1.6
25,4225,1.2
25,4239,4.0
25,4240,1.0
25,4257,459.0
25,4258,1.2
25,4265,1.9
25,4276,5.8
25,4303,1.0
25,4304,7.9
25,4313,3.3
25,4347,1.5
25,4364,44.0
25,4372,1.0
25,4392,1.0
25,4402,1.2
25,4406,1.0
25,4451,7.3
25,4473,13.7
25,4480,1.2
25,4481,1.0
25,4482,1.2
25,4485,1.0
25,4492,6.8
25,4495,1.0
25,4507,4.2
25,4516,4.8
25,4545,5.9
25,4553,1.0
25,4555,1.0
25,4568,1.0
25,4583,1.1
25,4584,14.2
25,4588,1.1
25,4644,4.1
25,4646,2.1
25,4657,7.8
25,4658,6.9
25,4668,30.0
25,4706,1.1
25,4711,2.2
25,4712,1.0
25,4717,1.0
25,4771,1.2
25,4790,1.0
25,4797,8.7
25,4807,5.4
25,4827,1.0
25,4830,1.4
25,4852,1.0
25,4878,1.0
25,4879,1.0
25,4880,1.0
25,4881,1.0
25,4890,1.0
25,4891,1.0
25,4892,1.0
25,4901,1.4
25,4929,1.0
25,4930,1.0
25,4978,1.0
25,4980,2.4
25,4985,1.0
25,4990,1.0
25,5014,1.2
25,5023,1.0
25,5053,42.0
25,5054,1.0
25,5079,1.1
25,5092,1.0
25,5094,6.6
25,5095,1.0
25,5109,1.0
25,5110,1.1
25,5140,1.2
26,978,1.5
26,1131,1.0
26,1179,1.0
26,2069,1.0
26,2076,1.0
26,2078,1.0
26,3531,1.0
26,4258,1.0
27,978,1.0
27,984,56.0
27,1131,1.0
27,1179,1.0
27,2069,1.0
27,2070,1.0
27,2071,1.0
27,2074,1.0
27,2076,1.0
27,2078,1.0
27,3531,1.0
27,4258,1.0
28,77,1.0
28,645,1.0
28,820,1.0
28,978,1088.0
28,981,291.0
28,1045,1.0
28,1131,1.0
28,1179,1.0
28,1309,1.0
28,1336,19.7
28,2061,1.0
28,2069,1.1
28,2076,1.0
28,2078,1.0
28,2199,1.0
28,2531,1.1
28,3419,1.0
28,3531,1.0
28,3711,1.3
28,3712,1.0
28,3713,1.0
28,4258,1.0
28,4470,1.0
29,978,1.0
29,1131,1.0
29,1179,1.0
29,2069,1.0
29,2076,1.0
29,2078,1.0
29,3531,1.0
29,4258,1.0
30,978,1.0
30,1131,13.1
30,1179,1.0
30,2069,1.0
30,2076,1.0
30,2078,1.0
30,3531,1.0
30,4258,1.0
31,978,13.7
31,979,10.8
31,980,1.0
31,984,76.0
31,1131,4.4
31,1179,1.0
31,2069,1.1
31,2070,1.0
31,2071,1.0
31,2074,1.0
31,2076,1.0
31,2078,1.0
31,3531,1.0
31,4258,1.0
31,5107,2.7
32,978,1.0
32,984,1.0
32,1131,258.0
32,1132,1.0
32,1179,1.0
32,2069,41.0
32,2070,15.4
32,2071,1.0
32,2072,10.5
32,2073,14.5
32,2074,1.0
32,2076,10.9
32,2078,24.0
32,2293,1.0
32,3222,2.7
32,3531,1.0
32,3620,1.8
32,3820,10.7
32,3839,1.9
32,3894,239.0
32,4258,1.0
32,4883,54.0
33,978,2.3
33,1131,1.0
33,1179,1.0
33,2069,1.0
33,2076,1.0
33,2078,1.0
33,3531,1.0
33,4258,1.0
34,978,1.5
34,1131,1.0
34,1179,1.0
34,2069,1.0
34,2076,1.0
34,2078,1.0
34,3531,1.0
34,4258,1.0
35,227,1.9
35,978,554.0
35,1131,1.0
35,1179,1.0
35,2069,1.0
35,2076,1.0
35,2078,1.0
35,3531,1.0
35,4258,1.0
36,978,1.0
36,981,242.0
36,1131,1.0
36,1179,1.0
36,2069,1.0
36,2076,1.0
36,2078,1.0
36,3531,1.0
36,4258,1.0
37,978,1.0
37,1131,1.0
37,1179,1.0
37,2069,1.0
37,2076,1.0
37,2078,1.0
37,3531,1.0
37,4258,1.0
38,978,1.0
38,979,1.0
38,980,1.0
38,1131,1.0
38,1179,1.0
38,2069,1.0
38,2076,1.0
38,2078,1.0
38,3531,1.0
38,4258,1.0
39,978,1.0
39,1131,1.0
39,1179,1.0
39,2069,1.0
39,2076,1.0
39,2078,1.0
39,3531,1.0
39,4258,1.0
40,522,29.0
40,523,1.0
40,524,1.0
40,525,1.0
40,978,2.3
40,981,12.9
40,1114,1.0
40,1131,1.0
40,1179,1.0
40,1336,8.4
40,1679,15.4
40,1976,3.5
40,2069,1.0
40,2076,1.0
40,2078,1.0
40,2163,11.5
40,2185,1.2
40,2398,6.9
40,2432,5.0
40,2475,6.8
40,2668,17.7
40,3468,1.3
40,3531,1.0
40,3825,20.1
40,3879,13.9
40,4258,1.0
40,4522,7.2
40,4644,21.0
41,978,1.0
41,1131,1.0
41,1179,1.0
41,2069,1.0
41,2076,1.0
41,2078,1.0
41,3531,1.0
41,4258,1.0
42,978,1.5
42,1131,1.0
42,1179,1.0
42,2069,1.0
42,2076,1.0
42,2078,1.0
42,3531,1.0
42,4258,1.0
43,978,1.0
43,984,1.0
43,1131,1.0
43,1179,1.0
43,2069,1.0
43,2070,1.0
43,2071,1.7
43,2074,1.0
43,2076,1.0
43,2078,1.0
43,3531,1.0
43,4258,1.0
44,726,1.0
44,727,23.0
44,736,1.0
44,737,176.0
44,978,1.0
44,1131,1.0
44,1179,1.0
44,2069,1.0
44,2076,1.0
44,2078,1.0
44,3531,1.0
44,4258,1.0
45,978,1.0
45,979,1.0
45,980,1.0
45,1131,1.0
45,1179,1.0
45,2069,1.0
45,2076,1.0
45,2078,1.0
45,3531,1.0
45,4258,1.0
46,242,6.1
46,334,1.0
46,400,1.0
46,452,3.5
46,454,1.9
46,543,2.1
46,584,25.0
46,619,16.7
46,635,6.2
46,657,16.5
46,659,1.7
46,761,6.1
46,787,21.0
46,795,11.7
46,852,1.5
46,857,1.0
46,929,1.0
46,940,1.0
46,946,1.0
46,975,3.1
46,978,1.0
46,1112,1.2
46,1131,1.6
46,1132,1.0
46,1169,1.0
46,1179,1.0
46,1306,1.0
46,1384,1.3
46,1428,1.0
46,1488,11.8
46,1552,1.0
46,1590,1.0
46,1591,1.0
46,1605,7.0
46,1635,31.0
46,1691,6.1
46,1696,1.0
46,1746,3.7
46,1846,1.0
46,1872,17.8
46,1874,1.0
46,1925,22.0
46,1953,1.0
46,2013,4.4
46,2016,1.0
46,2036,1.0
46,2038,1.3
46,2069,1.0
46,2076,1.0
46,2078,1.0
46,2087,1.3
46,2128,1.0
46,2181,1.0
46,2185,3.0
46,2192,1.0
46,2272,1.0
46,2314,2.6
46,2315,1.0
46,2348,1.0
46,2366,10.5
46,2386,6.4
46,2444,16.5
46,2452,1.0
46,2483,13.1
46,2530,2.5
46,2561,1.0
46,2592,23.0
46,2599,14.4
46,2600,31.0
46,2602,9.7
46,2610,1.4
46,2627,51.0
46,2649,1.0
46,2651,15.5
46,2683,1.0
46,2684,1.0
46,2695,12.6
46,2696,1.0
46,2698,1.0
46,2699,1.0
46,2700,1.0
46,2777,1.0
46,2778,1.9
46,2839,1.0
46,2896,8.1
46,2936,1.3
46,2984,14.8
46,3034,2.2
46,3100,2.0
46,3112,22.0
46,3144,1.4
46,3148,1.0
46,3150,1.0
46,3151,1.0
46,3157,1.0
46,3164,1.0
46,3177,1.3
46,3259,44.0
46,3274,1.0
46,3287,1.3
46,3363,1.0
46,3438,50.0
46,3472,1.0
46,3474,8.1
46,3531,1.0
46,3553,1.0
46,3574,1.0
46,3629,1.0
46,3717,3.3
46,3791,1.0
46,3816,38.0
46,3817,1.9
46,3823,9.4
46,3825,1.3
46,3829,6.5
46,3830,3.3
46,3866,11.2
46,3946,21.0
46,3973,1.5
46,3986,16.7
46,4061,1.0
46,4065,1.8
46,4159,3.5
46,4162,1.0
46,4258,1.0
46,4276,2.6
46,4281,1.0
46,4305,24.0
46,4306,1.0
46,4369,2.4
46,4428,1.3
46,4495,2.1
46,4522,8.5
46,4551,54.0
46,4558,6.4
46,4559,1.0
46,4562,1.0
46,4672,3.2
46,4712,4.2
46,4757,20.7
46,4840,1.0
46,4913,19.5
46,4918,12.2
46,4922,1.0
46,4931,1.5
46,4978,1.0
46,4981,2.1
46,4990,1.6
46,5014,20.1
46,5026,2.3
46,5027,1.0
47,25,27.0
