userId,movieId,rating
368,2941,3.0
368,3809,3.0
103,2687,2.5
89,899,1.5
438,440,3.5
599,4718,1.5
474,3307,4.5
599,4636,2.0
480,40732,3.0
525,1032,2.5
274,3452,2.0
318,49917,4.0
212,104211,3.5
91,2668,3.5
292,3114,4.0
232,2501,4.0
380,8961,4.0
105,5349,3.5
474,1214,4.0
234,2613,4.0
182,5349,3.0
586,589,5.0
318,1370,3.5
484,551,4.0
274,3439,3.0
610,58998,4.0
484,3210,4.5
474,2707,3.0
380,4254,3.0
561,69526,1.0
610,73321,3.5
298,78574,2.5
312,1298,4.0
391,2333,5.0
607,381,4.0
448,2004,3.0
330,1449,3.0
200,1088,4.0
586,1196,4.5
600,473,1.5
68,11,4.5
586,149406,5.0
534,111113,3.5
166,457,3.5
313,648,1.0
249,76077,3.5
21,106782,3.0
517,2791,3.5
325,30,4.0
354,531,4.0
469,610,3.0
274,1200,4.0
182,1866,4.5
434,69122,4.5
45,3510,4.0
63,4306,2.5
608,6281,4.0
599,2170,1.5
318,47999,3.5
381,2006,3.5
68,2288,3.0
590,303,3.0
217,3479,2.0
89,96935,5.0
182,4734,1.5
381,2717,2.5
68,1672,3.5
18,4993,4.5
21,126548,3.0
489,2692,4.0
603,1210,3.0
68,4969,3.0
382,2078,4.5
381,69784,2.0
28,349,3.0
64,784,3.0
275,2572,4.0
605,2641,3.0
590,377,3.0
199,427,1.0
489,1688,2.5
318,6774,3.5
104,69988,2.5
495,117881,4.5
249,88163,4.5
125,174055,3.0
217,1031,2.0
606,1250,3.5
328,551,2.0
509,68554,3.0
522,1214,5.0
453,4993,4.0
328,97921,0.5
448,4634,3.0
474,6225,3.0
600,7444,3.0
339,143385,4.0
610,5449,2.5
610,51939,2.5
198,2028,4.0
41,48394,3.0
610,7173,3.0
586,34332,4.0
606,3015,4.0
219,380,3.0
414,5285,4.0
318,2628,3.0
68,1291,5.0
307,2706,2.5
448,102378,1.5
599,57499,3.0
182,2183,3.5
610,111362,4.0
600,2325,3.5
368,266,4.0
239,288,5.0
18,6934,3.0
140,4042,4.0
280,4963,4.5
356,1208,5.0
57,367,3.0
187,380,2.0
226,8376,4.5
414,2033,4.0
607,241,4.0
274,79592,3.5
274,8528,3.5
232,47610,3.5
372,590,3.0
288,1024,2.0
280,79132,4.0
599,26375,3.0
68,68358,4.0
135,3250,4.0
414,6339,3.5
217,2381,3.0
599,1222,3.5
448,2,3.0
103,2797,4.0
307,44828,2.0
474,1357,3.5
599,4531,2.0
599,1676,3.0
380,8368,3.0
606,4424,4.0
600,346,3.0
561,88140,3.5
561,5956,3.0
68,112175,4.5
414,37382,3.0
525,62,3.5
6,377,5.0
453,2572,5.0
599,405,2.5
64,1580,3.5
425,1645,4.0
452,3753,5.0
414,1272,4.0
292,6753,4.0
452,1676,5.0
448,6514,0.5
469,955,3.0
45,5528,5.0
274,81834,3.5
42,420,3.0
232,81156,3.0
305,1261,4.5
57,2000,5.0
610,53519,3.5
509,84954,3.0
517,40629,0.5
68,30816,3.0
489,489,2.5
387,3814,4.0
156,2076,5.0
474,4027,4.0
135,1265,5.0
298,5881,1.0
600,3269,2.5
380,12,4.0
448,2012,4.0
453,2324,5.0
484,3825,3.5
520,5445,3.5
414,6560,2.0
489,1391,2.5
599,26590,2.0
534,73268,4.0
474,48783,3.0
18,7254,4.5
187,1921,5.0
19,379,2.0
298,71745,0.5
448,72405,2.0
111,3273,0.5
380,3452,4.0
357,441,5.0
50,1101,2.5
474,5013,3.5
68,5617,3.5
452,2841,5.0
509,44193,3.5
318,1246,3.5
64,1302,4.0
274,7846,2.5
187,27592,4.0
474,1025,3.0
249,7325,4.0
57,2716,5.0
105,8464,4.0
140,43396,4.0
596,1307,3.5
474,5114,4.0
372,1171,3.0
50,1199,4.0
19,1297,4.0
477,79702,5.0
607,2114,4.0
1,223,3.0
387,2174,2.0
6,50,1.0
140,1370,3.0
381,5308,3.5
232,55267,3.0
305,56757,3.0
525,55269,3.5
561,84954,2.0
356,62,4.5
555,3354,3.0
249,63082,4.0
50,903,4.0
312,2028,4.0
177,2316,4.5
600,2424,1.0
4,1895,4.0
354,70,4.5
580,8970,2.5
212,1136,4.0
166,45499,4.5
555,185,3.0
104,2470,3.0
160,2953,1.0
89,141928,5.0
202,2858,4.0
462,48774,4.0
220,1197,4.5
514,148626,4.0
91,442,3.0
239,2571,5.0
246,74789,4.0
332,8983,2.5
89,108156,3.5
605,2617,5.0
477,82242,5.0
428,1073,3.5
477,55442,4.5
477,1777,3.0
610,72011,4.0
298,3977,0.5
414,4247,2.0
474,2125,3.0
352,68157,5.0
474,27838,4.5
438,1022,4.0
232,145,3.5
202,2248,3.0
474,2801,4.5
414,71745,4.0
305,55247,3.5
220,62374,4.0
89,126577,4.0
25,1726,4.5
104,105,4.0
387,4974,3.5
202,590,4.0
599,438,2.0
111,47997,1.5
534,27660,4.5
6,191,2.0
474,5945,3.5
434,150,5.0
414,544,2.0
274,3676,4.0
288,1821,2.0
274,58295,3.5
599,2458,2.0
318,86290,4.0
234,2161,5.0
474,6016,4.0
480,1393,4.0
288,1148,4.0
462,2677,4.5
580,3697,3.0
292,3784,2.0
385,741,4.0
21,3868,4.0
480,4085,3.0
125,88140,3.0
274,4167,3.5
414,6820,4.0
590,2953,2.5
298,5459,2.0
219,1377,3.5
298,92420,3.0
288,4720,3.0
382,65685,3.5
391,1193,5.0
555,2076,3.0
599,1034,2.5
19,2015,3.0
288,2123,2.0
414,42602,3.5
45,3897,3.0
330,1485,1.5
325,5033,3.0
599,6936,3.0
73,91542,5.0
368,3256,3.0
330,79702,5.0
222,97752,3.0
448,3812,3.0
606,4437,4.0
520,1131,3.0
119,91542,4.0
202,1674,4.0
480,466,0.5
414,6538,4.0
462,47999,3.5
603,1280,5.0
608,5903,5.0
567,26743,2.5
249,2571,5.0
365,108156,3.0
156,1284,5.0
290,188,3.0
610,66097,4.0
432,185,4.5
318,120478,4.5
448,3508,5.0
111,4025,3.5
438,4638,2.5
21,2023,2.5
608,8667,3.5
91,648,4.0
495,1676,3.5
318,96084,4.5
608,2004,2.0
135,3852,4.0
57,1616,3.0
522,1213,3.5
474,457,5.0
42,550,5.0
68,34162,5.0
567,106002,2.0
45,1391,3.0
249,43936,3.0
63,2000,3.0
425,364,3.0
166,2396,3.5
474,6062,3.0
140,2700,1.0
438,8183,3.5
249,4343,4.0
356,60756,3.0
339,30812,5.0
391,348,5.0
474,2915,2.0
590,2628,2.5
132,1270,3.5
357,48516,4.0
474,4016,3.0
239,56174,3.0
105,84954,3.5
596,3000,5.0
328,2005,3.5
217,3039,4.0
368,1343,3.0
610,99437,3.5
590,52435,4.5
474,7156,4.0
599,4993,4.0
288,3671,4.0
104,2671,5.0
62,1645,5.0
607,3175,2.0
474,832,2.0
483,910,4.5
599,2099,2.5
103,1,4.0
357,2174,4.5
156,838,3.0
484,2010,3.0
307,910,3.0
380,2660,3.5
448,5573,2.5
222,98124,4.0
318,159976,4.5
177,106916,2.0
312,1252,5.0
483,2268,3.0
525,6807,4.0
367,357,2.0
219,2081,3.0
469,2731,4.0
294,2060,2.0
453,4448,3.0
599,2791,3.5
573,185,3.5
19,661,3.0
91,1981,2.0
125,111113,4.0
610,39801,3.5
1,1210,5.0
608,3593,2.0
57,2949,3.0
469,1333,5.0
292,45517,4.0
232,51540,4.0
177,1251,3.0
357,2739,5.0
263,1923,4.0
414,27899,3.0
599,96655,2.5
483,8873,4.0
462,34338,3.5
387,3617,2.0
50,81562,2.0
448,100226,1.5
200,32587,5.0
307,2424,1.0
217,3114,5.0
19,434,3.0
414,6713,4.0
103,81932,5.0
520,59315,5.0
414,1080,5.0
489,3257,4.0
432,4720,4.5
391,150,4.0
514,1333,3.5
63,1203,4.0
89,121007,4.0
561,2997,3.0
187,231,1.0
414,176751,4.0
312,4754,4.0
462,4605,2.0
105,7173,3.5
387,2361,4.0
580,2115,3.5
356,5617,4.5
290,2372,2.0
41,1206,5.0
428,1997,2.5
438,32289,2.5
414,1200,5.0
274,2683,4.0
122,231,4.5
525,26662,4.0
605,8373,2.0
232,3646,2.5
448,2571,2.0
599,423,2.5
555,153,3.0
275,3893,5.0
28,61011,2.0
274,62,3.0
567,34048,1.0
599,4367,2.5
82,5449,4.0
586,527,2.5
19,2628,3.0
292,1393,4.0
453,3882,4.0
522,2700,4.5
202,58,4.0
82,5219,3.0
489,52952,3.5
414,8266,2.5
474,2089,3.5
552,2161,1.5
414,7193,4.0
219,2176,3.5
590,1358,4.0
562,529,4.5
448,5151,3.0
452,44,4.0
596,8666,1.5
312,1544,3.0
382,122882,5.0
517,1921,1.0
380,88699,4.0
372,1055,2.0
414,55276,4.0
599,46578,2.5
354,1265,4.0
91,2160,4.5
552,5816,3.5
105,4069,2.5
140,1589,4.0
182,2782,4.5
42,1021,2.0
368,1625,4.0
610,4881,3.5
125,76077,3.5
6,93,4.0
608,2700,3.0
599,135456,3.5
132,5669,3.0
200,6373,4.0
212,1291,4.0
28,3275,3.5
469,1958,3.0
474,638,3.0
119,4446,3.5
156,296,5.0
448,3044,4.0
339,4718,3.5
380,3254,3.0
606,5364,3.0
62,161131,4.0
292,8132,4.0
368,431,3.0
249,55278,4.0
599,6764,2.5
156,2987,3.0
232,4728,3.0
509,103335,3.5
480,1247,4.0
274,33834,3.5
282,5669,4.0
474,2450,1.0
590,49278,3.0
182,293,4.5
599,171695,3.0
453,1,5.0
18,1201,5.0
608,3484,3.0
381,63082,4.5
274,26974,2.5
599,103228,3.0
387,54116,3.5
4,910,5.0
603,2671,4.0
28,4238,2.5
132,8368,3.0
288,2628,4.0
68,1635,3.0
68,46965,3.5
573,231,5.0
474,2064,4.0
45,1862,3.0
105,158402,2.5
448,122490,1.5
325,1875,4.0
474,1376,4.0
42,2795,4.0
263,6333,3.0
603,1258,3.0
21,5574,4.0
160,1580,2.0
21,33794,3.5
105,37731,5.0
385,314,3.0
356,2599,3.0
603,1612,3.0
555,608,5.0
307,53129,4.5
479,5309,2.0
372,280,3.0
387,1907,2.5
606,4246,4.0
474,852,2.0
387,5570,3.0
489,5902,2.5
381,333,4.5
599,3016,2.0
606,1612,3.0
246,6377,5.0
428,2657,3.5
448,1198,5.0
448,3534,2.0
594,1307,5.0
298,3688,1.5
132,1196,2.0
474,2723,4.5
425,8368,3.5
477,344,3.0
28,608,3.0
19,2014,2.0
199,48516,4.0
474,7073,2.5
495,1580,3.5
68,3675,4.0
63,1220,5.0
217,89,4.0
438,5254,3.5
477,6541,3.5
177,2059,3.5
414,7160,3.0
525,93721,4.5
122,60069,5.0
483,106696,4.0
182,3429,4.5
534,442,4.0
477,3243,3.0
414,2369,2.0
573,54272,4.0
480,7360,1.0
57,3022,5.0
220,2359,3.5
560,3949,4.0
586,187593,4.0
28,5945,3.0
414,6059,3.0
555,1374,3.0
274,3285,2.0
221,6662,4.0
104,1206,3.0
64,6155,0.5
562,64969,4.0
288,3508,3.0
21,2858,2.0
599,5841,2.0
599,68237,3.0
298,7022,3.0
599,3461,2.0
385,1023,4.0
220,541,2.0
570,527,4.5
68,3527,3.5
186,2174,3.0
140,780,4.0
57,1641,4.0
221,4605,4.5
232,5400,4.0
484,3285,3.0
274,55721,4.5
368,3755,4.0
570,3114,3.5
552,1704,4.0
474,7019,3.5
534,5449,5.0
357,2352,3.0
509,6942,4.0
434,58559,5.0
380,6250,3.0
606,1185,4.0
68,122904,4.0
356,2502,3.5
474,1380,4.0
484,2413,3.0
135,1562,2.0
599,122627,0.5
596,6365,3.0
483,1566,4.0
483,3076,4.5
220,1213,5.0
387,1704,4.0
391,2712,4.0
368,1615,4.0
91,5500,3.5
414,1994,4.0
156,908,5.0
169,5103,4.0
140,5506,3.0
294,1030,2.0
534,5313,4.0
599,62155,2.5
232,62155,4.0
63,106696,5.0
177,2312,4.0
382,76293,3.5
111,34162,4.5
20,5989,4.5
219,5219,3.0
483,27370,4.5
6,359,3.0
21,49272,4.0
156,4226,4.5
610,164179,5.0
368,2009,3.0
563,118900,3.5
103,5673,4.5
555,32,4.0
555,1356,3.0
599,9,1.5
495,86833,5.0
68,2762,2.5
307,5099,3.0
567,89745,4.0
274,8810,2.0
177,3535,4.0
560,296,4.0
234,3287,2.0
603,17,3.0
448,41569,4.0
305,3285,3.5
599,3113,1.5
51,4971,4.0
19,3671,3.0
200,2948,4.0
104,76093,4.0
590,1961,4.0
580,208,4.0
91,344,3.0
122,81591,5.0
462,3698,4.5
104,527,4.5
381,1721,3.5
66,4585,4.0
328,1288,3.0
570,48780,3.5
305,55908,5.0
474,2858,3.5
182,6857,1.5
275,1953,4.0
525,53123,4.0
249,95207,3.0
305,1250,5.0
382,4993,5.0
603,207,4.0
50,134170,2.5
382,52279,1.5
432,4223,4.5
219,185,2.0
452,4446,4.0
610,4497,3.0
414,1883,3.0
249,115617,3.5
603,2600,5.0
480,1476,3.0
474,2422,2.0
313,188,4.0
63,1278,3.0
432,260,3.5
525,54190,4.0
387,3698,2.5
28,4017,3.0
198,1617,4.0
352,2712,5.0
274,558,4.0
219,2278,3.5
380,5010,4.0
414,1991,2.0
68,72011,4.0
608,4643,3.0
354,2985,4.5
330,7387,5.0
298,108932,3.0
50,914,3.0
68,47999,4.5
198,1020,3.0
217,1388,3.0
232,303,4.0
57,537,3.0
597,2916,5.0
62,179819,3.5
590,1953,3.5
561,4886,4.0
509,43928,2.0
50,6874,3.5
156,3100,3.0
599,2912,3.5
606,3418,4.5
453,2686,4.0
597,2985,4.0
560,5378,4.0
288,2987,3.0
42,1097,4.0
339,48516,4.5
307,788,2.0
414,42730,2.5
573,64839,5.0
307,2445,2.0
606,3640,4.0
111,104,3.5
68,5,2.0
603,1856,4.0
182,1208,5.0
562,2003,4.5
474,5266,4.0
477,3981,3.0
232,58559,5.0
160,3698,4.0
477,3450,4.0
122,1196,5.0
292,3615,3.0
307,40278,3.0
382,527,5.0
51,2,4.5
462,183199,4.0
607,2006,3.0
380,7225,4.0
274,733,3.0
570,1079,4.0
305,64499,5.0
330,4886,5.0
608,2549,2.5
282,6807,4.5
600,1639,2.5
555,3257,3.0
474,8979,4.0
387,1977,2.0
68,2273,2.5
600,2863,3.0
474,8961,4.0
217,1079,3.0
600,2572,3.0
290,1240,4.0
68,3948,4.0
555,1393,3.0
202,2167,3.0
428,4025,2.0
274,32017,3.0
610,71254,3.0
62,122920,4.0
249,90057,4.5
484,3489,4.0
438,3977,3.0
590,1233,4.5
199,7445,3.5
469,10,2.0
480,33164,0.5
414,49530,4.0
325,2894,4.0
177,1094,3.0
414,159717,4.0
580,858,4.5
18,60040,3.5
249,5872,3.5
21,106072,3.5
140,4259,4.0
186,2054,4.0
239,44665,5.0
198,608,3.0
555,2378,4.0
509,112138,3.0
517,1234,2.0
534,31878,4.5
42,4466,2.0
332,76251,3.0
469,1197,5.0
387,7581,3.0
19,2248,3.0
288,8528,4.0
28,6537,4.0
469,2991,4.0
89,143559,5.0
125,142509,4.5
517,105504,3.0
50,74458,2.5
474,6881,4.5
305,1892,2.5
177,45517,3.0
104,1288,4.0
368,2403,3.0
590,1093,2.5
312,2793,1.0
434,3160,2.0
573,7153,5.0
365,134130,3.5
603,2165,4.0
195,1923,3.0
608,1644,3.0
596,32587,3.5
330,2858,4.5
603,1296,4.0
414,2193,5.0
599,82461,3.5
282,59315,3.5
357,3243,3.5
125,106918,4.0
608,10,4.0
414,3513,1.5
200,6944,4.0
414,80969,4.0
1,2916,4.0
62,106782,4.0
219,3210,3.5
599,1526,0.5
249,908,4.0
534,1036,4.5
221,8464,4.5
182,2289,3.5
64,4321,3.5
368,370,3.0
555,3694,3.0
599,8529,2.0
474,6216,3.5
317,5388,3.0
534,4270,4.0
45,173,1.0
603,2485,2.0
414,5636,2.0
119,115149,4.5
586,457,4.5
434,69481,5.0
495,55820,2.0
221,3702,3.5
448,92665,2.5
474,236,2.5
21,116823,3.5
339,54001,2.5
122,4776,5.0
385,112,3.0
1,3053,5.0
586,96079,3.5
111,170937,3.0
42,1196,3.0
219,6188,2.5
414,1399,3.0
249,34405,5.0
200,54001,4.0
328,296,5.0
232,6006,3.0
292,3505,4.0
139,3997,1.0
483,1210,4.5
200,1302,3.0
28,1042,2.5
111,71535,3.5
64,5878,3.5
380,48596,3.0
428,2716,2.0
274,43549,3.5
234,2985,4.0
57,260,5.0
380,40851,4.0
325,3262,3.0
462,122902,2.5
317,44199,3.0
328,1089,5.0
599,300,3.5
596,1961,3.0
477,4980,3.0
603,3452,3.0
484,1387,3.5
570,32,4.0
305,95510,0.5
520,2011,4.0
298,1,2.0
483,7293,4.0
288,5048,3.0
62,4896,4.5
274,6156,2.5
91,1198,5.0
380,3889,2.0
304,524,5.0
325,2366,4.0
103,81834,2.0
19,1573,4.0
599,7481,3.5
91,2944,4.0
599,4670,2.5
600,1175,3.0
428,1907,2.0
495,33166,3.0
200,58559,5.0
357,65188,5.0
474,2059,2.0
469,2918,4.0
590,912,5.0
249,37731,4.5
414,3262,3.0
380,3272,4.0
610,1858,3.0
62,136020,4.5
610,4387,3.5
382,50003,3.0
580,1617,4.0
534,73017,4.5
381,34162,3.0
263,2291,4.0
414,63082,4.0
57,2054,3.0
318,1466,4.0
217,555,3.0
462,4027,2.5
275,562,3.0
119,115617,5.0
382,118696,4.5
198,2959,5.0
603,3341,5.0
1,1408,3.0
387,6283,3.5
560,3285,3.5
608,785,2.5
232,43836,1.5
495,2700,4.5
140,3471,4.0
414,88163,4.0
28,6,3.5
177,25797,3.5
160,2078,4.0
462,6235,4.5
356,1968,3.5
290,928,5.0
489,168,0.5
599,7005,1.5
356,32587,3.5
474,5755,2.0
89,4447,2.5
200,2571,5.0
6,282,3.0
525,1566,3.5
195,3510,4.0
414,4564,3.0
212,3868,4.5
198,215,5.0
357,30793,3.0
104,2,3.0
307,4673,2.0
509,1022,3.0
294,762,1.0
140,4085,3.0
135,1240,5.0
177,72378,3.0
200,6942,4.5
448,2529,3.0
298,27808,2.5
590,69481,4.0
292,2501,4.5
414,5266,5.0
425,1320,4.0
313,3753,3.0
200,5445,3.5
561,1721,3.0
610,53161,3.0
608,6188,3.5
603,1884,3.0
288,952,3.0
51,4267,4.5
274,3034,3.5
474,4881,4.0
219,48774,3.5
57,2529,4.0
4,1916,1.0
610,31420,3.0
561,58559,5.0
199,2599,4.0
563,1566,3.5
288,4994,3.5
221,8949,5.0
597,2989,4.0
177,88163,4.0
381,1967,5.0
57,1100,2.0
288,4226,4.5
522,112852,5.0
563,139747,3.5
84,377,4.0
391,2598,1.0
414,27611,4.0
514,150,4.0
122,4886,5.0
280,63082,4.5
156,6377,4.0
599,3141,1.5
249,43871,3.0
217,3020,2.0
380,63113,4.0
414,3786,2.0
448,1371,3.0
563,68954,3.5
280,91077,4.5
414,2791,4.0
489,1259,3.5
448,4053,2.0
391,3897,4.0
274,4899,1.5
307,2724,1.5
480,5055,0.5
312,5902,4.0
122,86345,5.0
294,2502,4.0
489,39183,4.5
368,1960,4.0
414,2513,2.0
573,8950,5.0
600,1476,1.5
166,10,4.5
249,1831,2.5
448,2617,2.0
600,161,1.0
596,102125,4.0
21,73106,2.0
73,103249,4.0
111,4974,1.0
414,177615,4.5
380,79702,4.0
552,1259,3.5
104,56367,4.0
274,60538,3.5
274,344,4.5
479,3893,4.0
294,3773,3.0
199,6867,4.0
288,2,2.0
590,1270,4.5
1,1282,5.0
332,34048,2.5
187,1120,4.0
292,344,2.0
217,1641,5.0
294,355,3.0
372,198,5.0
232,2137,3.0
448,3949,4.0
382,170289,1.0
105,89864,4.0
226,569,3.0
380,44972,2.0
555,1997,3.0
380,6297,4.0
122,1220,4.5
41,31685,3.0
288,45501,2.0
288,3633,3.0
182,1619,3.0
387,2530,3.5
391,1036,5.0
21,82202,4.0
105,66097,3.0
249,1527,4.0
68,98809,4.5
428,2082,2.0
199,307,2.0
448,2953,1.0
274,55995,2.0
263,2028,4.0
452,4299,4.0
380,5055,3.0
111,1704,4.0
288,2471,3.0
294,2002,3.0
