date,store_nbr,customers
01/12/2013,8,2936
01/12/2013,9,2271
01/12/2013,10,1120
01/12/2013,11,2603
01/12/2013,12,1241
01/12/2013,13,1179
01/12/2013,14,1939
01/12/2013,15,1396
01/12/2013,16,1045
01/12/2013,17,1385
01/12/2013,18,1217
01/12/2013,19,1521
01/12/2013,23,1208
01/12/2013,24,2346
01/12/2013,25,1368
01/12/2013,26,907
01/12/2013,27,1330
01/12/2013,28,890
01/12/2013,30,702
01/12/2013,31,1262
01/12/2013,32,822
01/12/2013,33,1108
01/12/2013,34,2591
01/12/2013,35,750
01/12/2013,37,1622
01/12/2013,38,2142
01/12/2013,39,1518
01/12/2013,40,1039
01/12/2013,41,861
01/12/2013,43,1142
01/12/2013,44,4423
01/12/2013,45,3927
01/12/2013,46,4263
01/12/2013,47,4278
01/12/2013,48,3355
01/12/2013,49,2309
01/12/2013,50,3258
01/12/2013,51,1873
01/12/2013,54,954
01/13/2013,1,542
01/13/2013,2,1988
01/13/2013,3,3217
01/13/2013,4,1873
01/13/2013,5,1510
01/13/2013,6,2219
01/13/2013,7,1328
01/13/2013,8,2765
01/13/2013,9,2457
01/13/2013,10,1013
01/13/2013,11,2875
01/13/2013,12,1166
01/13/2013,13,858
01/13/2013,14,1317
01/13/2013,15,1122
01/13/2013,16,1260
01/13/2013,17,1441
01/13/2013,18,1376
01/13/2013,19,1269
01/13/2013,23,1187
01/13/2013,24,2001
01/13/2013,25,748
01/13/2013,26,963
01/13/2013,27,1575
01/13/2013,28,1197
01/13/2013,30,686
01/13/2013,31,1467
01/13/2013,32,753
01/13/2013,33,1207
01/13/2013,34,2381
01/13/2013,35,657
01/13/2013,37,1210
01/13/2013,38,2256
01/13/2013,39,1630
01/13/2013,40,1048
01/13/2013,41,1120
01/13/2013,43,1145
01/13/2013,44,4676
01/13/2013,45,4345
01/13/2013,46,4713
01/13/2013,47,4796
01/13/2013,48,3993
01/13/2013,49,2662
01/13/2013,50,3261
01/13/2013,51,1808
01/13/2013,54,1225
01/14/2013,1,1780
01/14/2013,2,1713
01/14/2013,3,2785
01/14/2013,4,1321
01/14/2013,5,1457
01/14/2013,6,1545
01/14/2013,7,1629
01/14/2013,8,2622
01/14/2013,9,2009
01/14/2013,10,1000
01/14/2013,11,2056
01/14/2013,12,1147
01/14/2013,13,869
01/14/2013,14,1700
01/14/2013,15,1368
01/14/2013,16,977
01/14/2013,17,1209
01/14/2013,18,1314
01/14/2013,19,1115
01/14/2013,23,1138
01/14/2013,24,2341
01/14/2013,25,664
01/14/2013,26,758
01/14/2013,27,1005
01/14/2013,28,754
01/14/2013,30,690
01/14/2013,31,1181
01/14/2013,32,644
01/14/2013,33,1008
01/14/2013,34,2246
01/14/2013,35,579
01/14/2013,37,1305
01/14/2013,38,1502
01/14/2013,39,1248
01/14/2013,40,1109
01/14/2013,41,739
01/14/2013,43,1091
01/14/2013,44,3450
01/14/2013,45,2937
01/14/2013,46,2780
01/14/2013,47,3145
01/14/2013,48,2223
01/14/2013,49,1525
01/14/2013,50,2150
01/14/2013,51,1491
01/14/2013,54,759
01/15/2013,1,1680
01/15/2013,2,1806
01/15/2013,3,2757
01/15/2013,4,1385
01/15/2013,5,1450
01/15/2013,6,1619
01/15/2013,7,1603
01/15/2013,8,2558
01/15/2013,9,2163
01/15/2013,10,1070
01/15/2013,11,2152
01/15/2013,12,1180
01/15/2013,13,871
01/15/2013,14,1554
01/15/2013,15,1319
01/15/2013,16,1001
01/15/2013,17,1216
01/15/2013,18,1350
01/15/2013,19,1042
01/15/2013,23,1075
01/15/2013,24,2338
01/15/2013,25,644
01/15/2013,26,787
01/15/2013,27,953
01/15/2013,28,846
01/15/2013,30,754
01/15/2013,31,1184
01/15/2013,32,683
01/15/2013,33,1062
01/15/2013,34,2285
01/15/2013,35,619
01/15/2013,37,1406
01/15/2013,38,1395
01/15/2013,39,1318
01/15/2013,40,1153
01/15/2013,41,693
01/15/2013,43,1123
01/15/2013,44,3527
01/15/2013,45,3016
01/15/2013,46,2973
01/15/2013,47,3305
01/15/2013,48,2275
01/15/2013,49,1571
01/15/2013,50,2001
01/15/2013,51,1604
01/15/2013,54,768
01/16/2013,1,1933
01/16/2013,2,1988
01/16/2013,3,3108
01/16/2013,4,1557
01/16/2013,5,1461
01/16/2013,6,1677
01/16/2013,7,1619
01/16/2013,8,2820
01/16/2013,9,1981
01/16/2013,10,973
01/16/2013,11,2060
01/16/2013,12,1068
01/16/2013,13,767
01/16/2013,14,1406
01/16/2013,15,1222
01/16/2013,16,782
01/16/2013,17,1127
01/16/2013,18,1313
01/16/2013,19,986
01/16/2013,23,1124
01/16/2013,24,2555
01/16/2013,25,775
01/16/2013,26,786
01/16/2013,27,1070
01/16/2013,28,678
01/16/2013,30,678
01/16/2013,31,1096
01/16/2013,32,648
01/16/2013,33,1010
01/16/2013,34,2218
01/16/2013,35,597
01/16/2013,37,1495
01/16/2013,38,1483
01/16/2013,39,1047
01/16/2013,40,978
01/16/2013,41,736
01/16/2013,43,1037
01/16/2013,44,4026
01/16/2013,45,3183
01/16/2013,46,3034
01/16/2013,47,3406
01/16/2013,48,2343
01/16/2013,49,1780
01/16/2013,50,2302
01/16/2013,51,1852
01/16/2013,54,686
01/17/2013,1,1786
01/17/2013,2,1672
01/17/2013,3,2653
01/17/2013,4,1296
01/17/2013,5,1458
01/17/2013,6,1547
01/17/2013,7,1565
01/17/2013,8,2591
01/17/2013,9,1932
01/17/2013,10,960
01/17/2013,11,2167
01/17/2013,12,1186
01/17/2013,13,794
01/17/2013,14,1420
01/17/2013,15,1274
01/17/2013,16,973
01/17/2013,17,1128
01/17/2013,18,1249
01/17/2013,19,977
01/17/2013,23,1089
01/17/2013,24,2557
01/17/2013,25,640
01/17/2013,26,818
01/17/2013,27,1037
01/17/2013,28,820
01/17/2013,30,790
01/17/2013,31,1161
01/17/2013,32,726
01/17/2013,33,961
01/17/2013,34,2315
01/17/2013,35,555
01/17/2013,37,1258
01/17/2013,38,1342
01/17/2013,39,1194
01/17/2013,40,942
01/17/2013,41,728
01/17/2013,43,1011
01/17/2013,44,3412
01/17/2013,45,2773
01/17/2013,46,2807
01/17/2013,47,3217
01/17/2013,48,2234
01/17/2013,49,1568
01/17/2013,50,2012
01/17/2013,51,1551
01/17/2013,54,727
01/18/2013,1,1745
01/18/2013,2,1901
01/18/2013,3,2936
01/18/2013,4,1493
01/18/2013,5,1378
01/18/2013,6,1548
01/18/2013,7,1749
01/18/2013,8,2766
01/18/2013,9,1639
01/18/2013,10,852
01/18/2013,11,2133
01/18/2013,12,1039
01/18/2013,13,803
01/18/2013,14,1305
01/18/2013,15,1157
01/18/2013,16,906
01/18/2013,17,1035
01/18/2013,18,1209
01/18/2013,19,923
01/18/2013,23,1071
01/18/2013,24,2559
01/18/2013,25,971
01/18/2013,26,822
01/18/2013,27,1034
01/18/2013,28,709
01/18/2013,30,696
01/18/2013,31,1044
01/18/2013,32,619
01/18/2013,33,860
01/18/2013,34,2510
01/18/2013,35,519
01/18/2013,37,1458
01/18/2013,38,1591
01/18/2013,39,1162
01/18/2013,40,944
01/18/2013,41,727
01/18/2013,43,1323
01/18/2013,44,3801
01/18/2013,45,3263
01/18/2013,46,2907
01/18/2013,47,3302
01/18/2013,48,2341
01/18/2013,49,1804
01/18/2013,50,2242
01/18/2013,51,1796
01/18/2013,54,779
01/19/2013,1,1389
01/19/2013,2,2043
01/19/2013,3,3453
01/19/2013,4,1705
01/19/2013,5,1517
01/19/2013,6,2132
01/19/2013,7,1581
01/19/2013,8,2944
01/19/2013,9,2336
01/19/2013,10,1372
01/19/2013,11,2569
01/19/2013,12,1319
01/19/2013,13,1140
01/19/2013,14,2031
01/19/2013,15,1390
01/19/2013,16,1022
01/19/2013,17,1440
01/19/2013,18,1362
01/19/2013,19,1735
01/19/2013,23,1231
01/19/2013,24,2487
01/19/2013,25,1494
01/19/2013,26,961
01/19/2013,27,1382
01/19/2013,28,996
01/19/2013,30,715
01/19/2013,31,1386
01/19/2013,32,770
01/19/2013,33,1201
01/19/2013,34,2695
01/19/2013,35,816
01/19/2013,37,1630
01/19/2013,38,2154
01/19/2013,39,1633
01/19/2013,40,1034
01/19/2013,41,952
01/19/2013,43,1127
01/19/2013,44,4656
01/19/2013,45,3984
01/19/2013,46,4372
01/19/2013,47,4377
01/19/2013,48,3392
01/19/2013,49,2469
01/19/2013,50,3426
01/19/2013,51,1830
01/19/2013,54,908
01/20/2013,1,507
01/20/2013,2,2006
01/20/2013,3,3466
01/20/2013,4,1742
01/20/2013,5,1596
01/20/2013,6,2202
01/20/2013,7,1368
01/20/2013,8,2755
01/20/2013,9,2427
01/20/2013,10,1162
01/20/2013,11,2597
01/20/2013,12,1211
01/20/2013,13,947
01/20/2013,14,1333
01/20/2013,15,1110
01/20/2013,16,1184
01/20/2013,17,1419
01/20/2013,18,1347
01/20/2013,19,1142
01/20/2013,23,1099
01/20/2013,24,1908
01/20/2013,25,816
01/20/2013,26,986
01/20/2013,27,1515
01/20/2013,28,1179
01/20/2013,30,616
01/20/2013,31,1389
01/20/2013,32,801
01/20/2013,33,1133
01/20/2013,34,2324
01/20/2013,35,697
01/20/2013,37,1233
01/20/2013,38,2294
01/20/2013,39,1582
01/20/2013,40,924
01/20/2013,41,1020
01/20/2013,43,1061
01/20/2013,44,4732
01/20/2013,45,4169
01/20/2013,46,4696
01/20/2013,47,4877
01/20/2013,48,4044
01/20/2013,49,2536
01/20/2013,50,3195
01/20/2013,51,1756
01/20/2013,54,1178
01/21/2013,1,1770
01/21/2013,2,1864
01/21/2013,3,2930
01/21/2013,4,1458
01/21/2013,5,1506
01/21/2013,6,1602
01/21/2013,7,1649
01/21/2013,8,2688
01/21/2013,9,2149
01/21/2013,10,1200
01/21/2013,11,2200
01/21/2013,12,1156
01/21/2013,13,864
01/21/2013,14,1934
01/21/2013,15,1439
01/21/2013,16,1000
01/21/2013,17,1310
01/21/2013,18,1306
01/21/2013,19,1158
01/21/2013,23,1161
01/21/2013,24,2391
01/21/2013,25,754
01/21/2013,26,730
01/21/2013,27,1018
01/21/2013,28,708
01/21/2013,30,692
01/21/2013,31,1184
01/21/2013,32,667
01/21/2013,33,1046
01/21/2013,34,2379
01/21/2013,35,509
01/21/2013,37,1370
01/21/2013,38,1414
01/21/2013,39,1325
01/21/2013,40,1169
01/21/2013,41,715
01/21/2013,43,1124
01/21/2013,44,3508
01/21/2013,45,3134
01/21/2013,46,3186
01/21/2013,47,3335
01/21/2013,48,2428
01/21/2013,49,1557
01/21/2013,50,2227
01/21/2013,51,1548
01/21/2013,54,788
01/22/2013,1,1762
01/22/2013,2,1794
01/22/2013,3,2721
01/22/2013,4,1285
01/22/2013,5,1459
01/22/2013,6,1584
01/22/2013,7,1583
01/22/2013,8,2491
01/22/2013,9,1949
01/22/2013,10,1109
01/22/2013,11,2128
01/22/2013,12,1145
01/22/2013,13,903
01/22/2013,14,1558
01/22/2013,15,1270
01/22/2013,16,933
01/22/2013,17,1310
01/22/2013,18,1362
01/22/2013,19,1017
01/22/2013,23,1085
01/22/2013,24,2293
01/22/2013,25,692
01/22/2013,26,690
01/22/2013,27,969
01/22/2013,28,819
01/22/2013,30,752
01/22/2013,31,1185
01/22/2013,32,668
01/22/2013,33,1096
01/22/2013,34,2221
01/22/2013,35,627
01/22/2013,37,1299
01/22/2013,38,1317
01/22/2013,39,1258
01/22/2013,40,1017
01/22/2013,41,646
01/22/2013,43,1055
01/22/2013,44,3349
01/22/2013,45,2759
01/22/2013,46,2786
01/22/2013,47,2973
01/22/2013,48,2130
01/22/2013,49,1500
01/22/2013,50,2182
01/22/2013,51,1489
01/22/2013,54,768
01/23/2013,1,1873
01/23/2013,2,1951
01/23/2013,3,2911
01/23/2013,4,1465
01/23/2013,5,1461
01/23/2013,6,1740
01/23/2013,7,1657
01/23/2013,8,2625
01/23/2013,9,1741
01/23/2013,10,1023
01/23/2013,11,2063
01/23/2013,12,1142
01/23/2013,13,797
01/23/2013,14,1490
01/23/2013,15,1245
01/23/2013,16,908
01/23/2013,17,1082
01/23/2013,18,1231
01/23/2013,19,1078
01/23/2013,23,1178
01/23/2013,24,2501
01/23/2013,25,795
01/23/2013,26,681
01/23/2013,27,1034
01/23/2013,28,674
01/23/2013,30,655
01/23/2013,31,952
01/23/2013,32,565
01/23/2013,33,1011
01/23/2013,34,2071
01/23/2013,35,538
01/23/2013,37,1437
01/23/2013,38,1495
01/23/2013,39,1094
01/23/2013,40,886
01/23/2013,41,722
01/23/2013,43,1019
01/23/2013,44,3704
01/23/2013,45,2872
01/23/2013,46,2901
01/23/2013,47,3207
01/23/2013,48,2179
01/23/2013,49,1606
01/23/2013,50,2186
01/23/2013,51,1683
01/23/2013,54,690
01/24/2013,1,1616
01/24/2013,2,1691
01/24/2013,3,2503
01/24/2013,4,1245
01/24/2013,5,1319
01/24/2013,6,1432
01/24/2013,7,1523
01/24/2013,8,2482
01/24/2013,9,1730
01/24/2013,10,883
01/24/2013,11,2004
01/24/2013,12,1057
01/24/2013,13,746
01/24/2013,14,1456
01/24/2013,15,1178
01/24/2013,16,857
01/24/2013,17,990
01/24/2013,18,1222
01/24/2013,19,861
01/24/2013,23,1056
01/24/2013,24,2275
01/24/2013,25,691
01/24/2013,26,660
01/24/2013,27,976
01/24/2013,28,701
01/24/2013,30,682
01/24/2013,31,1067
01/24/2013,32,680
01/24/2013,33,862
01/24/2013,34,2043
01/24/2013,35,511
01/24/2013,37,1245
01/24/2013,38,1224
01/24/2013,39,1072
01/24/2013,40,923
01/24/2013,41,693
01/24/2013,43,970
01/24/2013,44,3121
01/24/2013,45,2592
01/24/2013,46,2623
01/24/2013,47,2738
01/24/2013,48,1972
01/24/2013,49,1468
01/24/2013,50,2011
01/24/2013,51,1437
01/24/2013,54,617
01/25/2013,1,1770
01/25/2013,2,1949
01/25/2013,3,2943
01/25/2013,4,1498
01/25/2013,5,1447
01/25/2013,6,1620
01/25/2013,7,1758
01/25/2013,8,2748
01/25/2013,9,1710
01/25/2013,10,938
01/25/2013,11,2029
01/25/2013,12,1043
01/25/2013,13,780
01/25/2013,14,1405
01/25/2013,15,1189
01/25/2013,16,890
01/25/2013,17,1043
01/25/2013,18,1190
01/25/2013,19,944
01/25/2013,23,1144
01/25/2013,24,2586
01/25/2013,25,1041
01/25/2013,26,694
01/25/2013,27,1003
01/25/2013,28,676
01/25/2013,30,711
01/25/2013,31,1067
01/25/2013,32,679
01/25/2013,33,815
01/25/2013,34,2472
01/25/2013,35,584
01/25/2013,37,1500
01/25/2013,38,1473
01/25/2013,39,1090
01/25/2013,40,892
01/25/2013,41,750
01/25/2013,43,1286
01/25/2013,44,3751
01/25/2013,45,3172
01/25/2013,46,3109
01/25/2013,47,3213
01/25/2013,48,2262
01/25/2013,49,1805
01/25/2013,50,2264
01/25/2013,51,1709
01/25/2013,54,631
01/26/2013,1,1295
01/26/2013,2,1993
01/26/2013,3,3394
01/26/2013,4,1750
01/26/2013,5,1540
01/26/2013,6,2026
01/26/2013,7,1606
01/26/2013,8,2854
01/26/2013,9,2304
01/26/2013,10,1393
01/26/2013,11,2361
01/26/2013,12,1274
01/26/2013,13,1196
01/26/2013,14,1969
01/26/2013,15,1390
01/26/2013,16,1105
01/26/2013,17,1557
01/26/2013,18,1296
01/26/2013,19,1646
01/26/2013,23,1203
01/26/2013,24,2358
01/26/2013,25,1635
01/26/2013,26,862
01/26/2013,27,1341
01/26/2013,28,963
01/26/2013,30,751
01/26/2013,31,1313
01/26/2013,32,867
01/26/2013,33,949
01/26/2013,34,2715
01/26/2013,35,752
01/26/2013,37,1477
01/26/2013,38,2280
01/26/2013,39,1637
01/26/2013,40,1055
01/26/2013,41,978
01/26/2013,43,1147
01/26/2013,44,4812
01/26/2013,45,4168
01/26/2013,46,4364
01/26/2013,47,4363
01/26/2013,48,3628
01/26/2013,49,2503
01/26/2013,50,3221
01/26/2013,51,1814
01/26/2013,54,917
01/27/2013,1,542
01/27/2013,2,1937
01/27/2013,3,3355
01/27/2013,4,1799
01/27/2013,5,1412
01/27/2013,6,2101
01/27/2013,7,1299
01/27/2013,8,2715
01/27/2013,9,2226
01/27/2013,10,1155
01/27/2013,11,2539
01/27/2013,12,1190
01/27/2013,13,901
01/27/2013,14,1266
01/27/2013,15,1078
01/27/2013,16,1180
01/27/2013,17,1372
01/27/2013,18,1387
01/27/2013,19,1266
01/27/2013,23,1107
01/27/2013,24,1813
01/27/2013,25,845
01/27/2013,26,890
01/27/2013,27,1534
01/27/2013,28,1131
01/27/2013,30,622
01/27/2013,31,1204
01/27/2013,32,702
01/27/2013,33,1165
01/27/2013,34,2381
01/27/2013,35,650
01/27/2013,37,1204
01/27/2013,38,2331
01/27/2013,39,1603
01/27/2013,40,954
01/27/2013,41,1126
