date,wp,ws
2009072508,0.075,2.62
2009072509,0.266,3.1
2009072510,0.261,3.7
2009072511,0.371,4.3
2009072512,0.316,4.81
2009072513,0.221,5.2
2009072514,0.231,5.54
2009072515,0.266,5.98
2009072516,0.20600000000000002,6.58
2009072517,0.185,7.21
2009072518,0.175,7.68
2009072519,0.28600000000000003,7.83
2009072520,0.09,7.7
2009072521,0.0,7.38
2009072522,0.0,6.99
2009072523,0.0,6.54
2009072600,0.015,5.88
2009072601,0.045,3.97
2009072602,0.055,2.94
2009072603,0.13,2.1
2009072604,0.18,1.94
2009072605,0.19,2.16
2009072606,0.18,2.4
2009072607,0.311,2.47
2009072608,0.261,2.51
2009072609,0.15,2.7
2009072610,0.13,3.16
2009072611,0.08,3.81
2009072612,0.065,4.53
2009072613,0.08,5.21
2009072614,0.07,5.79
2009072615,0.145,6.24
2009072616,0.165,6.5
2009072617,0.195,6.62
2009072618,0.185,6.63
2009072619,0.17,6.59
2009072620,0.17,6.4
2009072621,0.135,5.86
2009072622,0.055,4.87
2009072623,0.04,3.76
2009072700,0.025,3.0
2009072701,0.005,2.82
2009072702,0.015,2.59
2009072703,0.025,2.56
2009072704,0.055,2.67
2009072705,0.06,2.83
2009072706,0.07,2.9
2009072707,0.06,2.81
2009072708,0.09,2.75
2009072709,0.135,3.04
2009072710,0.095,3.85
2009072711,0.105,4.86
2009072712,0.1,5.63
2009072713,0.16,5.89
2009072714,0.281,5.82
2009072715,0.316,5.68
2009072716,0.271,5.67
2009072717,0.321,5.84
2009072718,0.251,6.16
2009072719,0.23600000000000002,6.55
2009072720,0.311,6.73
2009072721,0.381,6.33
2009072722,0.361,5.16
2009072723,0.301,3.67
2009072800,0.201,2.46
2009072801,0.145,2.35
2009072802,0.145,2.56
2009072803,0.105,2.92
2009072804,0.21100000000000002,3.17
2009072805,0.175,3.24
2009072806,0.175,3.1
2009072807,0.276,2.75
2009072808,0.311,2.48
2009072809,0.29600000000000004,2.63
2009072810,0.29600000000000004,3.38
2009072811,0.21600000000000003,4.31
2009072812,0.256,4.82
2009072813,0.29100000000000004,4.6
2009072814,0.326,4.31
2009072815,0.451,4.49
2009072816,0.762,5.29
2009072817,0.797,6.5
2009072818,0.8270000000000001,7.63
2009072819,0.757,8.13
2009072820,0.777,8.03
2009072821,0.5660000000000001,7.53
2009072822,0.486,6.83
2009072823,0.381,6.01
2009072900,0.306,5.15
2009072901,0.386,3.67
2009072902,0.135,3.01
2009072903,0.251,2.63
2009072904,0.311,2.54
2009072905,0.35100000000000003,2.58
2009072906,0.261,2.59
2009072907,0.11,2.44
2009072908,0.085,2.26
2009072909,0.175,2.23
2009072910,0.21600000000000003,2.49
2009072911,0.185,2.85
2009072912,0.256,2.97
2009072913,0.09,2.64
2009072914,0.04,2.23
2009072915,0.005,2.02
2009072916,0.0,1.95
2009072917,0.0,2.06
2009072918,0.005,2.26
2009072919,0.035,2.37
2009072920,0.045,2.42
2009072921,0.075,2.33
2009072922,0.105,1.89
2009072923,0.14,1.53
2009073000,0.07,1.66
2009073001,0.065,2.32
2009073002,0.005,2.42
2009073003,0.0,2.64
2009073004,0.015,2.83
2009073005,0.065,2.99
2009073006,0.065,3.12
2009073007,0.095,3.17
2009073008,0.08,3.15
2009073009,0.055,3.09
2009073010,0.01,3.02
2009073011,0.0,2.94
2009073012,0.0,2.84
2009073013,0.0,2.73
2009073014,0.0,2.68
2009073015,0.05,2.82
2009073016,0.08,3.28
2009073017,0.18,3.89
2009073018,0.185,4.36
2009073019,0.155,4.43
2009073020,0.15,4.14
2009073021,0.095,3.54
2009073022,0.06,2.66
2009073023,0.04,1.76
2009073100,0.045,1.21
2009073101,0.015,1.28
2009073102,0.0,1.3
2009073103,0.0,1.56
2009073104,0.0,2.03
2009073105,0.0,2.53
2009073106,0.0,2.79
2009073107,0.0,2.68
2009073108,0.02,2.44
2009073109,0.165,2.29
2009073110,0.18,2.3
2009073111,0.165,2.49
2009073112,0.105,2.9
2009073113,0.045,3.5
2009073114,0.0,4.22
2009073115,0.035,4.9
2009073116,0.095,5.43
2009073117,0.14,5.79
2009073118,0.185,6.06
2009073119,0.24600000000000002,6.32
2009073120,0.266,6.44
2009073121,0.261,6.06
2009073122,0.256,4.9
2009073123,0.21100000000000002,3.44
2009080100,0.15,2.39
2009080101,0.065,2.43
2009080102,0.04,2.65
2009080103,0.085,2.82
2009080104,0.015,2.73
2009080105,0.0,2.55
2009080106,0.0,2.47
2009080107,0.0,2.52
2009080108,0.02,2.62
2009080109,0.09,2.8
2009080110,0.155,3.16
2009080111,0.311,3.68
2009080112,0.281,4.21
2009080113,0.14,4.61
2009080114,0.21600000000000003,4.97
2009080115,0.311,5.43
2009080116,0.35100000000000003,6.08
2009080117,0.28600000000000003,6.73
2009080118,0.28600000000000003,7.12
2009080119,0.326,7.06
2009080120,0.41600000000000004,6.55
2009080121,0.556,5.67
2009080122,0.622,4.55
2009080123,0.491,3.41
2009080200,0.311,2.56
2009080201,0.276,1.83
2009080202,0.331,1.6
2009080203,0.376,1.84
2009080204,0.34600000000000003,2.25
2009080205,0.20600000000000002,2.82
2009080206,0.075,3.44
2009080207,0.045,3.97
2009080208,0.15,4.37
2009080209,0.19,4.68
2009080210,0.21600000000000003,4.89
2009080211,0.17,5.04
2009080212,0.05,5.15
2009080213,0.035,5.23
2009080214,0.085,5.29
2009080215,0.09,5.32
2009080216,0.15,5.35
2009080217,0.34600000000000003,5.5
2009080218,0.456,5.84
2009080219,0.551,6.31
2009080220,0.586,6.54
2009080221,0.602,6.14
2009080222,0.607,4.9
2009080223,0.486,3.33
2009080300,0.29600000000000004,2.2
2009080301,0.15,2.12
2009080302,0.12,2.55
2009080303,0.231,3.04
2009080304,0.361,3.23
2009080305,0.376,3.19
2009080306,0.41600000000000004,3.09
2009080307,0.281,3.08
2009080308,0.155,3.18
2009080309,0.14,3.38
2009080310,0.21100000000000002,3.65
2009080311,0.19,3.96
2009080312,0.11,4.25
2009080313,0.09,4.51
2009080314,0.13,4.8
2009080315,0.301,5.19
2009080316,0.441,5.67
2009080317,0.501,6.22
2009080318,0.602,6.76
2009080319,0.782,7.25
2009080320,0.7120000000000001,7.49
2009080321,0.637,7.19
2009080322,0.777,6.19
2009080323,0.727,4.89
2009080400,0.667,3.8
2009080401,0.722,3.62
2009080402,0.7070000000000001,3.82
2009080403,0.541,4.22
2009080404,0.516,4.31
2009080405,0.687,4.12
2009080406,0.586,3.83
2009080407,0.551,3.58
2009080408,0.541,3.5
2009080409,0.451,3.74
2009080410,0.331,4.33
2009080411,0.306,5.11
2009080412,0.306,5.86
2009080413,0.271,6.43
2009080414,0.261,6.81
2009080415,0.271,7.0
2009080416,0.24100000000000002,6.98
2009080417,0.35600000000000004,6.92
2009080418,0.316,7.05
2009080419,0.461,7.51
2009080420,0.551,7.88
2009080421,0.47600000000000003,7.62
2009080422,0.596,6.43
2009080423,0.306,4.93
2009080500,0.42100000000000004,3.85
2009080501,0.29100000000000004,3.86
2009080502,0.20600000000000002,3.98
2009080503,0.281,4.14
2009080504,0.281,4.17
2009080505,0.461,4.01
2009080506,0.451,3.71
2009080507,0.34600000000000003,3.34
2009080508,0.18,3.1
2009080509,0.14,3.24
2009080510,0.105,3.88
2009080511,0.105,4.72
2009080512,0.165,5.38
2009080513,0.105,5.6
2009080514,0.185,5.56
2009080515,0.24600000000000002,5.39
2009080516,0.256,5.21
2009080517,0.306,5.21
2009080518,0.396,5.51
2009080519,0.316,5.96
2009080520,0.316,6.19
2009080521,0.336,5.8
2009080522,0.311,4.55
2009080523,0.29100000000000004,2.99
2009080600,0.13,1.86
2009080601,0.11,2.15
2009080602,0.085,2.47
2009080603,0.065,2.89
2009080604,0.02,3.07
2009080605,0.02,3.08
2009080606,0.085,2.98
2009080607,0.12,2.82
2009080608,0.135,2.72
2009080609,0.20600000000000002,2.85
2009080610,0.20600000000000002,3.31
2009080611,0.145,3.95
2009080612,0.07,4.6
2009080613,0.05,5.14
2009080614,0.16,5.55
2009080615,0.185,5.81
2009080616,0.185,5.87
2009080617,0.16,5.86
2009080618,0.17,5.97
2009080619,0.175,6.31
2009080620,0.19,6.54
2009080621,0.256,6.21
2009080622,0.35100000000000003,5.06
2009080623,0.336,3.56
2009080700,0.231,2.39
2009080701,0.18,2.19
2009080702,0.226,2.58
2009080703,0.231,3.04
2009080704,0.256,3.23
2009080705,0.35600000000000004,3.19
2009080706,0.386,3.04
2009080707,0.306,2.89
2009080708,0.341,2.85
2009080709,0.251,3.02
2009080710,0.195,3.46
2009080711,0.17,4.01
2009080712,0.085,4.44
2009080713,0.025,4.6
2009080714,0.005,4.55
2009080715,0.025,4.38
2009080716,0.005,4.17
2009080717,0.0,4.06
2009080718,0.0,4.23
2009080719,0.0,4.68
2009080720,0.0,5.07
2009080721,0.0,4.96
2009080722,0.035,4.05
2009080723,0.045,2.75
2009080800,0.01,1.61
2009080801,0.0,1.28
2009080802,0.0,0.92
2009080803,0.0,0.69
2009080804,0.0,0.83
2009080805,0.0,1.31
2009080806,0.0,1.87
2009080807,0.0,2.38
2009080808,0.0,2.84
2009080809,0.0,3.21
2009080810,0.0,3.48
2009080811,0.04,3.65
2009080812,0.125,3.7
2009080813,0.135,3.67
2009080814,0.085,3.74
2009080815,0.08,4.19
2009080816,0.19,5.17
2009080817,0.261,6.27
2009080818,0.29100000000000004,6.94
2009080819,0.326,6.77
2009080820,0.436,6.09
2009080821,0.331,5.35
2009080822,0.17,4.91
2009080823,0.21600000000000003,4.64
2009080900,0.231,4.34
2009080901,0.21600000000000003,4.5
2009080902,0.251,4.51
2009080903,0.24600000000000002,4.33
2009080904,0.21600000000000003,3.92
2009080905,0.13,3.4
2009080906,0.1,2.97
2009080907,0.11,2.8
2009080908,0.055,2.86
2009080909,0.055,3.12
2009080910,0.055,3.54
2009080911,0.03,4.09
2009080912,0.06,4.69
2009080913,0.13,5.31
2009080914,0.155,5.94
2009080915,0.201,6.52
2009080916,0.11,7.03
2009080917,0.35600000000000004,7.45
2009080918,0.627,7.62
2009080919,0.511,7.4
2009080920,0.586,6.89
2009080921,0.366,6.34
2009080922,0.12,5.92
2009080923,0.125,5.56
2009081000,0.732,5.11
2009081001,0.21100000000000002,4.89
2009081002,0.07,4.72
2009081003,0.115,4.4
2009081004,0.21100000000000002,3.88
2009081005,0.29100000000000004,3.35
2009081006,0.251,3.02
2009081007,0.20600000000000002,2.99
2009081008,0.251,3.17
2009081009,0.1,3.44
2009081010,0.1,3.67
2009081011,0.195,3.78
2009081012,0.175,3.74
2009081013,0.045,3.51
2009081014,0.065,3.24
2009081015,0.07,3.12
2009081016,0.09,3.33
2009081017,0.12,3.7
2009081018,0.13,3.95
2009081019,0.15,3.86
2009081020,0.21100000000000002,3.59
2009081021,0.01,3.4
2009081022,0.03,3.37
2009081023,0.045,3.3
2009081100,0.06,2.92
2009081101,0.07,2.49
2009081102,0.06,2.13
2009081103,0.105,1.81
2009081104,0.09,1.69
2009081105,0.17,1.73
2009081106,0.13,1.8
2009081107,0.11,1.82
2009081108,0.13,1.85
2009081109,0.055,1.96
2009081110,0.05,2.22
2009081111,0.04,2.64
2009081112,0.02,3.1
2009081113,0.03,3.51
2009081114,0.0,3.93
2009081115,0.0,4.24
2009081116,0.0,4.29
2009081117,0.01,4.27
2009081118,0.06,4.4
2009081119,0.065,4.76
2009081120,0.065,5.12
2009081121,0.065,5.07
2009081122,0.025,4.31
2009081123,0.02,3.2
2009081200,0.06,2.31
2009081201,0.03,2.17
2009081202,0.06,2.24
2009081203,0.135,2.47
2009081204,0.12,2.64
2009081205,0.13,2.7
2009081206,0.115,2.66
2009081207,0.115,2.54
2009081208,0.11,2.43
2009081209,0.06,2.43
2009081210,0.03,2.59
2009081211,0.045,2.81
2009081212,0.045,2.95
2009081213,0.015,3.01
2009081214,0.005,3.12
2009081215,0.025,3.21
2009081216,0.035,3.11
2009081217,0.03,2.89
2009081218,0.01,2.75
2009081219,0.005,2.82
2009081220,0.0,2.95
2009081221,0.0,2.91
2009081222,0.01,2.56
