date,wp,ws
2009070517,0.0,3.75
2009070518,0.022000000000000002,3.66
2009070519,0.017,3.38
2009070520,0.022000000000000002,3.23
2009070521,0.0,3.25
2009070523,0.039,3.42
2009070601,0.08800000000000001,2.94
2009070602,0.017,2.75
2009070604,0.061,1.78
2009070605,0.017,1.99
2009070606,0.0,2.22
2009070608,0.0,1.04
2009070609,0.0,1.02
2009070610,0.0,1.79
2009070611,0.0,3.58
2009070613,0.0,5.3
2009070614,0.006,5.03
2009070615,0.0,5.01
2009070616,0.0,5.43
2009070618,0.105,6.27
2009070619,0.061,6.29
2009070620,0.027999999999999997,6.08
2009070621,0.006,5.8
2009070622,0.006,5.56
2009070623,0.121,5.32
2009070700,0.132,4.99
2009070701,0.0,3.47
2009070702,0.0,2.77
2009070703,0.033,2.46
2009070704,0.083,2.64
2009070705,0.0,3.04
2009070706,0.011000000000000001,3.47
2009070707,0.05,3.82
2009070708,0.17600000000000002,4.11
2009070709,0.253,4.37
2009070710,0.226,4.66
2009070711,0.275,5.02
2009070712,0.259,5.5
2009070713,0.287,6.08
2009070714,0.325,6.67
2009070715,0.424,7.11
2009070716,0.446,7.31
2009070717,0.446,7.33
2009070718,0.413,7.26
2009070719,0.275,7.16
2009070720,0.364,7.03
2009070721,0.314,6.86
2009070722,0.17600000000000002,6.63
2009070723,0.132,6.39
2009070800,0.171,6.18
2009070801,0.375,5.25
2009070802,0.391,5.02
2009070803,0.551,4.8
2009070804,0.7490000000000001,4.56
2009070805,0.452,4.27
2009070806,0.171,3.86
2009070807,0.033,3.33
2009070808,0.006,2.84
2009070809,0.0,2.61
2009070810,0.0,2.8
2009070811,0.0,3.21
2009070812,0.0,3.54
2009070813,0.0,3.62
2009070814,0.0,3.59
2009070816,0.0,3.94
2009070817,0.0,4.37
2009070819,0.0,4.66
2009070820,0.039,4.33
2009070821,0.033,3.86
2009070823,0.0,3.06
2009070901,0.0,3.22
2009070902,0.0,3.06
2009070903,0.033,2.67
2009070904,0.017,1.92
2009070905,0.0,1.19
2009070906,0.0,1.12
2009070907,0.0,1.34
2009070908,0.0,1.39
2009070909,0.0,1.3
2009070910,0.006,1.16
2009070912,0.011000000000000001,0.94
2009070913,0.006,0.98
2009070914,0.0,1.11
2009070916,0.0,1.36
2009070918,0.044000000000000004,1.37
2009070919,0.061,1.3
2009070920,0.011000000000000001,1.38
2009070921,0.011000000000000001,1.67
2009070922,0.0,2.02
2009070923,0.0,2.12
2009071001,0.0,0.68
2009071002,0.0,1.47
2009071003,0.055,2.87
2009071004,0.325,3.49
2009071005,0.34700000000000003,3.51
2009071006,0.419,3.26
2009071007,0.375,3.04
2009071009,0.43,3.11
2009071010,0.331,3.51
2009071011,0.34700000000000003,3.98
2009071013,0.033,4.39
2009071014,0.006,4.33
2009071015,0.033,4.3
2009071016,0.11599999999999999,4.37
2009071017,0.231,4.65
2009071018,0.38,5.24
2009071019,0.452,6.14
2009071020,0.523,6.91
2009071021,0.617,7.04
2009071022,0.595,6.3
2009071023,0.46799999999999997,5.29
2009071100,0.408,4.63
2009071101,0.358,4.51
2009071102,0.441,4.8
2009071103,0.507,5.09
2009071104,0.584,5.21
2009071105,0.623,5.22
2009071106,0.705,5.22
2009071107,0.7440000000000001,5.29
2009071108,0.716,5.36
2009071110,0.325,5.21
2009071112,0.006,5.25
2009071113,0.017,5.73
2009071114,0.039,6.38
2009071115,0.14300000000000002,6.71
2009071116,0.34700000000000003,6.55
2009071117,0.479,6.57
2009071118,0.364,7.12
2009071119,0.198,7.73
2009071120,0.149,8.09
2009071121,0.314,8.22
2009071122,0.584,8.23
2009071123,0.672,8.08
2009071200,0.496,7.69
2009071201,0.556,7.09
2009071202,0.8540000000000001,6.83
2009071203,0.887,6.27
2009071204,0.733,5.43
2009071205,0.601,4.53
2009071206,0.551,3.85
2009071207,0.231,3.57
2009071208,0.07200000000000001,3.5
2009071209,0.017,3.39
2009071210,0.039,3.11
2009071211,0.08800000000000001,2.89
2009071212,0.22,3.05
2009071213,0.209,3.63
2009071214,0.281,4.43
2009071215,0.331,5.27
2009071216,0.402,6.02
2009071217,0.358,6.53
2009071218,0.364,6.57
2009071219,0.309,5.96
2009071221,0.055,3.79
2009071222,0.044000000000000004,3.2
2009071223,0.083,3.41
2009071300,0.011000000000000001,4.0
2009071301,0.011000000000000001,3.78
2009071302,0.017,3.82
2009071303,0.05,3.92
2009071304,0.07200000000000001,4.01
2009071305,0.08800000000000001,4.02
2009071306,0.099,3.91
2009071307,0.055,3.71
2009071308,0.05,3.58
2009071309,0.105,3.73
2009071310,0.16,4.25
2009071311,0.242,4.95
2009071312,0.309,5.56
2009071313,0.402,5.93
2009071314,0.309,6.16
2009071315,0.298,6.34
2009071316,0.275,6.51
2009071317,0.237,6.69
2009071318,0.226,6.82
2009071319,0.198,6.86
2009071320,0.099,6.89
2009071321,0.061,6.79
2009071322,0.044000000000000004,6.29
2009071323,0.044000000000000004,5.52
2009071400,0.0,4.78
2009071401,0.132,4.1
2009071402,0.298,4.24
2009071403,0.16,4.21
2009071406,0.182,2.79
2009071407,0.083,2.6
2009071408,0.039,2.66
2009071409,0.011000000000000001,2.76
2009071410,0.0,2.72
2009071411,0.0,2.66
2009071412,0.0,2.74
2009071414,0.0,3.4
2009071415,0.0,3.7
2009071416,0.0,3.85
2009071417,0.061,3.88
2009071418,0.055,3.85
2009071419,0.099,3.79
2009071420,0.138,3.62
2009071421,0.138,3.25
2009071422,0.027999999999999997,2.61
2009071423,0.0,1.75
2009071500,0.0,0.76
2009071501,0.0,1.08
2009071503,0.0,2.66
2009071504,0.0,3.15
2009071505,0.011000000000000001,3.42
2009071506,0.066,3.52
2009071507,0.11599999999999999,3.51
2009071509,0.253,3.86
2009071510,0.193,4.62
2009071511,0.242,5.51
2009071512,0.303,6.1
2009071513,0.253,6.08
2009071514,0.303,5.7
2009071515,0.342,5.25
2009071517,0.375,5.41
2009071518,0.292,5.63
2009071519,0.46299999999999997,5.27
2009071520,0.369,5.0
2009071521,0.38,5.36
2009071522,0.529,5.95
2009071523,0.7440000000000001,6.32
2009071600,0.645,6.27
2009071601,0.595,5.7
2009071602,0.551,4.66
2009071604,0.402,3.4
2009071605,0.264,3.36
2009071606,0.237,3.37
2009071607,0.496,3.2
2009071608,0.46299999999999997,3.4
2009071609,0.303,3.77
2009071610,0.226,3.53
2009071611,0.07200000000000001,2.91
2009071612,0.027999999999999997,2.33
2009071613,0.033,1.85
2009071615,0.0,1.84
2009071616,0.0,2.37
2009071617,0.0,2.91
2009071618,0.0,3.31
2009071619,0.044000000000000004,3.47
2009071620,0.331,3.33
2009071621,0.408,2.92
2009071622,0.303,2.58
2009071623,0.231,2.88
2009071700,0.298,3.45
2009071701,0.14300000000000002,2.31
2009071703,0.08800000000000001,2.62
2009071704,0.0,1.87
2009071705,0.0,1.36
2009071706,0.0,1.98
2009071708,0.099,2.63
2009071709,0.198,2.27
2009071710,0.358,1.58
2009071711,0.419,0.88
2009071712,0.325,0.93
2009071713,0.105,1.86
2009071715,0.05,3.89
2009071716,0.08800000000000001,4.26
2009071717,0.039,4.29
2009071718,0.099,4.24
2009071719,0.204,4.23
2009071720,0.231,4.19
2009071721,0.165,3.99
2009071722,0.083,3.57
2009071800,0.022000000000000002,2.43
2009071801,0.006,3.78
2009071802,0.006,3.15
2009071803,0.0,2.69
2009071804,0.0,2.64
2009071805,0.0,2.88
2009071806,0.011000000000000001,3.1
2009071808,0.044000000000000004,2.84
2009071809,0.022000000000000002,2.84
2009071810,0.039,3.25
2009071812,0.061,4.76
2009071813,0.055,5.46
2009071814,0.07200000000000001,6.02
2009071815,0.105,6.42
2009071816,0.083,6.66
2009071817,0.11,6.76
2009071818,0.11,6.78
2009071819,0.066,6.7
2009071820,0.066,6.47
2009071822,0.149,5.2
2009071823,0.105,4.36
2009071900,0.07200000000000001,3.76
2009071901,0.011000000000000001,3.98
2009071902,0.006,3.8
2009071903,0.027999999999999997,3.81
2009071904,0.154,3.89
2009071905,0.281,3.92
2009071906,0.331,3.86
2009071907,0.215,3.65
2009071908,0.22,3.4
2009071909,0.237,3.32
2009071910,0.242,3.52
2009071911,0.11,3.89
2009071912,0.083,4.24
2009071913,0.061,4.42
2009071914,0.08800000000000001,4.42
2009071915,0.055,4.29
2009071916,0.055,4.06
2009071917,0.083,3.79
2009071918,0.083,3.56
2009071919,0.061,3.41
2009071920,0.022000000000000002,3.28
2009071921,0.006,3.09
2009071922,0.0,2.82
2009072000,0.0,2.29
2009072001,0.0,1.64
2009072002,0.0,1.58
2009072003,0.0,1.42
2009072004,0.0,1.02
2009072006,0.0,1.08
2009072007,0.011000000000000001,1.4
2009072008,0.0,1.58
2009072009,0.0,1.7
2009072010,0.0,1.83
2009072011,0.011000000000000001,1.93
2009072012,0.017,1.89
2009072013,0.0,1.63
2009072014,0.0,1.28
2009072015,0.0,0.99
2009072016,0.0,0.83
2009072017,0.0,0.74
2009072018,0.0,0.65
2009072020,0.006,0.4
2009072021,0.0,0.36
2009072022,0.0,0.48
2009072023,0.0,0.66
2009072100,0.0,0.86
2009072101,0.0,0.84
2009072102,0.0,1.35
2009072103,0.0,1.69
2009072104,0.022000000000000002,1.84
2009072105,0.083,2.02
2009072106,0.066,2.22
2009072108,0.154,2.31
2009072109,0.138,2.49
2009072110,0.193,2.96
2009072111,0.215,3.5
2009072112,0.287,3.8
2009072114,0.017,3.18
2009072115,0.011000000000000001,2.63
2009072116,0.006,2.22
2009072117,0.027999999999999997,2.13
2009072118,0.094,2.36
2009072119,0.287,2.8
2009072120,0.055,3.24
2009072123,0.198,3.21
2009072200,0.121,2.96
2009072201,0.105,1.84
2009072202,0.083,2.13
2009072203,0.077,2.41
2009072204,0.066,2.54
2009072205,0.066,2.5
2009072206,0.033,2.36
2009072207,0.138,2.18
2009072208,0.204,2.07
2009072209,0.275,2.18
2009072210,0.242,2.58
2009072211,0.215,3.09
2009072213,0.165,3.27
2009072214,0.11599999999999999,2.8
2009072216,0.044000000000000004,1.78
2009072217,0.055,1.61
2009072218,0.07200000000000001,1.75
2009072219,0.077,2.11
2009072220,0.066,2.54
2009072221,0.11599999999999999,2.85
2009072222,0.033,2.93
2009072223,0.07200000000000001,2.83
2009072300,0.061,2.64
2009072301,0.0,1.82
2009072302,0.0,1.78
2009072303,0.006,1.94
2009072304,0.077,2.19
2009072305,0.05,2.41
2009072306,0.022000000000000002,2.53
2009072307,0.022000000000000002,2.47
2009072308,0.07200000000000001,2.35
2009072309,0.138,2.28
2009072310,0.105,2.27
2009072311,0.08800000000000001,2.32
2009072312,0.05,2.49
2009072313,0.039,2.85
2009072314,0.033,3.33
2009072315,0.0,3.62
2009072317,0.0,3.1
2009072318,0.0,2.8
2009072319,0.0,2.8
2009072320,0.039,2.85
2009072321,0.011000000000000001,2.49
2009072322,0.006,1.56
2009072323,0.083,1.16
2009072400,0.0,1.87
2009072401,0.0,2.39
2009072402,0.0,1.96
2009072404,0.0,1.62
2009072405,0.006,1.75
2009072406,0.0,1.84
2009072407,0.0,1.81
2009072408,0.0,1.68
2009072409,0.0,1.56
2009072410,0.0,1.56
2009072411,0.011000000000000001,1.77
2009072412,0.033,2.07
2009072413,0.011000000000000001,2.4
2009072414,0.077,2.76
2009072415,0.17600000000000002,3.12
2009072416,0.198,3.43
2009072417,0.138,3.63
2009072418,0.039,3.69
2009072419,0.08800000000000001,3.55
2009072420,0.121,3.21
2009072421,0.11599999999999999,2.65
2009072422,0.077,1.97
2009072423,0.044000000000000004,1.5
2009072500,0.017,1.44
2009072502,0.209,2.49
2009072503,0.011000000000000001,2.59
2009072504,0.022000000000000002,2.61
2009072505,0.22,2.78
2009072507,0.253,3.7
2009072508,0.342,4.2
2009072509,0.435,4.57
2009072510,0.59,4.72
2009072511,0.5670000000000001,4.74
2009072512,0.46799999999999997,4.77
2009072513,0.479,4.96
2009072514,0.46799999999999997,5.34
2009072515,0.424,5.91
2009072516,0.077,6.69
2009072517,0.077,7.51
2009072518,0.022000000000000002,8.14
2009072519,0.0,8.34
2009072520,0.0,8.1
2009072521,0.0,7.51
2009072522,0.022000000000000002,6.62
2009072523,0.0,5.55
2009072600,0.0,4.41
2009072601,0.0,3.09
2009072602,0.05,2.23
2009072603,0.22,2.0
2009072604,0.248,2.07
2009072605,0.198,2.15
2009072606,0.14300000000000002,2.28
2009072607,0.055,2.5
2009072608,0.006,2.83
2009072609,0.006,3.29
2009072611,0.083,4.41
2009072612,0.099,4.92
2009072613,0.061,5.44
2009072614,0.061,6.07
2009072615,0.14300000000000002,6.64
2009072616,0.204,6.89
2009072618,0.264,6.76
2009072620,0.027999999999999997,6.7
2009072622,0.0,6.35
2009072623,0.0,5.99
2009072701,0.0,2.67
2009072702,0.0,2.58
2009072703,0.0,2.57
2009072705,0.0,2.64
2009072706,0.0,2.81
2009072707,0.0,3.03
2009072708,0.044000000000000004,3.3
2009072710,0.105,3.94
2009072711,0.11,4.26
2009072712,0.187,4.62
2009072713,0.16,5.04
2009072714,0.298,5.45
2009072715,0.287,5.7
2009072716,0.364,5.69
2009072717,0.364,5.56
2009072718,0.397,5.51
2009072719,0.435,5.66
2009072720,0.452,5.8
2009072721,0.452,5.59
2009072722,0.375,4.82
2009072723,0.17600000000000002,3.78
2009072800,0.061,2.93
2009072801,0.083,2.79
2009072802,0.094,2.91
2009072804,0.325,3.61
2009072805,0.496,3.85
2009072806,0.452,3.86
2009072808,0.336,3.39
2009072809,0.32,3.35
2009072810,0.43,3.64
2009072811,0.413,4.13
2009072812,0.34700000000000003,4.61
2009072813,0.391,4.94
2009072814,0.529,5.31
2009072815,0.7929999999999999,5.91
2009072816,0.86,7.07
2009072817,0.8320000000000001,8.68
2009072818,0.76,9.92
2009072820,0.76,9.19
2009072821,0.7440000000000001,8.0
2009072823,0.402,5.88
2009072900,0.204,5.01
2009072901,0.215,3.01
2009072902,0.314,2.48
2009072903,0.237,2.11
2009072904,0.193,1.91
2009072905,0.05,1.84
2009072906,0.027999999999999997,1.87
2009072907,0.027999999999999997,1.94
2009072908,0.05,2.03
2009072909,0.094,2.12
2009072910,0.121,2.32
2009072911,0.16,2.73
2009072912,0.171,3.17
2009072913,0.039,3.54
2009072914,0.14300000000000002,3.89
2009072916,0.099,3.99
2009072917,0.033,3.5
2009072918,0.006,2.82
2009072919,0.027999999999999997,2.42
2009072920,0.061,2.73
2009072921,0.044000000000000004,3.22
2009072922,0.006,3.3
2009072923,0.0,3.03
2009073000,0.0,2.71
2009073001,0.0,2.26
2009073002,0.0,2.33
2009073003,0.0,2.3
2009073004,0.0,2.17
2009073005,0.0,2.3
2009073006,0.0,2.7
2009073007,0.0,3.03
2009073008,0.0,3.03
2009073009,0.0,2.63
2009073010,0.0,1.88
2009073011,0.0,1.27
2009073012,0.0,1.36
2009073013,0.0,1.71
2009073014,0.0,1.98
2009073015,0.0,2.21
2009073016,0.0,2.45
2009073017,0.017,2.76
2009073018,0.033,3.13
2009073019,0.039,3.43
2009073020,0.006,3.53
2009073021,0.011000000000000001,3.24
2009073022,0.022000000000000002,2.46
2009073023,0.017,1.37
2009073101,0.0,2.12
2009073102,0.0,2.54
2009073105,0.006,0.8
2009073106,0.11,1.11
2009073107,0.303,0.72
2009073108,0.364,0.73
2009073109,0.27,1.47
2009073110,0.154,1.86
2009073112,0.0,3.14
2009073113,0.0,3.57
2009073114,0.0,3.94
2009073115,0.0,4.44
2009073116,0.0,4.96
2009073117,0.027999999999999997,5.27
2009073118,0.044000000000000004,5.26
2009073119,0.061,4.87
2009073120,0.066,4.23
2009073121,0.044000000000000004,3.53
2009073122,0.006,2.87
2009073123,0.0,2.21
2009080100,0.0,1.46
2009080101,0.0,0.66
2009080102,0.0,0.49
2009080103,0.0,1.11
2009080104,0.0,1.68
2009080105,0.011000000000000001,2.14
2009080106,0.105,2.43
2009080107,0.259,2.56
2009080109,0.579,3.01
2009080110,0.59,3.68
2009080111,0.49,4.44
2009080112,0.391,4.97
2009080113,0.204,5.09
2009080114,0.165,5.14
2009080115,0.325,5.47
2009080116,0.573,6.15
2009080117,0.6829999999999999,6.93
2009080118,0.7440000000000001,7.53
2009080119,0.777,7.75
2009080120,0.848,7.5
2009080121,0.821,6.63
2009080122,0.7440000000000001,5.06
2009080123,0.6609999999999999,3.32
2009080200,0.534,1.96
2009080201,0.46799999999999997,2.9
2009080202,0.413,3.13
2009080203,0.32,4.02
2009080204,0.259,4.88
2009080205,0.193,5.36
2009080206,0.16,5.37
2009080207,0.226,4.92
2009080208,0.435,4.36
2009080209,0.077,4.09
2009080210,0.07200000000000001,4.36
2009080212,0.05,5.32
2009080213,0.05,5.43
2009080214,0.127,5.49
2009080215,0.094,5.63
2009080216,0.193,5.77
2009080217,0.309,5.89
2009080218,0.353,6.02
2009080219,0.496,6.12
2009080220,0.584,6.04
2009080221,0.59,5.55
2009080222,0.49,4.53
2009080223,0.309,3.28
2009080300,0.154,2.23
2009080301,0.193,1.45
2009080302,0.325,1.17
2009080303,0.264,1.44
2009080304,0.099,2.07
2009080306,0.011000000000000001,3.35
2009080307,0.061,3.59
2009080308,0.226,3.61
2009080309,0.226,3.59
2009080310,0.198,3.69
2009080311,0.331,3.87
2009080312,0.397,4.1
2009080314,0.479,4.84
2009080315,0.545,5.82
2009080316,0.612,7.36
2009080318,0.8320000000000001,9.26
2009080319,0.738,8.25
2009080320,0.782,6.59
2009080322,0.92,5.28
2009080323,0.904,5.89
2009080400,0.8540000000000001,6.26
2009080401,0.777,5.3
2009080402,0.804,5.9
2009080403,0.7709999999999999,6.42
2009080404,0.7929999999999999,6.42
2009080405,0.777,6.0
2009080406,0.821,5.43
2009080407,0.821,5.0
2009080408,0.7440000000000001,4.8
2009080409,0.722,4.8
2009080410,0.6940000000000001,4.94
2009080411,0.595,5.28
2009080412,0.551,5.72
2009080413,0.496,6.16
2009080414,0.474,6.68
2009080415,0.402,7.23
2009080416,0.46299999999999997,7.53
2009080417,0.474,7.36
2009080418,0.375,6.57
2009080419,0.364,5.47
2009080420,0.204,5.09
2009080421,0.287,5.67
2009080422,0.424,6.18
2009080423,0.397,6.23
2009080500,0.375,5.9
2009080501,0.413,4.41
2009080502,0.375,4.58
2009080503,0.523,4.75
2009080504,0.38,4.82
2009080505,0.292,4.78
2009080506,0.435,4.6
2009080507,0.413,4.25
2009080508,0.32,3.83
2009080509,0.132,3.53
2009080510,0.055,3.53
2009080513,0.061,4.23
2009080514,0.209,4.32
2009080515,0.259,4.47
2009080516,0.259,4.75
2009080517,0.336,5.04
2009080519,0.375,5.14
2009080520,0.325,4.77
2009080521,0.237,4.03
2009080522,0.215,2.92
2009080523,0.138,1.9
2009080600,0.061,1.5
2009080601,0.017,2.41
2009080602,0.0,2.52
2009080603,0.0,2.53
2009080605,0.0,2.66
2009080606,0.0,2.93
2009080607,0.006,3.1
2009080608,0.05,3.19
2009080609,0.044000000000000004,3.24
2009080610,0.066,3.22
2009080612,0.044000000000000004,3.23
2009080613,0.017,3.41
2009080614,0.0,3.7
2009080615,0.0,4.01
2009080616,0.006,4.2
2009080617,0.017,4.28
2009080619,0.05,4.22
2009080620,0.121,4.0
2009080621,0.094,3.54
2009080622,0.022000000000000002,2.82
2009080623,0.0,2.12
2009080700,0.0,1.82
2009080701,0.0,1.93
2009080702,0.0,2.51
2009080703,0.006,3.08
2009080704,0.055,3.38
2009080705,0.14300000000000002,3.48
2009080706,0.127,3.47
2009080707,0.07200000000000001,3.41
2009080708,0.066,3.32
2009080709,0.044000000000000004,3.26
2009080710,0.05,3.27
2009080711,0.077,3.31
2009080712,0.061,3.29
2009080713,0.0,3.16
2009080714,0.0,2.99
2009080715,0.0,2.9
2009080716,0.0,3.01
2009080717,0.011000000000000001,3.31
2009080718,0.027999999999999997,3.68
2009080719,0.011000000000000001,3.94
2009080720,0.044000000000000004,3.94
2009080721,0.011000000000000001,3.52
2009080722,0.006,2.65
2009080723,0.0,1.63
2009080800,0.0,1.13
2009080801,0.0,1.37
2009080802,0.0,2.02
2009080805,0.027999999999999997,2.99
2009080807,0.127,2.98
2009080808,0.094,2.99
2009080809,0.149,3.13
2009080810,0.259,3.45
2009080811,0.34700000000000003,3.95
2009080812,0.375,4.52
2009080813,0.38,5.12
2009080814,0.435,5.78
2009080815,0.43,6.39
2009080816,0.402,6.88
2009080817,0.419,7.22
2009080818,0.584,7.33
2009080819,0.479,7.04
2009080820,0.424,6.39
2009080821,0.171,5.55
2009080822,0.358,4.65
2009080823,0.413,3.82
2009080900,0.314,3.15
2009080901,0.259,5.21
2009080903,0.171,4.8
2009080904,0.16,4.49
2009080905,0.08800000000000001,4.18
2009080906,0.105,4.04
2009080907,0.127,4.18
2009080908,0.08800000000000001,4.56
2009080909,0.132,4.99
2009080910,0.027999999999999997,5.26
2009080911,0.077,5.43
2009080912,0.204,5.63
2009080913,0.105,6.08
2009080914,0.011000000000000001,6.76
2009080915,0.171,7.4
2009080916,0.22,7.81
2009080917,0.49,8.03
2009080918,0.54,8.1
2009080919,0.6890000000000001,7.89
2009080920,0.612,7.46
2009080921,0.446,6.99
2009080922,0.325,6.64
2009080923,0.49,6.24
2009081003,0.006,1.79
2009081004,0.011000000000000001,2.18
2009081005,0.033,2.68
2009081006,0.132,2.74
2009081007,0.027999999999999997,2.08
2009081008,0.16,1.15
2009081009,0.011000000000000001,0.78
2009081011,0.094,1.28
2009081012,0.0,1.48
2009081013,0.0,1.64
2009081014,0.0,1.92
2009081015,0.011000000000000001,2.31
2009081016,0.033,2.85
2009081017,0.061,3.6
2009081018,0.17600000000000002,4.26
2009081019,0.022000000000000002,4.48
2009081020,0.0,4.29
2009081021,0.0,3.87
2009081022,0.011000000000000001,3.39
2009081023,0.0,2.97
2009081100,0.0,2.65
2009081101,0.0,1.81
2009081102,0.0,1.79
2009081103,0.0,1.75
2009081104,0.0,1.69
2009081105,0.0,1.84
2009081106,0.0,2.17
2009081107,0.07200000000000001,2.42
2009081108,0.055,2.55
2009081109,0.022000000000000002,2.63
2009081110,0.0,2.72
2009081111,0.0,2.89
2009081112,0.0,3.08
2009081113,0.0,3.25
2009081114,0.0,3.42
2009081115,0.0,3.7
2009081116,0.006,4.13
2009081117,0.027999999999999997,4.59
2009081118,0.066,4.92
2009081119,0.121,5.0
2009081120,0.07200000000000001,4.83
2009081121,0.011000000000000001,4.4
2009081122,0.0,3.72
2009081200,0.017,2.43
2009081201,0.022000000000000002,2.85
2009081202,0.006,2.57
2009081203,0.0,2.23
2009081204,0.0,1.83
2009081205,0.0,1.59
2009081206,0.0,1.61
2009081207,0.0,1.64
2009081208,0.0,1.57
2009081209,0.0,1.46
2009081210,0.0,1.35
2009081211,0.0,1.3
2009081212,0.0,1.33
2009081214,0.0,1.71
2009081215,0.0,2.01
2009081216,0.0,2.27
2009081217,0.006,2.55
2009081218,0.039,2.96
2009081219,0.027999999999999997,3.54
2009081220,0.066,4.04
2009081221,0.099,4.17
2009081222,0.099,3.73
2009081223,0.066,2.93
2009081300,0.011000000000000001,2.15
2009081301,0.0,1.81
2009081302,0.0,1.88
2009081303,0.0,2.23
2009081305,0.0,2.2
2009081306,0.0,1.85
2009081307,0.0,1.45
2009081308,0.0,1.17
2009081309,0.0,1.07
2009081310,0.0,0.98
2009081311,0.0,0.8
2009081312,0.0,0.56
2009081313,0.0,0.31
2009081314,0.0,0.12
2009081315,0.0,0.27
2009081316,0.0,0.65
2009081317,0.0,1.19
2009081319,0.0,2.38
2009081320,0.0,2.85
2009081321,0.0,3.04
2009081322,0.0,2.77
2009081323,0.0,2.11
2009081400,0.0,1.24
2009081402,0.0,1.94
2009081403,0.0,2.51
2009081404,0.0,2.47
2009081405,0.0,2.34
2009081406,0.0,2.54
2009081408,0.006,2.95
2009081409,0.039,2.95
2009081410,0.05,2.92
2009081411,0.07200000000000001,2.87
2009081412,0.121,2.79
2009081413,0.07200000000000001,2.68
2009081414,0.006,2.59
2009081415,0.006,2.57
2009081416,0.0,2.64
2009081417,0.0,2.78
2009081418,0.039,2.94
2009081419,0.061,3.07
2009081420,0.061,3.13
2009081421,0.055,3.04
2009081422,0.006,2.79
2009081423,0.0,2.39
2009081500,0.0,1.9
2009081501,0.022000000000000002,2.13
2009081502,0.11599999999999999,2.66
2009081503,0.22,3.22
2009081504,0.292,3.46
2009081505,0.358,3.43
2009081506,0.353,3.27
2009081507,0.375,3.14
2009081508,0.303,3.1
2009081509,0.402,3.23
2009081510,0.441,3.54
2009081511,0.446,3.93
2009081512,0.34700000000000003,4.23
2009081513,0.237,4.3
2009081514,0.204,4.16
2009081515,0.182,3.88
2009081516,0.149,3.66
2009081517,0.11599999999999999,3.7
2009081518,0.08800000000000001,3.84
2009081520,0.0,3.4
2009081521,0.0,2.76
2009081522,0.0,1.95
2009081523,0.0,1.03
2009081600,0.0,0.09
2009081602,0.0,2.59
2009081603,0.039,2.99
2009081604,0.16,3.23
2009081605,0.309,3.33
2009081606,0.292,3.29
2009081607,0.281,3.15
