a,b
0.8998457764358632,0.3815740188632776
0.4055415741202226,0.2251954718115829
0.5071818044596691,0.19326647186848184
0.4668441876131009,0.20295102615997454
0.6112776712435266,0.27914996496433625
0.4909595571247586,0.2695366545555443
0.6790614543426997,0.3565946286717981
0.37675808877411815,0.16491630268727642
0.5947146304841501,0.2571260791537254
0.5124754568311194,0.22548533545378915
0.6508375028557747,0.3073423227221739
0.32478574545167177,0.15456883413763034
0.3116275267035118,0.13691799155865303
0.8768496580625675,0.3994692946501558
0.01440439565564233,-0.019409890862718996
0.5881076011899837,0.29998627892806023
0.5397815391487091,0.286674628110499
0.3453616406991447,0.166164258548773
0.2733484196220132,0.16424887076078126
0.6051172264566925,0.2856289891733028
0.6938550500178141,0.3257886980664442
0.4402520177128942,0.19449015527922725
0.1220631802990932,0.06327651985802155
0.719754737304215,0.3484453478635519
0.7562783724882804,0.3589163763103041
0.7967601732887155,0.36954575432838094
0.31717595349150474,0.16008890905717724
0.3621653845022269,0.16777199569807416
0.5409764068302607,0.2988233173774551
0.3454738887614637,0.16321529867517856
0.6011025283098488,0.2645359943668727
0.4096839434687481,0.20678801842569475
0.42054393030599657,0.20828167145918525
0.4362345380821865,0.16883731715780706
0.7194484650211418,0.3192196664930234
0.07192389380613595,0.017897383995029367
0.4095723138137165,0.20896863023005616
0.27411202027565473,0.11267506222419675
0.6110678144375129,0.29169974439750457
0.5713867726748355,0.2634247795842137
0.4441589741413802,0.21394908551699274
0.6286965170053982,0.28001902727160033
0.3466574446870284,0.1818836954232349
0.4458325425354205,0.2465624895636495
0.12840296809743662,0.08509325050067676
0.6583335006975749,0.27896991342108624
0.240966454459238,0.1508016889977286
0.5021609614668755,0.2544965139985157
0.5274064538744835,0.21581346965911175
0.6880119951145985,0.2864361794002088
0.4807750253949037,0.23463509021936324
0.3996816799113774,0.19094262848569565
0.4998220958809162,0.24647796470932395
0.487229812069975,0.21874277834543
0.3855933493502051,0.17633119626189606
0.18027050585427035,0.06681079077086892
0.3075189877249232,0.16967597609320087
0.6472021329389008,0.2660262230756132
0.4082771856393565,0.2215227271703405
0.6421233922728982,0.23563228383632234
0.34134656329424323,0.17907456542224962
0.6020644126545117,0.3236894452057262
0.7173732072876946,0.3545633177986567
0.42793496606327897,0.20580832711875127
0.4931948937391065,0.2507878439969547
0.22167597613199366,0.08789758780577964
0.7053100230082499,0.3239111304064487
0.6212265306817448,0.26192839619857256
0.5521798654631438,0.22749880127626965
0.5384950769344787,0.22554682540147736
0.5965369801560956,0.28326958472407976
0.4820012541220484,0.2063332553347408
0.3990733432967305,0.19207378747614975
0.4772796374130313,0.19793733465784955
0.29410872089493184,0.14636445147956068
0.4750599853488962,0.2020761404604071
0.8158052359441228,0.3640164956231665
0.7716974737254912,0.3277130552510328
0.7404905645507918,0.3379584399780432
0.16785236886600952,0.09414294641206654
0.6225631063626454,0.2896861195082452
0.7279795379069074,0.3271587745846025
0.6562356727301639,0.30476957033953683
0.6753218559029553,0.30074094832751136
0.3100908053976351,0.18960148557050144
0.45425939177354,0.18377132358350867
0.5373008337693023,0.2504492054912187
0.5517843061697728,0.2855481500073081
0.4659855150945235,0.2325785961419279
0.4815438300661108,0.20375441303845127
0.6980451581693122,0.2903377759747993
0.5482050758655128,0.2335461938227064
0.6463491900937794,0.27988338683470376
0.7918631104917493,0.3761272278855128
0.3904693507414614,0.18973539079103
0.37644268431224415,0.16071491056372153
0.8398603774711424,0.3951362242817624
0.5067528244428833,0.2082133589767314
0.5405335907257939,0.22348344836326486
0.6569321266567684,0.3430978263774906
0.5968778319674816,0.29278655188079344
0.6761506067352232,0.3119161862393459
0.5687906578386548,0.23056327476465446
0.2692650155149794,0.08492937842471518
0.477681841088979,0.25485801654847595
0.35346122747971703,0.15226664549952115
0.7198335159903158,0.3014216556706387
0.5412633547693421,0.22183683102433588
0.24911578140403445,0.10482981096113678
0.6580561153609418,0.2969815819809151
0.6124520069818671,0.307543731892832
0.8145758016649134,0.384781792396936
0.5888976984857267,0.2386305569255188
0.64414981469388,0.3060485773226901
0.45016429402597496,0.2019147180887026
0.18835360707327148,0.09066710032347383
0.6260177224808534,0.30269015914873904
0.3882516100284571,0.21043945350870785
0.4405176396303923,0.2134246402871777
0.3961729762503843,0.10527961314778783
0.2452585066062427,0.10448251515515954
0.5381071991036124,0.220785318175626
0.42714104424400623,0.1906157375533533
0.5480813269569736,0.2715259802352995
0.8444924319418047,0.3760179444106469
0.7878001109584205,0.41538873774582935
0.6475164035098822,0.30056942204638426
0.6850568335085052,0.2895422152352718
0.6632244534666195,0.3190867306186531
0.23351000723096976,0.10869828923168227
0.6629093649386497,0.3291558032175546
0.27231444035584584,0.08506064694574425
0.4614563490089422,0.19202518182339864
0.6254237045622677,0.2701955133174488
0.6544337680327188,0.31361358331320416
0.503174119486563,0.21943583998413735
0.635468653634286,0.2977196474529496
0.4402272588545243,0.2020401170328506
0.5040888444261864,0.2734875288048623
0.5218708271886117,0.2516932444142974
0.3704325494453328,0.1563485385815036
0.407300040976109,0.1856278414492744
0.4993471533309743,0.23407563489554836
0.4596169952994506,0.21216277978282505
0.34901122989359146,0.15010823018006925
0.451602199120749,0.21604121118041
0.8110886259366429,0.3906913001229013
0.4521831061707193,0.18837547006316466
0.4400477613920938,0.20013200681478166
0.2511957956534415,0.17412313501378776
0.8349717323014335,0.3760714230112815
0.4963353250608041,0.22138570650870645
0.7612356686955164,0.32803692649549016
0.31102399661091706,0.1279587484925497
0.1726740131965489,0.1690109765754864
0.3659913825155953,0.13452119603903073
0.38724360191870105,0.19199094320598464
0.4020251246585365,0.15708995146875382
0.33139115477737635,0.20596650948472287
0.3238163566616787,0.1249736056457165
0.6903128291664276,0.2676628900159897
0.91835211127728,0.3542029130474583
0.4581987562335501,0.20331514184205146
0.7424793343584131,0.35487420938913544
0.3189801093728599,0.10113278502622404
0.6672309226919815,0.27587746039474703
0.5720339255180097,0.19896232481920575
0.2921659549361445,0.16056797341430368
0.7855806680827925,0.3709860415122985
0.4787161441370487,0.17698318187878825
0.33376041353838304,0.1620149599424655
0.609778781439782,0.2914285181944317
0.4395231591261495,0.20534654932397248
0.3069453202127056,0.1841827331840688
0.5284900774772024,0.2838280980526876
0.8650872548116189,0.4036314438689642
0.498833866660712,0.2292626611797823
0.5464681056694869,0.2305878350609563
0.37944505828328784,0.1917259702038641
0.2710210136788465,0.053348767749750635
0.4492096107287732,0.19035718598752413
0.5344467442223403,0.2330603928683528
0.6540224064779292,0.2951054298828798
0.6965643460318667,0.292491394545993
0.7603878158932842,0.3544396913621727
0.5001457290942256,0.2082024766472073
0.5141424505087321,0.2229029124526254
0.35613783708515784,0.1819704001072511
0.4408952644998144,0.16876402344529715
0.6565976102687654,0.2954294657046781
0.4346977864537591,0.19015019178820497
0.5397217377259003,0.2818243140414232
0.7036411400048671,0.3288103077164285
0.3435781736425749,0.16682918933425245
0.4232846660790017,0.14953749106442193
0.5700812732450575,0.2973814820387307
0.5604394464417723,0.2686402009214429
0.16312335644527853,0.12352683118060083
0.6430692321623394,0.3285828422671168
0.26554047054611984,0.09089295162392834
0.1794576794111225,0.055923303250354606
0.7882424963338055,0.4205824132105804
0.7311405956034533,0.3133462458693646
0.2815322205240338,0.14261534151971644
0.4392957849012121,0.18362998573251169
0.4213824774782007,0.17686018720466576
0.5380873349968069,0.2492261630081133
0.5841208350656044,0.2755236766470581
0.6619807187394788,0.3273104469952334
0.8266141996342647,0.3604754718509032
0.4301242010704424,0.23829375933872815
0.7844931906008022,0.3797436580583637
0.5647708221736956,0.28044244375866806
0.5146736581349931,0.2439021881520701
0.7456271590322244,0.32987523358655146
0.4485888249274596,0.2090729560844684
0.6366388747747381,0.2823661413280241
0.3540299517921508,0.1901815183634766
0.4569302288860855,0.2250526678330437
0.40141102544504814,0.1515966602209083
0.7008591692520231,0.2979122930709417
0.3023004591068863,0.15306085601340044
0.28056966383564136,0.09398498276035984
0.6868107892656842,0.3355382166877315
0.33112078314660165,0.17822537389353985
0.5696367276741866,0.2585482568525884
0.4624364182474176,0.21534178259123474
0.1436302609358679,0.11696866853652906
0.2505994236429916,0.14696106171742185
0.5175512590260923,0.2578976137825372
0.5078165184720569,0.20545225888832724
0.5493334577782278,0.25719689049565825
0.4935232030706204,0.22511530521761755
0.5983739961003356,0.26454121238105205
0.5386946873085569,0.2418355227459599
0.7715639313151244,0.3689742708013224
0.37322887882666256,0.1510292411520514
0.3478376922155013,0.1832629221712573
0.1965638820455462,0.08919370499689643
0.7082569185188378,0.33640922738142104
0.5083886921118111,0.20423683127615475
0.4606347280054795,0.210356635728922
0.4319588115785247,0.2303190657046201
0.2517445379008136,0.13246384152022522
0.3866218667361522,0.1899022102609439
0.7658719311295823,0.3339218237811006
0.5610905786496048,0.2516908244218528
0.4197950620184936,0.2333839133260289
0.4484994413381681,0.28882708495981424
0.715372322258921,0.3065952356249479
0.2851130259309258,0.09933120059939464
0.4043526045300546,0.17711800622350773
0.6255593788087901,0.24046049785250084
0.6658512042943566,0.31086507436482697
0.21547580443359976,0.132618991969011
0.5264748205228967,0.2641786053073712
0.21514828943448466,0.12429477129349135
0.24640544764468,0.03855973027451953
0.10754788200402776,0.08253979250867269
0.3983179140653191,0.14941319515982973
0.4568958410029477,0.2189383879056848
0.4896662530747282,0.17398117407197058
0.2635368582682899,0.12164546003286815
0.4976045118058973,0.21002912083311154
0.40734557841903307,0.19784188990520832
0.6644712764481158,0.27741577921738864
0.588616082786338,0.288229700950519
0.3819114456781628,0.1929364472567626
0.6055549856173029,0.3323483146456559
0.4836189240990146,0.20922803102899654
0.282522973108048,0.1292507553375253
0.4093254724377671,0.16859828087692505
0.4680612670912597,0.22036164277371686
0.3620187153554494,0.19486738343895826
0.4922167255508174,0.22195071385404846
0.20847618900712608,0.08142986267872611
0.5919347571513252,0.2884971831406379
0.6365912348928091,0.3319157679990781
0.7174282424601831,0.32434561301627385
0.41620573380000186,0.21259275963835308
0.3887678907906023,0.1599217532682046
0.5626750064415215,0.29132387695912776
0.4716264560769821,0.19703261935690675
0.27429397452176896,0.15200212302521726
0.35421048593324184,0.16272047097444858
0.42340495178387016,0.2426850271801159
0.4645570353828533,0.2351871068314777
0.7234133786576292,0.3016714627192776
0.7025428035221893,0.3210497745220005
0.5478596501577656,0.2605652910286199
0.4854171413008149,0.2537841059272331
0.5097799315008807,0.2702248769344984
0.3981075389158574,0.13403525290494503
0.4570779705679406,0.2152658228360722
0.4595967654122808,0.18574231151065632
0.26080498300579924,0.15668061693059118
0.5907003875419915,0.2754228177068517
0.5779398383795016,0.2879905487507233
0.31629938428771864,0.1502535308040306
0.41006295975117374,0.14413960769690967
0.27312292096471746,0.10330218920556014
0.4840990943603343,0.2146363058141232
0.4308254775731623,0.19132094686331014
0.69816178345861,0.33899096493631503
0.2538544546312024,0.1103861697007274
0.3746309718184084,0.2184517115425756
0.4673430028625317,0.1838700936877831
0.4280783796073463,0.19701702203064506
0.8171406443742412,0.4105948310856329
0.21436615402497491,0.14595494214086735
0.4993125856816286,0.21950987809731232
0.4494038618610287,0.2058664842746417
0.5659183473109453,0.27355984339283623
0.24191277030455866,0.13269860415233353
0.6281809956129739,0.3016058986787816
0.3930442305329256,0.17185699941541607
0.8258752511105076,0.3284674755679136
0.8890786919927379,0.39633858445049
0.38421070467480695,0.15035527498526402
0.4846058183258969,0.2550004084596893
0.5907231235210575,0.2879924312715497
0.8314126544178849,0.4008524410178424
0.5035556627180553,0.22904450188432116
0.6301421645928899,0.291661714615999
0.6110779007701691,0.2521579060873429
0.4179408931775264,0.18722159902394456
0.5764259441126102,0.2617754227119488
0.6269990520529498,0.2907719153724043
0.3762394336977857,0.19634148492405104
0.4191817428025307,0.1610043876207799
0.9324862090118152,0.418058571835056
0.6352491409081686,0.29896152565647605
0.491379798105528,0.25260927694946755
0.5570024652259855,0.24861859600809555
0.29342513754509386,0.09653482135052824
0.6463779583548311,0.2944212707091062
0.31262324852501144,0.15975318815945533
0.5951559107682028,0.30232987988345744
0.4098006318946325,0.18766982438117089
0.4595153163584746,0.21050093622052987
0.6514813143411816,0.31148480448421323
