crime,industrial,river,buildings_age,roads_quality,school_quality,taxes,poverty,house_price,number_of_rooms,pollution
0.02055,0.74,0,35.7,2,17.3,313,5.77,24.7,6.382999999999999,0.41
0.01432,1.32,0,40.5,5,15.1,256,3.95,31.6,6.816,0.41100000000000003
0.15445,5.13,0,29.2,8,19.7,284,6.86,23.3,6.145,0.45299999999999996
0.14932,5.13,0,66.2,8,19.7,284,13.15,18.7,5.7410000000000005,0.45299999999999996
0.17171,5.13,0,93.4,8,19.7,284,14.44,16.0,5.966,0.45299999999999996
0.1265,5.13,0,43.4,8,19.7,284,9.5,25.0,6.7620000000000005,0.45299999999999996
0.01951,1.38,0,59.5,3,18.6,216,8.05,33.0,7.104,0.4161
0.03584,3.37,0,17.8,4,16.1,337,4.67,23.5,6.29,0.39799999999999996
0.043789999999999996,3.37,0,31.1,4,16.1,337,10.24,19.4,5.787000000000001,0.39799999999999996
0.05789,6.07,0,21.4,4,18.9,345,8.1,22.0,5.877999999999999,0.409
0.13554000000000002,6.07,0,36.8,4,18.9,345,13.09,17.4,5.593999999999999,0.409
0.08826,10.81,0,6.6,4,19.2,305,6.72,24.2,6.417000000000001,0.413
0.09164,10.81,0,7.8,4,19.2,305,5.52,22.8,6.065,0.413
0.19539,10.81,0,6.2,4,19.2,305,7.54,23.4,6.245,0.413
0.07896,12.83,0,6.0,5,18.7,398,6.78,24.1,6.273,0.43700000000000006
0.09512000000000001,12.83,0,45.0,5,18.7,398,8.94,21.4,6.2860000000000005,0.43700000000000006
0.10153,12.83,0,74.5,5,18.7,398,11.97,20.0,6.279,0.43700000000000006
0.08707000000000001,12.83,0,45.8,5,18.7,398,10.27,20.8,6.14,0.43700000000000006
0.04113,4.86,0,33.5,4,19.0,281,5.29,28.0,6.727,0.426
0.04462,4.86,0,70.4,4,19.0,281,7.22,23.9,6.619,0.426
0.03551,4.86,0,46.7,4,19.0,281,7.51,22.9,6.167000000000001,0.426
0.050589999999999996,4.49,0,48.0,3,18.5,247,9.62,23.9,6.388999999999999,0.449
0.05735,4.49,0,56.1,3,18.5,247,6.53,26.6,6.63,0.449
0.051879999999999996,4.49,0,45.1,3,18.5,247,12.86,22.5,6.015,0.449
0.07151,4.49,0,56.8,3,18.5,247,8.44,22.2,6.121,0.449
0.0566,3.41,0,86.3,2,17.8,270,5.5,23.6,7.007000000000001,0.489
0.053020000000000005,3.41,0,63.1,2,17.8,270,5.7,28.7,7.079,0.489
0.04684,3.41,0,66.1,2,17.8,270,8.81,22.6,6.417000000000001,0.489
0.02875,15.04,0,28.9,4,18.2,270,6.21,25.0,6.211,0.46399999999999997
0.04294,15.04,0,77.3,4,18.2,270,10.59,20.6,6.249,0.46399999999999997
0.11504,2.89,0,69.6,2,18.0,276,11.34,21.4,6.162999999999999,0.445
0.14866,8.56,0,79.9,5,20.9,384,9.42,27.5,6.727,0.52
0.11432,8.56,0,71.3,5,20.9,384,7.67,26.5,6.781000000000001,0.52
0.22876,8.56,0,85.4,5,20.9,384,10.63,18.6,6.405,0.52
0.21161,8.56,0,87.4,5,20.9,384,13.44,19.3,6.1370000000000005,0.52
0.1712,8.56,0,91.9,5,20.9,384,18.66,19.5,5.836,0.52
0.13117,8.56,0,85.2,5,20.9,384,14.09,20.4,6.127000000000001,0.52
0.12802,8.56,0,97.1,5,20.9,384,12.27,19.8,6.474,0.52
0.26363000000000003,8.56,0,91.2,5,20.9,384,15.55,19.4,6.229,0.52
0.10084,10.01,0,81.6,6,17.8,432,10.16,22.8,6.715,0.547
0.14231,10.01,0,84.2,6,17.8,432,10.45,18.5,6.254,0.547
0.13158,10.01,0,72.5,6,17.8,432,12.04,21.2,6.176,0.547
0.15098,10.01,0,82.6,6,17.8,432,10.3,19.2,6.021,0.547
0.13058,10.01,0,73.1,6,17.8,432,15.37,20.4,5.872000000000001,0.547
0.14476,10.01,0,65.2,6,17.8,432,13.61,19.3,5.731,0.547
0.06899,25.65,0,69.7,2,19.1,188,14.37,22.0,5.87,0.581
0.07165,25.65,0,84.1,2,19.1,188,14.27,20.3,6.004,0.581
0.09299,25.65,0,92.9,2,19.1,188,17.93,20.5,5.961,0.581
0.15037999999999999,25.65,0,97.0,2,19.1,188,25.41,17.3,5.856,0.581
0.09849,25.65,0,95.8,2,19.1,188,17.58,18.8,5.879,0.581
0.38735,25.65,0,95.6,2,19.1,188,27.26,15.7,5.6129999999999995,0.581
0.25915,21.89,0,96.0,4,21.2,437,17.19,16.2,5.693,0.624
0.32543,21.89,0,98.8,4,21.2,437,15.39,18.0,6.431,0.624
1.19294,21.89,0,97.7,4,21.2,437,12.26,19.6,6.3260000000000005,0.624
0.32982,21.89,0,95.4,4,21.2,437,15.03,18.4,5.822,0.624
0.9761700000000001,21.89,0,98.4,4,21.2,437,17.31,15.6,5.757000000000001,0.624
0.32264,21.89,0,93.5,4,21.2,437,16.9,17.4,5.942,0.624
0.35233000000000003,21.89,0,98.4,4,21.2,437,14.59,17.1,6.454,0.624
0.2498,21.89,0,98.2,4,21.2,437,21.32,13.3,5.857,0.624
0.54452,21.89,0,97.9,4,21.2,437,18.46,17.8,6.151,0.624
1.6286399999999999,21.89,0,100.0,4,21.2,437,34.41,14.4,5.019,0.624
3.32105,19.58,1,100.0,5,14.7,403,26.82,13.4,5.403,0.871
2.37934,19.58,0,100.0,5,14.7,403,27.8,13.8,6.13,0.871
2.36862,19.58,0,95.7,5,14.7,403,29.53,14.6,4.926,0.871
2.3309900000000003,19.58,0,93.8,5,14.7,403,28.32,17.8,5.186,0.871
2.7339700000000002,19.58,0,94.9,5,14.7,403,21.45,15.4,5.597,0.871
1.6566,19.58,0,97.3,5,14.7,403,14.1,21.5,6.122000000000001,0.871
2.14918,19.58,0,98.5,5,14.7,403,15.79,19.4,5.709,0.871
1.41385,19.58,1,96.0,5,14.7,403,15.12,17.0,6.129,0.871
2.4466799999999997,19.58,0,94.0,5,14.7,403,16.14,13.1,5.272,0.871
1.34284,19.58,0,100.0,5,14.7,403,6.43,24.3,6.066,0.605
1.4250200000000002,19.58,0,100.0,5,14.7,403,7.39,23.3,6.51,0.871
1.27346,19.58,1,92.6,5,14.7,403,5.5,27.0,6.25,0.605
1.46336,19.58,0,90.8,5,14.7,403,1.73,50.0,7.489,0.605
1.51902,19.58,1,93.9,5,14.7,403,3.32,50.0,8.375,0.605
2.2423599999999997,19.58,0,91.8,5,14.7,403,11.64,22.7,5.854,0.605
2.924,19.58,0,93.0,5,14.7,403,9.81,25.0,6.101,0.605
2.01019,19.58,0,96.2,5,14.7,403,3.7,50.0,7.928999999999999,0.605
1.8002799999999999,19.58,0,79.2,5,14.7,403,12.14,23.8,5.877000000000001,0.605
2.4495299999999998,19.58,0,95.2,5,14.7,403,11.32,22.3,6.402,0.605
1.2074200000000002,19.58,0,94.6,5,14.7,403,14.43,17.4,5.875,0.605
2.3139,19.58,0,97.3,5,14.7,403,12.03,19.1,5.88,0.605
0.13914,4.05,0,88.5,5,16.6,296,14.69,23.1,5.572,0.51
0.09178,4.05,0,84.1,5,16.6,296,9.04,23.6,6.416,0.51
0.08447,4.05,0,68.7,5,16.6,296,9.64,22.6,5.859,0.51
0.06663999999999999,4.05,0,33.1,5,16.6,296,5.33,29.4,6.546,0.51
0.07022,4.05,0,47.2,5,16.6,296,10.11,23.2,6.02,0.51
0.05425,4.05,0,73.4,5,16.6,296,6.29,24.6,6.315,0.51
0.06642,4.05,0,74.4,5,16.6,296,6.92,29.9,6.86,0.51
0.0578,2.46,0,58.4,3,17.8,193,5.04,37.2,6.98,0.488
0.06588,2.46,0,83.3,3,17.8,193,7.56,39.8,7.765,0.488
0.06888,2.46,0,62.2,3,17.8,193,9.45,36.2,6.144,0.488
0.09103,2.46,0,92.2,3,17.8,193,4.82,37.9,7.155,0.488
0.10008,2.46,0,95.6,3,17.8,193,5.68,32.5,6.563,0.488
0.05602000000000001,2.46,0,53.6,3,17.8,193,4.45,50.0,7.831,0.488
0.07875,3.44,0,41.1,5,15.2,398,6.68,32.0,6.782,0.43700000000000006
0.0837,3.44,0,38.9,5,15.2,398,5.39,34.9,7.185,0.43700000000000006
0.09068,3.44,0,21.5,5,15.2,398,5.1,37.0,6.9510000000000005,0.43700000000000006
0.06911,3.44,0,30.8,5,15.2,398,4.69,30.5,6.739,0.43700000000000006
0.08664,3.44,0,26.3,5,15.2,398,2.87,36.4,7.178,0.43700000000000006
0.02187,2.93,0,9.9,1,15.6,265,5.03,31.1,6.8,0.401
0.01439,2.93,0,18.8,1,15.6,265,4.38,29.1,6.604,0.401
0.04666,1.52,0,36.6,2,12.6,329,8.61,30.3,7.107,0.40399999999999997
0.01778,1.47,0,13.9,3,17.0,402,4.45,32.9,7.135,0.40299999999999997
0.03445,2.03,0,38.4,2,14.7,348,7.43,24.1,6.162000000000001,0.415
0.0351,2.68,0,33.2,4,14.7,224,3.81,48.5,7.853,0.4161
0.02009,2.68,0,31.9,4,14.7,224,2.88,50.0,8.033999999999999,0.4161
0.13642,10.59,0,22.3,4,18.6,277,10.87,22.6,5.891,0.489
0.22969,10.59,0,52.5,4,18.6,277,10.97,24.4,6.3260000000000005,0.489
0.13587,10.59,1,59.1,4,18.6,277,14.66,24.4,6.064,0.489
0.37578,10.59,1,88.6,4,18.6,277,23.98,19.3,5.404,0.489
0.14052,10.59,0,32.3,4,18.6,277,9.38,28.1,6.375,0.489
0.28955,10.59,0,9.8,4,18.6,277,29.55,23.7,5.412000000000001,0.489
0.0456,13.89,1,56.0,5,16.4,276,13.51,23.3,5.888,0.55
0.40771,6.2,1,91.3,8,17.4,307,21.46,21.7,6.164,0.507
0.62356,6.2,1,77.7,8,17.4,307,9.93,27.5,6.879,0.507
0.6147,6.2,0,80.8,8,17.4,307,7.6,30.1,6.617999999999999,0.507
0.31533,6.2,0,78.3,8,17.4,307,4.14,44.8,8.266,0.504
0.52693,6.2,0,83.0,8,17.4,307,4.63,50.0,8.725,0.504
0.38214000000000004,6.2,0,86.5,8,17.4,307,3.13,37.6,8.04,0.504
0.41238,6.2,0,79.9,8,17.4,307,6.36,31.6,7.162999999999999,0.504
0.44178,6.2,0,21.4,8,17.4,307,3.76,31.5,6.5520000000000005,0.504
0.537,6.2,0,68.1,8,17.4,307,11.65,24.3,5.981,0.504
0.57529,6.2,0,73.3,8,17.4,307,2.47,41.7,8.337,0.507
0.33147,6.2,0,70.4,8,17.4,307,3.95,48.3,8.247,0.507
0.44791000000000003,6.2,1,66.5,8,17.4,307,8.05,29.0,6.726,0.507
0.33045,6.2,0,61.5,8,17.4,307,10.88,24.0,6.086,0.507
0.52058,6.2,1,76.5,8,17.4,307,9.54,25.1,6.631,0.507
0.11329000000000002,4.93,0,54.3,6,16.6,300,11.38,22.0,6.897,0.428
0.1029,4.93,0,52.9,6,16.6,300,11.22,22.2,6.358,0.428
0.12757000000000002,4.93,0,7.8,6,16.6,300,5.19,23.7,6.393,0.428
0.20608,5.86,0,76.5,7,19.1,330,12.5,17.6,5.593,0.431
0.33983,5.86,0,34.9,7,19.1,330,9.16,24.3,6.108,0.431
0.16439,5.86,0,49.1,7,19.1,330,9.52,24.5,6.433,0.431
0.19072999999999998,5.86,0,17.5,7,19.1,330,6.56,26.2,6.718,0.431
0.1403,5.86,0,13.0,7,19.1,330,5.9,24.4,6.487,0.431
0.21409,5.86,0,8.9,7,19.1,330,3.59,24.8,6.438,0.431
0.36894,5.86,0,8.4,7,19.1,330,3.54,42.8,8.259,0.431
0.5401100000000001,3.97,0,81.8,5,13.0,264,9.59,33.8,7.202999999999999,0.647
0.5341199999999999,3.97,0,89.4,5,13.0,264,7.26,43.1,7.52,0.647
0.5201399999999999,3.97,0,91.5,5,13.0,264,5.91,48.8,8.398,0.647
0.82526,3.97,0,94.5,5,13.0,264,11.25,31.0,7.327000000000001,0.647
0.55007,3.97,0,91.6,5,13.0,264,8.1,36.5,7.206,0.647
0.76162,3.97,0,62.8,5,13.0,264,10.45,22.8,5.56,0.647
0.7857,3.97,0,84.6,5,13.0,264,14.79,30.7,7.013999999999999,0.647
0.5405,3.97,0,52.6,5,13.0,264,3.16,43.5,7.47,0.575
0.16211,6.96,0,16.3,3,18.6,223,6.59,25.2,6.24,0.46399999999999997
0.1146,6.96,0,58.7,3,18.6,223,7.73,24.4,6.537999999999999,0.46399999999999997
0.22188000000000002,6.96,1,51.8,3,18.6,223,6.58,35.2,7.691,0.46399999999999997
0.05644,6.41,1,32.9,4,17.6,254,3.53,32.4,6.757999999999999,0.447
0.21038,3.33,0,32.2,5,14.9,216,4.85,35.1,6.812,0.4429
0.03705,3.33,0,37.2,5,14.9,216,4.59,35.4,6.968,0.4429
0.06129,3.33,1,49.7,5,14.9,216,3.01,46.0,7.645,0.4429
0.015009999999999999,1.21,1,24.8,1,13.6,198,3.16,50.0,7.922999999999999,0.401
0.009059999999999999,2.97,0,20.8,1,15.3,285,7.85,32.2,7.087999999999999,0.4
0.01096,2.25,0,31.9,1,15.3,300,8.23,22.0,6.452999999999999,0.389
0.01965,1.76,0,31.5,1,18.2,241,12.93,20.1,6.23,0.385
0.0459,5.32,0,45.6,6,16.6,293,7.6,22.3,6.315,0.405
0.035019999999999996,4.95,0,27.9,4,19.2,245,3.33,28.5,6.861000000000001,0.41100000000000003
0.03615,4.95,0,23.4,4,19.2,245,4.7,27.9,6.63,0.41100000000000003
0.08265,13.92,0,18.4,4,16.0,289,8.58,23.9,6.127000000000001,0.43700000000000006
0.053720000000000004,13.92,0,51.0,4,16.0,289,7.39,27.1,6.5489999999999995,0.43700000000000006
0.14103,13.92,0,58.0,4,16.0,289,15.84,20.3,5.79,0.43700000000000006
0.03537,6.09,0,40.4,7,16.1,329,9.5,22.0,6.59,0.433
0.09266,6.09,0,18.4,7,16.1,329,8.67,26.4,6.495,0.433
0.1,6.09,0,17.7,7,16.1,329,4.86,33.1,6.982,0.433
0.05515,2.18,0,41.1,7,18.4,222,6.93,36.1,7.236000000000001,0.47200000000000003
0.05479,2.18,0,58.1,7,18.4,222,8.93,28.4,6.6160000000000005,0.47200000000000003
0.07503,2.18,0,71.9,7,18.4,222,6.47,33.4,7.42,0.47200000000000003
0.49298000000000003,9.9,0,82.5,4,18.4,304,4.54,22.8,6.635,0.544
0.3494,9.9,0,76.7,4,18.4,304,9.97,20.3,5.972,0.544
2.63548,9.9,0,37.8,4,18.4,304,12.64,16.1,4.973,0.544
0.7904100000000001,9.9,0,52.8,4,18.4,304,5.98,22.1,6.122000000000001,0.544
0.26169000000000003,9.9,0,90.4,4,18.4,304,11.72,19.4,6.023,0.544
0.25356,9.9,0,77.7,4,18.4,304,11.5,16.2,5.705,0.544
0.31827,9.9,0,83.2,4,18.4,304,18.33,17.8,5.914,0.544
0.24522,9.9,0,71.7,4,18.4,304,15.94,19.8,5.782,0.544
0.40202,9.9,0,67.2,4,18.4,304,10.36,23.1,6.382000000000001,0.544
0.1676,7.38,0,52.3,5,19.6,287,7.2,23.8,6.426,0.493
0.34109,7.38,0,40.1,5,19.6,287,6.12,25.0,6.415,0.493
0.19186,7.38,0,14.7,5,19.6,287,5.08,24.6,6.431,0.493
0.24103000000000002,7.38,0,43.7,5,19.6,287,12.79,22.2,6.082999999999999,0.493
0.06617,3.24,0,25.8,4,16.9,430,9.97,19.3,5.867999999999999,0.46
0.045439999999999994,3.24,0,32.2,4,16.9,430,9.09,19.8,6.144,0.46
0.05083,5.19,0,38.1,5,20.2,224,5.68,22.2,6.316,0.515
0.037380000000000004,5.19,0,38.5,5,20.2,224,6.75,20.7,6.31,0.515
0.03427,5.19,0,46.3,5,20.2,224,9.8,19.5,5.869,0.515
0.03306,5.19,0,37.3,5,20.2,224,8.51,20.6,6.059,0.515
0.054970000000000005,5.19,0,45.4,5,20.2,224,9.74,19.0,5.985,0.515
0.06151,5.19,0,58.5,5,20.2,224,9.29,18.7,5.968,0.515
0.013009999999999999,1.52,0,49.3,1,15.5,284,5.49,32.7,7.2410000000000005,0.442
0.024980000000000002,1.89,0,59.7,1,15.9,422,8.65,16.5,6.54,0.518
0.02543,3.78,0,56.4,5,17.6,370,7.18,23.9,6.696000000000001,0.484
0.030489999999999996,3.78,0,28.1,5,17.6,370,4.61,31.2,6.874,0.484
0.0187,4.15,0,27.7,4,17.9,351,6.36,23.1,6.516,0.429
0.015009999999999999,2.01,0,29.7,4,17.0,280,5.99,24.5,6.635,0.435
0.02899,1.25,0,34.5,1,19.7,335,5.89,26.6,6.939,0.429
0.07244,1.69,0,18.5,4,18.3,411,7.79,18.6,5.8839999999999995,0.41100000000000003
8.98296,18.1,1,97.4,24,20.2,666,17.6,17.8,6.212000000000001,0.77
3.8497,18.1,1,91.0,24,20.2,666,13.27,21.7,6.395,0.77
5.20177,18.1,1,83.4,24,20.2,666,11.48,22.7,6.127000000000001,0.77
4.26131,18.1,0,81.3,24,20.2,666,12.67,22.6,6.112,0.77
4.541919999999999,18.1,0,88.0,24,20.2,666,7.79,25.0,6.398,0.77
3.6782199999999996,18.1,0,96.2,24,20.2,666,10.19,20.8,5.362,0.77
4.55587,18.1,0,87.9,24,20.2,666,7.12,27.5,3.5610000000000004,0.718
3.69695,18.1,0,91.4,24,20.2,666,14.0,21.9,4.963,0.718
13.5222,18.1,0,100.0,24,20.2,666,13.33,23.1,3.863,0.631
4.898219999999999,18.1,0,100.0,24,20.2,666,3.26,50.0,4.97,0.631
6.53876,18.1,1,97.5,24,20.2,666,2.96,50.0,7.016,0.631
9.2323,18.1,0,100.0,24,20.2,666,9.53,50.0,6.216,0.631
8.26725,18.1,1,89.6,24,20.2,666,8.88,50.0,5.875,0.6679999999999999
11.1081,18.1,0,100.0,24,20.2,666,34.77,13.8,4.906000000000001,0.6679999999999999
18.4982,18.1,0,100.0,24,20.2,666,37.97,13.8,4.138,0.6679999999999999
15.288,18.1,0,93.3,24,20.2,666,23.24,13.9,6.649,0.6709999999999999
9.82349,18.1,0,98.8,24,20.2,666,21.24,13.3,6.794,0.6709999999999999
9.18702,18.1,0,100.0,24,20.2,666,23.6,11.3,5.5360000000000005,0.7
7.9924800000000005,18.1,0,100.0,24,20.2,666,24.56,12.3,5.52,0.7
20.0849,18.1,0,91.2,24,20.2,666,30.63,8.8,4.368,0.7
24.3938,18.1,0,100.0,24,20.2,666,28.28,10.5,4.652,0.7
22.5971,18.1,0,89.5,24,20.2,666,31.99,7.4,5.0,0.7
8.15174,18.1,0,98.9,24,20.2,666,20.85,11.5,5.39,0.7
5.29305,18.1,0,82.5,24,20.2,666,18.76,23.2,6.051,0.7
11.5779,18.1,0,97.0,24,20.2,666,25.68,9.7,5.0360000000000005,0.7
13.3598,18.1,0,94.7,24,20.2,666,16.35,12.7,5.8870000000000005,0.693
5.87205,18.1,0,96.0,24,20.2,666,19.37,12.5,6.405,0.693
38.3518,18.1,0,100.0,24,20.2,666,30.59,5.0,5.452999999999999,0.693
25.0461,18.1,0,100.0,24,20.2,666,26.77,5.6,5.987,0.693
14.2362,18.1,0,100.0,24,20.2,666,20.32,7.2,6.343,0.693
24.8017,18.1,0,96.0,24,20.2,666,19.77,8.3,5.349,0.693
11.9511,18.1,0,100.0,24,20.2,666,12.13,27.9,5.608,0.659
7.40389,18.1,0,97.9,24,20.2,666,26.4,17.2,5.617000000000001,0.597
28.6558,18.1,0,100.0,24,20.2,666,20.08,16.3,5.155,0.597
45.7461,18.1,0,100.0,24,20.2,666,36.98,7.0,4.519,0.693
18.0846,18.1,0,100.0,24,20.2,666,29.05,7.2,6.434,0.679
25.9406,18.1,0,89.1,24,20.2,666,26.64,10.4,5.303999999999999,0.679
73.5341,18.1,0,100.0,24,20.2,666,20.62,8.8,5.957000000000001,0.679
11.8123,18.1,0,76.5,24,20.2,666,22.74,8.4,6.824,0.718
8.792119999999999,18.1,0,70.6,24,20.2,666,17.16,11.7,5.565,0.584
15.8603,18.1,0,95.4,24,20.2,666,24.39,8.3,5.896,0.679
37.6619,18.1,0,78.7,24,20.2,666,14.52,10.9,6.202000000000001,0.679
7.36711,18.1,0,78.1,24,20.2,666,21.52,11.0,6.193,0.679
9.33889,18.1,0,95.6,24,20.2,666,24.08,9.5,6.38,0.679
10.0623,18.1,0,94.3,24,20.2,666,19.69,14.1,6.832999999999999,0.584
6.44405,18.1,0,74.8,24,20.2,666,12.03,16.1,6.425,0.584
5.5810699999999995,18.1,0,87.9,24,20.2,666,16.22,14.3,6.436,0.713
13.9134,18.1,0,95.0,24,20.2,666,15.17,11.7,6.207999999999999,0.713
15.1772,18.1,0,100.0,24,20.2,666,26.45,8.7,6.152,0.74
9.39063,18.1,0,93.9,24,20.2,666,22.88,12.8,5.627000000000001,0.74
22.0511,18.1,0,92.4,24,20.2,666,22.11,10.5,5.818,0.74
9.72418,18.1,0,97.2,24,20.2,666,19.52,17.1,6.406000000000001,0.74
5.66637,18.1,0,100.0,24,20.2,666,16.59,18.4,6.218999999999999,0.74
9.96654,18.1,0,100.0,24,20.2,666,18.85,15.4,6.485,0.74
12.8023,18.1,0,96.6,24,20.2,666,23.79,10.8,5.854,0.74
10.6718,18.1,0,94.8,24,20.2,666,23.98,11.8,6.459,0.74
9.92485,18.1,0,96.6,24,20.2,666,16.44,12.6,6.251,0.74
9.329089999999999,18.1,0,98.7,24,20.2,666,18.13,14.1,6.185,0.713
5.44114,18.1,0,98.2,24,20.2,666,17.73,15.2,6.655,0.713
5.09017,18.1,0,91.8,24,20.2,666,17.27,16.1,6.297000000000001,0.713
8.24809,18.1,0,99.3,24,20.2,666,16.74,17.8,7.393,0.713
4.75237,18.1,0,86.5,24,20.2,666,18.13,14.1,6.525,0.713
8.20058,18.1,0,80.3,24,20.2,666,16.94,13.5,5.936,0.713
7.75223,18.1,0,83.7,24,20.2,666,16.23,14.9,6.301,0.713
6.80117,18.1,0,84.4,24,20.2,666,14.7,20.0,6.081,0.713
4.812130000000001,18.1,0,90.0,24,20.2,666,16.42,16.4,6.7010000000000005,0.713
3.69311,18.1,0,88.4,24,20.2,666,14.65,17.7,6.376,0.713
6.65492,18.1,0,83.0,24,20.2,666,13.99,19.5,6.317,0.713
5.82115,18.1,0,89.9,24,20.2,666,10.29,20.2,6.513,0.713
7.83932,18.1,0,65.4,24,20.2,666,13.22,21.4,6.209,0.655
3.1636,18.1,0,48.2,24,20.2,666,14.13,19.9,5.7589999999999995,0.655
3.7749800000000002,18.1,0,84.7,24,20.2,666,17.15,19.0,5.952000000000001,0.655
4.422280000000001,18.1,0,94.5,24,20.2,666,21.32,19.1,6.002999999999999,0.584
15.5757,18.1,0,71.0,24,20.2,666,18.13,19.1,5.926,0.58
13.0751,18.1,0,56.7,24,20.2,666,14.76,20.1,5.712999999999999,0.58
4.03841,18.1,0,90.7,24,20.2,666,12.87,19.6,6.229,0.532
3.56868,18.1,0,75.0,24,20.2,666,14.36,23.2,6.437,0.58
8.05579,18.1,0,95.4,24,20.2,666,18.14,13.8,5.4270000000000005,0.584
4.87141,18.1,0,93.6,24,20.2,666,18.68,16.7,6.484,0.614
15.0234,18.1,0,97.3,24,20.2,666,24.91,12.0,5.303999999999999,0.614
10.232999999999999,18.1,0,96.7,24,20.2,666,18.03,14.6,6.185,0.614
14.3337,18.1,0,88.0,24,20.2,666,13.11,21.4,6.229,0.614
5.8240099999999995,18.1,0,64.7,24,20.2,666,10.74,23.0,6.242000000000001,0.532
5.7081800000000005,18.1,0,74.9,24,20.2,666,7.74,23.7,6.75,0.532
2.81838,18.1,0,40.3,24,20.2,666,10.42,21.8,5.7620000000000005,0.532
2.37857,18.1,0,41.9,24,20.2,666,13.34,20.6,5.871,0.583
5.69175,18.1,0,79.8,24,20.2,666,14.98,19.1,6.114,0.583
4.8356699999999995,18.1,0,53.2,24,20.2,666,11.45,20.6,5.905,0.583
0.15086,27.74,0,92.7,4,20.1,711,18.06,15.2,5.454,0.609
0.20745999999999998,27.74,0,98.0,4,20.1,711,29.68,8.1,5.093,0.609
0.10574000000000001,27.74,0,98.8,4,20.1,711,18.07,13.6,5.983,0.609
0.11132,27.74,0,83.5,4,20.1,711,13.35,20.1,5.983,0.609
0.17331,9.69,0,54.0,6,19.2,391,12.01,21.8,5.707000000000001,0.585
0.26838,9.69,0,70.6,6,19.2,391,14.1,18.3,5.794,0.585
0.17783,9.69,0,73.5,6,19.2,391,15.1,17.5,5.569,0.585
0.06262999999999999,11.93,0,69.1,1,21.0,273,9.67,22.4,6.593,0.573
0.04527,11.93,0,76.7,1,21.0,273,9.08,20.6,6.12,0.573
