tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z
0.34696848,0.069408647,-0.20082552,0.082133212,-0.24323522,0.21592953
0.30383319,0.1036482,-0.24533103,-0.036936103,-0.057546422,-0.052175402
-0.36120533,-0.26812111,0.17689637,-0.23782482,0.0013208185999999998,-0.09854436400000001
-0.27706634,-0.68409659,0.34665772,-0.22981397,-0.08413979199999999,0.12658478
0.2574765,-0.41386534,0.017374188,0.049928814,-0.11530276,0.19568759
0.27683965,-0.02714766,-0.1231748,0.16127991,-0.13043859,0.21213106
0.26865095,0.016430154,-0.10372571,0.08657205300000001,-0.10767743,0.15907433
0.28526329,-0.008888811,-0.10374518,0.018982197,-0.08894044400000001,0.11034306
0.28347732,-0.0075244581999999996,-0.10928717,-0.022319625,-0.07379188099999999,0.081217964
0.27302712,-0.010196756999999999,-0.11115339,-0.033496634,-0.06870624,0.076413374
0.28202157,-0.037696218,-0.1348973,-0.47972952,0.08203403299999999,0.25644309
0.25584075,-0.06455002900000001,-0.09518633900000001,0.09409148099999999,-0.30915291,0.086441165
0.25486723,0.0038147234000000005,-0.12365809,0.21120057,-0.27290542,0.10198601
0.34337048,-0.014446221,-0.16737697,0.09608173800000001,-0.16339425,0.025859464
0.27623973,-0.029638413,-0.14261631,0.0087423875,0.011660578000000001,0.0041745148
0.25546822,0.021219063,-0.048949430999999995,-0.0425566,0.09761779599999999,0.084655454
0.32113983,0.0015817951,-0.043553705,-0.037246509,-0.09767645800000001,0.13248328
0.2346659,-0.049547719000000004,-0.11175723,-0.016108606,-0.2247527,0.14882964
0.31263404,-0.026367749,-0.13095121,-0.23928593,0.07822997799999999,0.043137262
0.2769154,-0.03548621,-0.08056917599999999,-0.07073884700000001,-0.11881544,0.14989071
0.20530739,-0.0085082782,-0.11964696,0.01278096,-0.29505011,0.18375478
0.30699599,-0.01378698,-0.18016197,-0.019691717,-0.16320524,0.09952854300000001
0.28151325,-0.040800897999999995,-0.13467496,-0.049202380999999996,0.08851479300000001,0.019604124
0.30388542,0.0027680377000000003,-0.038613087000000004,-0.017927118,0.10532781,0.079664131
0.3541929,-0.012560935,-0.058680943,-0.011481705,-0.15332276,0.11270213
0.22229785,-0.018659683,-0.11718642,0.012997123000000001,-0.22759154,0.14288578
0.21448125,0.0099387454,-0.123073,0.01465161,-0.19063654,0.10359785
0.32731657,-0.022255821000000002,-0.1491439,-0.045532379000000005,-0.14600639,0.0068022451
0.3490591,-0.022003784,-0.15005217,-0.068353497,0.023946895,-0.013789421999999999
0.26468173,-0.0085919266,-0.10297373,-0.065824483,0.10470954,0.095624123
0.28431748,-0.027205815,-0.21230304,0.19160162,-0.075822649,-0.022387581
0.22172674,-0.02437697,-0.075076407,0.021483425,0.06445141900000001,0.07278229
0.29097148,-0.027810417999999996,-0.042982545,-0.036618173999999996,-0.08904651400000001,0.15968851
0.26108077,-0.015635621000000002,-0.10258842,-0.0329982,-0.16724048,0.17633661
0.25242505,0.006277345500000001,-0.12518006,-0.045132438,-0.26226896,0.055677772
0.35878664,-0.016954505,-0.15477656,-0.06647062299999999,0.0056453695,-0.028907552000000003
0.256935,-0.010577401,-0.10544192,-0.047514722,0.14463725,0.061859023
0.29855414,0.0007944556900000001,-0.040695674,-0.05995921,0.025881487,0.11552275
0.30804575,-0.023300458,-0.07970154,-0.017010965,-0.13213207,0.1188107
0.20356167,-0.03050523,-0.13709513,0.03677459,-0.23541628,0.16695628
0.28056095,-0.011424653,-0.15619795,0.0017780167000000001,-0.17489594,0.081217617
0.33216933,-0.034585828,-0.15926922,-0.033457017,-0.049285129000000004,-0.031259712
0.28703017,-0.02723993,-0.11750002,-0.081372446,0.056962195,0.044170007000000004
0.30159413,-0.044653002000000004,-0.081513949,-0.63128487,0.33886407,0.066264688
0.24608919,-0.016175423,-0.11188336,-0.36644443,0.072161271,0.17718001
0.29272439,-0.0021398385,-0.14034852,-0.19936311,-0.09575427199999999,0.088090716
0.33156003,-0.0074950152,-0.13173868,-0.09803129699999999,0.039626295,0.013021973999999999
0.20201055,-0.0090379452,-0.079095855,0.017470253,0.051533555,0.10776403
0.30363491,-0.014656768999999998,-0.042613832000000004,0.048135448,-0.08263788400000001,0.12433628
0.35919361,-0.018079718,-0.07234686,-0.007093554100000001,-0.16017231,0.10751787
0.22442754,-0.031464353,-0.12726298,0.00021413602999999999,-0.25772091,0.096286575
0.23995826,-0.009710719599999999,-0.12197022,-0.021356349,-0.12546798,0.11342712
0.28972747,0.01534272,-0.11667518,-0.07294428900000001,-0.1150635,0.10113866
0.30830537,-0.019882845,-0.16044667,-0.047035984,-0.14936546,-0.016636794
0.32746543,-0.03566696,-0.18182373,0.0080967756,0.018427911,0.028834655
0.23841102,-0.023196388999999998,-0.11255181,-0.028180497000000002,0.13438208,0.13797617
0.1801943,-0.017796846,-0.039347036,-0.04397522,-0.0014179976,0.075731794
0.35845532,0.017975385,-0.084159118,-0.032727859,-0.11106165,0.13546298
0.30171512,-0.0070493914000000005,-0.093681451,-0.07342378599999999,-0.081083025,0.1117395
0.28155172,-0.016110289,-0.14009252,-0.47705274,0.18064775,0.093745681
0.27395574,-0.022899292,-0.12725614,-0.44452444,0.16884428,0.074028573
0.29995717,0.014082123,-0.082310404,0.07630766900000001,-0.13980936,0.062390004000000006
0.26537379,-0.017156211,-0.13877347,-0.1756098,-0.024263867999999997,0.08926469
0.27763311,-0.03726758,-0.10002093,0.00062389575,-0.096132919,0.054364145
0.26688016,-0.0023073023,-0.063727153,0.44757285,-0.3071686,0.1179795
0.21070047,-0.005968762,-0.1095915,0.29464233,-0.20698692,0.12148223
0.28521305,-0.020202459,-0.011024206000000002,-0.4128569,0.18260599,0.15337268
0.4699458,-0.033624109,-0.1412542,-0.33018992,0.13785593,0.2027245
0.23528441,-0.014570467,-0.20841776,-0.56199203,0.35448413,0.1750142
0.1669136,-0.03373288,-0.13334869,-0.17313155,0.07956793,0.00039648885000000004
0.44562097,-0.011902709,-0.15116909,0.057309942999999995,-0.1102438,0.07507024400000001
0.23179921,-0.0075220252,-0.055801013,-0.19246022,-0.09491296800000001,0.10758844
0.28134949,-0.0007098311999999999,-0.0086999005,0.20963739,-0.3379882,-0.010062426
0.36248249,-0.0035526939000000003,-0.18104462,0.40228819,-0.33877395,0.17943812
0.43503687,-0.0065917495,-0.082909932,-0.47010943,0.21770042,0.1241266
0.35119884,0.021866728,-0.1494262,-0.43794263,0.16512486,0.28136405
0.13046118,-0.05499692,-0.13178649,-0.58858545,0.47215649,0.058035958
0.31277629,-0.050409373,-0.043028643,-0.1507958,0.16618259,-0.076448284
0.42595606,0.02456,-0.15095947,-0.08948861300000001,-0.042483479000000005,0.14984331
0.26749864,-0.018319479,-0.16901282,-0.14428611,-0.048495712,0.11499993
0.15439416,0.0016045166,-0.010548618999999999,0.35451923,-0.47527096,0.07042623099999999
0.20535149,-0.0038073578,-0.032628831000000004,0.38217505,-0.40470526,0.1169666
0.18360372,-0.076558729,-0.0469561,0.22105528,-0.26354507,0.034448107
0.27918273,-0.036965677,-0.13360426,0.09154956300000001,-0.18404312,0.046616661
0.30116241,-0.0017592965,-0.10683037,0.40149417,-0.50093651,-0.1189745
0.29341097,-0.018714518,-0.066159078,0.24186906,-0.27412717,0.0045285318
0.2303099,0.0021737117000000003,-0.043103130999999996,-0.11832106,0.04126577,0.17315412
0.15851651,0.0042561453999999995,-0.018779208999999998,0.10683702,-0.25461783,0.13459276
0.21524532,-0.032628002,-0.11896558,-0.11332253,-0.067416287,0.18475287
0.27147742,-0.030746091,-0.15623238,-0.41215344,0.20241838,0.15120201
0.14085877,-0.06826172900000001,-0.07211572299999999,0.21415459,-0.27289173,0.027375306000000002
0.23145946,-0.013340312,-0.09236798199999999,0.15742021,-0.19015615,0.046324812
0.29569289,-0.017291,-0.099927816,0.39382596,-0.4252805,-0.061594545
0.34408292,-0.019665158999999998,-0.14195199,0.12339394,-0.20900097,0.024990325
0.33299252,-0.030312276000000003,-0.11360054,-0.019548448,-0.15851495,0.060704564
0.31672153,-0.023908255,-0.1107584,0.093609178,-0.31586058,0.061595964
0.27425493,-0.028953751,-0.15558324,-0.28687201,0.076320917,0.20333775
0.26034404,-0.03367069,-0.12730182,-0.4025515,0.18892068,0.1662548
0.27771111,-0.0089315038,-0.081181352,-0.22799482,0.0052525233,0.11036783
0.22622757,-0.053718943,-0.11252061,0.48294142,-0.41166989,-0.01324102
0.25960382,-0.018097161,-0.11447381,0.30268927,-0.24248123,0.0070514413
0.34402821,-0.035875128,-0.094238465,0.49956189,-0.52978635,-0.065623597
0.37052032,-0.008881052,-0.15190137,0.17696499,-0.39705887,0.017452574
0.2732136,-0.012546631,-0.12786494,-0.21520647,-0.043170455,0.1066202
0.23124563,-0.007222504300000001,-0.034995546,0.11349632,-0.31093809,0.10279815
0.25025528,0.0077234474,-0.058462756,-0.08060062900000001,-0.11626861,0.16502799
0.23033751,-0.021806697000000003,-0.11877561,-0.39986007,0.1817015,0.15714125
0.22969556,-0.05216571,-0.11179085,-0.25001026,0.07612211,0.09035918800000001
0.26076161,-0.035370696,-0.13730782,0.013439875,0.12156109,-0.027125267
0.28981703,-0.010751748,-0.11994169,-0.00053768309,-0.010643507,0.1045955
0.28451133,-0.008544813100000001,-0.089976474,-0.011316831999999999,-0.088783765,0.13865277
0.2852744,-0.0045132061,-0.1137861,-0.029180775,-0.10761505,0.13545851
0.27239664,-0.023659196,-0.11324183,-0.029931459,-0.10367303,0.12857404
0.26580577,-0.032762393,-0.11731189,-0.026779299,-0.10071188,0.10280977
0.278426,-0.017091943999999998,-0.12529627,-0.031458098999999996,-0.07574317900000001,0.07846984900000001
0.27942505,-0.014947411,-0.1101951,-0.027819318,-0.064802568,0.078640375
0.27526076,-0.016105674,-0.10343073,-0.025749623,-0.070344538,0.081329804
0.27687455,-0.018606634,-0.112972,-0.029202661,-0.07479683599999999,0.083112785
0.2792417,-0.017290161999999998,-0.11394039,-0.028440887,-0.075622698,0.085770111
0.27884783,-0.01531619,-0.10701234,-0.022946911,-0.076987696,0.09041117800000001
0.27368218,-0.019975668000000002,-0.10754792,-0.022863406,-0.07923852099999999,0.092130752
0.27394901,-0.021795448999999998,-0.11743596,-0.031516696000000004,-0.065245001,0.08940743300000001
0.32236308,0.034225504,-0.05735073,0.0071049337,0.10181467,-0.16572603
0.2745262,-0.025134082000000002,-0.12251223,-0.022929687,0.028515016,-0.029851392999999997
0.27380646,-0.019735938,-0.11988703,-0.027482697,-0.031886085,0.055023090999999996
0.27664268,-0.016755348,-0.09938142300000001,-0.02312738,-0.07314996,0.097147234
0.27436388,-0.023361777,-0.11033551,-0.027499562999999998,-0.08677768,0.10513918
0.27475366,-0.020102285,-0.12120311,-0.030558566000000002,-0.085104635,0.095523762
0.27872042,-0.014508176000000001,-0.11530914,-0.028047338999999998,-0.08041151,0.090702529
0.27938002,-0.01543831,-0.11126972,-0.029289652000000003,-0.074863103,0.088732757
0.27734354,-0.01565033,-0.10844766,-0.027789526000000002,-0.071153551,0.0819091
0.27796276,-0.015040946000000001,-0.10639918,-0.025176512,-0.072778487,0.08460013599999999
0.27997806,-0.015505193,-0.10621291,-0.025780567,-0.075742948,0.090833772
0.27970111,-0.015808416000000002,-0.10892197,-0.02940213,-0.073564369,0.09074424699999999
0.26297624,-0.00028737053,-0.17609097,-0.063500034,-0.29911474,0.44712758
0.29811757,-0.035646628,-0.11592994,-0.053310892,-0.19212162,0.32948689
0.27727452,-0.011693149,-0.10258892,-0.039966067,-0.11750315,0.19616188
0.27866687,-0.017999433999999998,-0.11006327,-0.031042305,-0.08023545,0.11816636
0.27873199,-0.018106346000000002,-0.10781649,-0.027484417,-0.063240222,0.07913912599999999
0.27559191,-0.013962573999999998,-0.10788811,-0.026319791000000002,-0.062779925,0.07066760700000001
0.27832678,-0.01757272,-0.10987181,-0.026161958,-0.068547757,0.074707356
0.27839415,-0.018437222,-0.1116638,-0.026588991,-0.070409115,0.076399232
0.27750957,-0.016333594,-0.10989482,-0.026988029,-0.07328795,0.083984655
0.27798405,-0.017867041,-0.10694863,-0.028085727999999997,-0.073749293,0.08641331599999999
0.27564442,-0.015470231000000001,-0.10820759,-0.028246728999999998,-0.074553856,0.08651802199999999
0.39365355,-0.023633221,-0.12592376,0.076950625,-0.11839756,0.60210452
0.31932383,-0.024865202000000003,-0.099798821,0.02922033,-0.09832496,0.29576086
0.27903686,-0.016669681999999998,-0.10935435,-0.0098671423,-0.080393097,0.12236908
0.2816654,-0.017570073999999998,-0.11073427,-0.028953565,-0.079070138,0.051641053
0.27714164,-0.01806797,-0.11041766,-0.034132905,-0.07010993900000001,0.043769165
0.27890115,-0.017814424,-0.10698796,-0.033728883,-0.076218051,0.05467348
0.27972834,-0.01600381,-0.1073364,-0.03101367,-0.073677781,0.07000648799999999
0.27603949,-0.017357172,-0.10897656,-0.02881738,-0.069163222,0.083508318
0.27831632,-0.018048727,-0.10840311,-0.027804399,-0.073385188,0.086569695
0.27575263,-0.016788627,-0.10562315,-0.027660365,-0.072072284,0.08731816699999999
0.27885089,-0.016544181,-0.10901088,-0.027990931,-0.076381787,0.08566893199999999
0.28202074,-0.017589649,-0.10793379,-0.027377177000000003,-0.071766256,0.08841283
0.31076307,0.018053586,-0.20554844,-0.21394515,-0.036600481000000004,-0.58789003
0.2645391,-0.019722322,-0.071903067,-0.14580153,-0.015359388,-0.32435662
0.26963511,-0.0089314391,-0.089394709,-0.081045586,-0.036008736,-0.082335366
0.27259354,-0.0057626503,-0.10852663,-0.039440462999999995,-0.06340681599999999,0.070231419
0.27682826,-0.016123296999999998,-0.11023355,-0.022151998,-0.071044046,0.12285287
0.2761599,-0.01332633,-0.10596005,-0.019081845,-0.076757394,0.11586555
0.27575308,-0.010254163,-0.10953993,-0.0205397,-0.07794798,0.1130666
0.27790646,-0.017143471,-0.10985922,-0.024449949,-0.07344062900000001,0.10276506
0.27554943,-0.014115158999999999,-0.10899857,-0.027151362000000002,-0.076315013,0.089227055
0.27778196,-0.015873588,-0.11050438,-0.028113631,-0.07502548099999999,0.090115956
0.27725766,-0.014249297,-0.11220537,-0.02814736,-0.073128683,0.082213124
0.27426151,-0.012264695,-0.10949351,-0.030056097,-0.090108786,0.085033085
-0.06623887099999999,0.07922905,-1.0,0.072403251,0.13835198,0.45338693
-0.083287063,0.010297707,-0.51608391,-0.11308188,0.11271912,0.3234831
0.2591151,-0.017985103,-0.12024506,-0.14832746,0.005663764,0.21880248
0.29230775,-0.00692865,-0.029339182000000002,-0.1288836,-0.04469618,0.16001907
0.32588645,0.00081689933,0.016658077,-0.053692246,-0.073374127,0.096810837
0.30005315,-0.018087248,-0.10818389,-0.017388406000000002,-0.088039484,0.068896777
0.28809417,-0.022759306,-0.13505802,-0.0094085362,-0.087686673,0.068361908
0.27676588,-0.018060289,-0.12013176,-0.020558174,-0.082166273,0.06545188
0.24389788,-0.027628987,-0.18227212,0.024587586,-0.070614491,0.037393774
0.18047854,-0.042535659,-0.28056106,0.0020427908,-0.074395011,0.051178275
0.20896421,-0.022742569,-0.16644945,-0.072931964,-0.081659445,0.11781819
0.25012584,-0.02268563,-0.06479965900000001,0.071330724,-0.14158932,-0.021050841
0.27324282,0.0060649186,-0.088320786,0.0061546979000000005,-0.14587245,0.079327727
0.34625374,-0.018934595,-0.071284752,-0.04402663,-0.10808338,0.10481221
0.32599307,-0.016638474,-0.05512912,-0.028154052000000002,-0.043470227,0.11678696
0.27052,-0.016289773,-0.10293667,-0.022272037999999997,-0.11709357,0.13596415
0.22667958,-0.036078862999999996,-0.13872566,-0.023459396,-0.17957896,0.096285358
0.23948442,-0.017132916,-0.12317001,-0.010326119,-0.15672456,0.08640124699999999
0.29542323,0.0030962138,-0.12756327,-0.042152772000000005,-0.05920718,0.11151374
0.28051914,-0.018843872,-0.21913175,-0.21036356,0.040227089,0.10325835
0.34708066,-0.037003662,-0.1313715,-0.12127726,-0.069103186,0.0029328041
0.28375642,-0.025635447000000002,-0.12219085,-0.068520347,0.080196269,0.06825803
0.23285893,0.0060932862,-0.10962065,-0.02369593,0.096891991,0.14986995
0.27194632,0.0038772773,-0.05368852599999999,-0.009949499300000001,-0.074885227,0.081641942
0.34859482,-0.0092913878,-0.048420160999999996,-0.011655603999999998,-0.052724862000000004,0.075794181
0.32551283,-0.030425049,-0.090442602,-0.010580197,-0.1137944,0.12579473
0.21453672,-0.032810366,-0.1237505,0.017050311999999998,-0.26358088,0.08992659800000001
0.22009445,-0.021543101000000002,-0.15073743,0.0030973537,-0.16231035,0.10426874
0.28384717,-0.0030528987,-0.12795043,-0.026175397000000003,-0.080356916,0.12767999
0.27305549,-0.018221127,-0.12811291,-0.0597439,-0.15242763,0.071282169
0.29286452,-0.040265291,-0.15077284,-0.066002378,-0.047683618,0.0099665078
0.28562929,-0.033009184,-0.12127097,-0.032286361,0.12660646,0.044687469
0.15618659,-0.049614593,-0.11290104,0.20816929,-0.22175659,-0.11722652
0.29644415,0.014086002,-0.010259465,0.1869896,-0.23198018,-0.017862015
0.39824941,0.027317684,-0.062956416,-0.06696131599999999,-0.032490902,0.15928855
0.32858963,-0.023303338,-0.08183560599999999,-0.088403582,-0.019028991999999998,0.16443774
0.24003888,-0.017441822,-0.085922906,-0.057240534,-0.14645675,0.14077205
0.2784596,-0.023397895,-0.13045484,-0.022777556,-0.17461923,0.13916795
0.26682128,-0.018607495,-0.1298046,-0.0079771498,-0.060947767,0.14124758
0.28656754,0.020619282,-0.092535898,-0.0080385071,-0.08830048800000001,0.072180521
0.30583985,-0.0021923253,-0.12497137,-0.02516353,-0.12737711,0.023869069
0.31035963,-0.054635143,-0.13912115,-0.042218212000000005,-0.067107165,0.035950325
0.28772456,-0.038921811,-0.12101893,-0.031907167,0.06545662299999999,0.04997571
0.22003494,-0.0078731854,-0.10586088,-0.050368302999999996,0.04157643,0.083407045
0.23398475,0.0077570244,-0.08751368699999999,-0.058399757999999996,-0.071953235,0.10182645
0.24898582,-0.053664698,-0.25543912,-0.40601216,0.11702239,0.10304556
0.22251789,-0.015582132,-0.10349692,-0.20686847,-0.056944373,0.12193561
0.22247974,-0.0062025184,-0.079425955,-0.040190761,-0.10873117,0.08532185699999999
0.28111697,0.0073702798,-0.12225809,0.015361358,-0.12885304,0.12548109
0.28618516,0.00078622212,-0.14347148,0.023923467,-0.11050095,0.12865695
0.29672786,-0.007955928900000001,-0.12024131,0.030686923999999997,-0.090590294,0.06411277900000001
0.29668098,-0.04271512,-0.10477623,-0.040168591000000003,-0.092500876,0.0064980470999999995
0.27330795,-0.042960517000000004,-0.11741912,-0.054455817000000004,0.03801709,0.02344781
0.23887121,0.0076402593000000005,-0.1059361,-0.031238127,0.037355536,0.10676001
0.2408087,-0.00050888361,-0.09561795099999999,-0.042523233,-0.11328689,0.10842175
0.36562924,-0.020382593,-0.08932645300000001,-0.036236642,-0.017254519,0.09214081
0.33117237,-0.028691115,-0.10839138,-0.03249903,-0.030553043,0.085168538
0.1902231,-0.038897051,-0.09869604,-0.042837965,-0.16639856,0.11449027
0.23003885,-0.022024777000000002,-0.097875785,-0.0097548571,-0.13098166,0.10616476
0.3444907,0.021733463999999997,-0.20394047,-0.13749259,-0.13210064,0.099219275
0.20714979,-0.0034351025,-0.14330782,-0.0002655404,-0.09869958599999999,0.15992107
0.1686636,0.052146924000000004,-0.082792774,0.14737128,-0.25287716,-0.0049501629
0.41024452,-0.0079768275,-0.1694751,-0.21708245,0.09143904300000001,0.12243648
0.41043867,-0.064726783,-0.12377204,-0.083597853,-0.11021506,0.032880722
0.26097364,0.0051912105,-0.14623831,0.34767328,-0.52519534,0.0051358564
0.19239073,0.015226187,-0.16339996,0.26808762,-0.3090865,0.1964551
0.16085356,-0.067771871,-0.048164595,0.44192637,-0.4460487,-0.10462039
0.19737448,-0.023080695,-0.10202009,0.26995258,-0.33381619,-0.085099144
0.28930934,-0.039572283,-0.12029202,0.43722346,-0.53590844,-0.13945386
0.30968525,-0.026232277000000002,-0.062244884,0.36180946,-0.44305455,-0.05393769
0.24748304,0.00056547901,-0.07518192,-0.13619159,0.031428311,0.10526635
0.24404031,-0.030303589,-0.11363494,0.052140334,-0.15954511,0.077085803
0.29942617,-0.010201837,-0.11816594,-0.035479022,-0.107681,0.13294461
0.27386865,-0.011459277,-0.1538041,-0.44406093,0.29417835,0.24684904
0.27278629,-0.034461224,-0.12698147,-0.31617853,0.18081368,0.18314516
0.21800676,-0.074887013,-0.052703157,0.36766959,-0.37064364,-0.11196525
0.26760132,-0.032814137,-0.1130729,0.19143492,-0.29276777,-0.03901699
0.20297773,0.0074192704000000005,-0.09300039,0.49771439,-0.56813009,-0.14293452
0.29261951,-0.013621795,-0.092397696,0.34588816,-0.43504738,-0.046696757
0.25244236,-0.015507321000000001,-0.070093738,-0.19186157,0.08985622300000001,0.07551977900000001
0.18944069,-0.0027834941999999997,-0.065808412,0.06748406,-0.18420497,0.08519977
0.25745284,-0.04335044,-0.11694851,-0.060430818,-0.07820275900000001,0.21333186
0.2795809,-0.029329513999999998,-0.13687861,-0.41733009,0.31554673,0.21316743
0.28068106,-0.0047294571,-0.12071994,-0.29487254,0.15204132,0.15534923
0.17993953,-0.06017359,-0.017653749,0.35029703,-0.44201433,-0.05685534
0.22588802,-0.021954576,-0.1080066,0.20178468,-0.3137897,-0.026106049
0.26439312,0.0091204488,-0.10478296,0.48072293,-0.67498106,-0.11458206
0.28541537,0.016833852,-0.10688354,0.27293524,-0.4159858,0.012574274
0.23826921,0.00012396818,-0.093751617,-0.19361788,0.15668429,0.12812349
0.18359029,-0.020857894,-0.052463899,0.11324979,-0.18502227,0.029693981
0.21462352,-0.026791078,-0.10251064,-0.035431311,-0.058556653,0.1521427
