id,movie_id,imdb_id,actor_id,name,character_name
18504,20106,tt0098350 ,54279,Trevor Laird,
19262,2985,tt0093010 ,28527,Lois Smith,
19268,2985,tt0093010 ,3831,Fred Gwynne,
19270,2985,tt0093010 ,60943,Meg Mundy,
20234,9781,tt0084784 ,34879,Paul Sorvino,
20368,21629,tt1596753 ,19489,Danny DeVito,
20374,21629,tt1596753 ,29777,Judd Apatow,
20384,23066,tt1240899 ,101501,Martin Sheen,
20385,23066,tt1240899 ,117663,Lúcio Mauro Filho,
20414,25252,tt0079094 ,6197,Jorge Luke,
20418,25696,tt2505294 ,101501,Martin Sheen,
21479,1702,tt0120241 ,105373,Jay Della,
22761,15124,tt0240732 ,72727,D. David Morin,
22762,15124,tt0240732 ,10541,Brad Heller,
22763,15124,tt0240732 ,82413,Julie Link,
22764,15124,tt0240732 ,78160,Mike Wilson,
22766,15124,tt0240732 ,19876,Greg Davis Jr.,
24169,44526,tt5116560 ,49577,Jim Cummings,
24170,44526,tt5116560 ,59941,Kitty Barshay,
24829,21274,tt0082861 ,61772,Anthony Hopkins,
24917,37325,tt0061181 ,97465,Patricia Healey,
25048,5912,tt0106833 ,44426,Tate Donovan,
25080,9252,tt0244353 ,116319,Anjelica Huston,
25081,9252,tt0244353 ,108321,Julianna Margulies,
25390,9877,tt0096409 ,75461,Blanca Guerra,
25585,27281,tt0860870 ,123547,Ed Harris,
25586,27281,tt0860870 ,16384,Brad Dourif,
25956,41632,tt2327519 ,50409,Joanna Gleason,
25957,41632,tt2327519 ,14081,Michael Cerveris,
25958,41632,tt2327519 ,98527,Matt Cavenaugh,
25959,41632,tt2327519 ,78818,Laura Benanti,
25960,41632,tt2327519 ,657,Jenn Colella,
25961,41632,tt2327519 ,24858,Victoria Clark,
25964,41632,tt2327519 ,113663,Nathan Gunn,
26803,37759,tt2507238 ,27052,Haley Joel Osment,
26810,37759,tt2507238 ,120730,Casey Wilson,
26947,12252,tt0425236 ,56132,Kate Conner,
27050,36320,tt0430420 ,68289,Matthew Modine,
27051,36320,tt0430420 ,38324,Forest Whitaker,
27052,36320,tt0430420 ,71223,Juliette Binoche,
27054,36320,tt0430420 ,121855,Abel Ferrara,
27106,43492,tt1264115 ,6932,Larry Bagby,
27364,29743,tt1806910 ,19250,Walter L. Shaw,
27673,33416,tt0475302 ,98739,Gregg Henry,
27674,33416,tt0475302 ,9117,Mimi Kuzyk,
27876,9914,tt0072245 ,107533,Joonee Gamboa,
27918,27404,tt0099311 ,43969,Paul Dooley,
27923,27404,tt0099311 ,115948,Michael Greene,
28047,13105,tt0899137 ,117533,Ellen Albertini Dow,
28050,13105,tt0899137 ,62002,Catherine Garedakis,
28115,26735,tt0367245 ,66310,Erika Christensen,
28665,6695,tt0083906 ,26479,Corin Redgrave,
28670,6695,tt0083906 ,55391,Helena Kallianiotes,
28730,455,tt0109890 ,57017,Richard Farnsworth,
28991,14635,tt0068698 ,90712,Ed Lauter,
28998,14635,tt0068698 ,20315,Jack Colvin,
30354,6486,tt0093840 ,46962,Lizzy McInnerny,
30447,41297,tt3737280 ,88266,Steve Coogan,
31046,14995,tt0113718 ,24583,Lena Olin,
31047,14995,tt0113718 ,78343,Pascal Duquenne,
31048,14995,tt0113718 ,42421,Bruno Ganz,
31093,27690,tt0168856 ,37617,Morten Kern Nielsen,
32117,40448,tt0118621 ,44334,Tim Roth,
32120,40448,tt0118621 ,88174,Mili Avital,
32121,40448,tt0118621 ,76288,Mickey Rooney,
32460,14699,tt0974613 ,98742,Abigail Canton,
32588,40261,tt1202160 ,63930,Miguel Nájera,
32591,40261,tt1202160 ,2688,Gerry Adams,
32902,3208,tt0156841 ,84058,Illeana Douglas,
32908,3208,tt0156841 ,84051,Lynn Redgrave,
33392,2395,tt0120618 ,71659,Omar Epps,
33780,25198,tt2404171 ,68169,Bruce Willis,
33781,25198,tt2404171 ,39138,Julianne Moore,
33783,25198,tt2404171 ,84747,James Caan,
33784,25198,tt2404171 ,35892,Lily Tomlin,
33785,25198,tt2404171 ,25914,Keith Carradine,
33786,25198,tt2404171 ,87253,Elliott Gould,
33789,25198,tt2404171 ,23951,Paul Thomas Anderson,
33791,26094,tt1833708 ,73486,Brad Pitt,
33792,26094,tt1833708 ,105078,George Clooney,
33830,36160,tt2259306 ,68169,Bruce Willis,
33831,36160,tt2259306 ,92405,Morgan Freeman,
33833,36160,tt2259306 ,9476,B.B. King,
33834,36160,tt2259306 ,47723,Eric Clapton,
33835,36160,tt2259306 ,51159,Bono,
33836,36160,tt2259306 ,101129,Bonnie Raitt,
33964,44579,tt3920572 ,34242,Cybill Shepherd,
33965,44579,tt3920572 ,97843,Colleen Camp,
33966,44579,tt3920572 ,41233,Ben Gazzara,
33967,44579,tt3920572 ,43662,Peter Bogdanovich,
33968,44579,tt3920572 ,81155,Noah Baumbach,
34140,20102,tt0179841 ,71585,Valeria Golino,
34142,20102,tt0179841 ,92777,Marie Gillain,
34204,31524,tt1509743 ,71585,Valeria Golino,
34208,31524,tt1509743 ,22513,Gianluca Belardi,
34209,31524,tt1509743 ,102221,Paolo Giovannucci,
34210,31524,tt1509743 ,38150,Gea Martire,
34211,31524,tt1509743 ,40731,Sergio Meogrossi,
34213,31524,tt1509743 ,40465,Alfio Sorbello,
34260,40553,tt4898888 ,71585,Valeria Golino,
34264,40553,tt4898888 ,58712,Elisabetta Mirra,
34267,40553,tt4898888 ,115149,Rosaria Di Ciocco,
34531,27606,tt0086292 ,43106,Jim Carrey,
34541,41655,tt1020876 ,43106,Jim Carrey,
34543,43012,tt0085733 ,48361,Ann-Marie MacDonald,
34544,43012,tt0085733 ,60838,Helene Udy,
34626,9275,tt0266425 ,76141,Tom Hiddleston,
34700,25254,tt2089750 ,110716,Ben Wilby,
34853,9774,tt0106464 ,2850,Danny Glover,
35264,22262,tt0116056 ,32671,Joss Ackland,
36882,5338,tt0089798 ,36431,Anne De Salvo,
36886,5338,tt0089798 ,64469,Mathew Reed,
37557,21627,tt0379158 ,13006,Ben Kingsley,
37559,21627,tt0379158 ,77901,Robert Clary,
37561,21627,tt0379158 ,9406,Michael Berenbaum,
37562,21627,tt0379158 ,16403,Dan Curtis,
37564,21627,tt0379158 ,11580,Stanley Frazen,
37565,21627,tt0379158 ,116333,Sidney Lumet,
38563,2611,tt0162830 ,92992,Jon Gries,
38564,2611,tt0162830 ,103161,Lesley Ann Warren,
38565,2611,tt0162830 ,29378,Patrick Bauchau,
39087,40501,tt2531318 ,12905,Eddie Izzard,
39088,40501,tt2531318 ,44369,John Lennon,
39091,40501,tt2531318 ,15812,Ringo Starr,
39092,40501,tt2531318 ,106292,Elvis Costello,
40304,7299,tt0160184 ,18391,Sean Patrick Flanery,
40308,7299,tt0160184 ,29994,Dina Meyer,
40310,7299,tt0160184 ,51493,Robert Patrick,
40312,7299,tt0160184 ,122224,Kris Kristofferson,
40612,5189,tt0262911 ,39138,Julianne Moore,
40615,5189,tt0262911 ,116556,Billy Crudup,
41077,12904,tt0218505 ,14706,Alec Baldwin,
41083,12904,tt0218505 ,31007,Tom Skerritt,
41146,9674,tt0390336 ,18391,Sean Patrick Flanery,
41149,9674,tt0390336 ,51838,John Goodman,
41150,9674,tt0390336 ,9000,Vincent D'Onofrio,
41153,9674,tt0390336 ,22902,Norman Reedus,
41154,9674,tt0390336 ,2964,David Della Rocco,
41155,9674,tt0390336 ,14185,Troy Duffy,
41237,27344,tt0282695 ,18391,Sean Patrick Flanery,
41238,27344,tt0282695 ,62490,Lou Diamond Phillips,
41498,13433,tt1014801 ,45789,Matt Salinger,
41501,13433,tt1014801 ,101492,Antoni Corone,
41503,13433,tt1014801 ,66773,Mark Elliot Wilson,
41990,18567,tt1855401 ,81928,Tim Heidecker,
41991,18567,tt1855401 ,2052,Eric Wareheim,
42055,29432,tt0083197 ,22510,Allan F. Nicholls,
42068,33343,tt0075744 ,37540,Jeff Goldblum,
42069,33343,tt0075744 ,764,Lindsay Crouse,
42071,33343,tt0075744 ,71698,Bruno Kirby,
42072,33343,tt0075744 ,62984,Joe Morton,
42077,33343,tt0075744 ,66741,Gwen Welles,
42138,24821,tt1436372 ,31385,Brandon Smith,
42140,24821,tt1436372 ,49123,Kiely Williams,
42143,24821,tt1436372 ,7953,Shawn-Caulin Young,
42147,24821,tt1436372 ,27364,Juliette Hing-Lee,
42268,7771,tt0092752 ,93282,Ken Sansom,
42269,7771,tt0092752 ,20440,Philip L. Clarke,
42412,793,tt0112568 ,60877,Missy Crider,
42413,793,tt0112568 ,84747,James Caan,
42414,793,tt0112568 ,61146,Duane Davis,
42416,793,tt0112568 ,86522,Lee Nashold,
42417,793,tt0112568 ,107047,Kevin Michael Richardson,
42418,793,tt0112568 ,87253,Elliott Gould,
42961,8958,tt0100762 ,87196,Vittorio Amandola,
43656,22243,tt2095568 ,77974,Neil Maskell,
43745,21967,tt1854551 ,9885,Richard Lewis,
43748,21967,tt1854551 ,102750,Kitty Bruce,
44137,24870,tt1798243 ,100401,William H. Macy,
44413,27482,tt0239797 ,26949,Daren C. Evans,
44785,12810,tt0422783 ,53405,Ron Livingston,
45296,788,tt0115493 ,72062,Charlton Heston,
45537,24629,tt0150176 ,111076,Ryan Reynolds,
45564,37821,tt2831414 ,20973,Rita Wilson,
45565,37821,tt2831414 ,12094,Meryl Streep,
45566,37821,tt2831414 ,80956,Tom Hanks,
45568,37821,tt2831414 ,112592,Reese Witherspoon,
45569,37821,tt2831414 ,68689,Mike Nichols,
45570,37821,tt2831414 ,80250,Steven Spielberg,
45571,37821,tt2831414 ,42996,Lena Dunham,
45572,37821,tt2831414 ,114982,Nora Ephron,
45788,35105,tt1321862 ,68005,Jessica DiCicco,
46052,40966,tt1655461 ,98070,Matt Walsh,
46575,27901,tt0142634 ,33278,Janeane Garofalo,
46576,27901,tt0142634 ,23680,Margaret Cho,
46577,27901,tt0142634 ,115295,Michael Lerner,
46578,27901,tt0142634 ,90712,Ed Lauter,
46579,27901,tt0142634 ,22853,Mike Myers,
46583,27901,tt0142634 ,75090,Wayne Rogers,
47544,15832,tt0098533 ,69418,Paul Rhys,
47935,23369,tt0780548 ,122676,Bryce Hodgson,
47976,29093,tt2548208 ,96532,Michael Eklund,
48036,32242,tt1047474 ,123908,Ron Perlman,
48129,36759,tt0095729 ,44326,Daniel Emilfork,
48130,36759,tt0095729 ,22634,Michael Lonsdale,
48131,36759,tt0095729 ,7955,Emmanuelle Riva,
48132,36759,tt0095729 ,56029,Gustaw Holoubek,
48133,36759,tt0095729 ,101031,Jerzy Bończak,
48135,36759,tt0095729 ,85547,Andrzej Kopiczyński,
48138,36759,tt0095729 ,54270,Gabriela Kownacka,
48208,22533,tt0084540 ,2642,Jean-Claude Dreyfus,
48209,22533,tt0084540 ,19051,Michel Piccoli,
48210,22533,tt0084540 ,35101,Andréa Ferréol,
48211,22533,tt0084540 ,109396,Bruno Cremer,
48212,22533,tt0084540 ,113582,Marie-France Pisier,
48235,28638,tt0073845 ,2642,Jean-Claude Dreyfus,
48237,28638,tt0073845 ,62853,José Calvo,
48238,28638,tt0073845 ,94588,Renato Rossini,
48239,28638,tt0073845 ,71873,Karin Schubert,
48243,28638,tt0073845 ,86232,José Luis Chinchilla,
48244,28638,tt0073845 ,114694,Luciana Turina,
48288,35766,tt0078356 ,120145,Christopher Mitchum,
48337,19383,tt0064674 ,44921,Rufus,
48342,19383,tt0064674 ,33553,Rita Maiden,
48348,22741,tt0478548 ,1647,Bernard Haller,
48351,22741,tt0478548 ,52690,Jules Sitruk,
48352,22741,tt0478548 ,69490,Damien Jouillerot,
48354,22741,tt0478548 ,139,Pierre Derenne,
48355,24615,tt0094002 ,44921,Rufus,
48436,1724,tt0118851 ,41419,Josie Ho,
48443,2857,tt0093206 ,69742,Chunhua Zhai,
48444,2857,tt0093206 ,43304,Jia Zhao-Ji,
48459,8947,tt0099902 ,33899,Xingli Niu,
48460,8947,tt0099902 ,96927,Zhijun Cong,
48465,8947,tt0099902 ,79070,Jia Jin,
48466,8947,tt0099902 ,96820,Yang Qianbin,
48530,23593,tt3125472 ,71649,Guo Tao,
48531,23593,tt3125472 ,20526,Liu Peiqi,
48533,23593,tt3125472 ,121728,Bai Qing Xin,
48534,23593,tt3125472 ,84772,Yan Ni,
48535,23593,tt3125472 ,115544,Zhang Jiayi,
48536,23593,tt3125472 ,57764,Zhang Huiwen,
48537,23593,tt3125472 ,115815,Ding Jiali,
48538,23593,tt3125472 ,22706,Chen Xiaoyi,
48545,34616,tt0343663 ,38591,Luisa Ranieri,
48560,5351,tt0303243 ,1659,Gong Jinghua,
48584,5878,tt0287934 ,66046,Zhang Hanyu,
49038,26789,tt0081344 ,60920,Marisa Berenson,
49039,26789,tt0081344 ,1148,Maud Adams,
49382,4473,tt0097478 ,69042,Steve Buscemi,
49566,18685,tt0118930 ,9588,Constantin Nitchoff,
50151,35062,tt0272183 ,52679,Jason Alexander,
50153,35062,tt0272183 ,88696,Stevie Vallance,
50154,35062,tt0272183 ,107849,Andrea Libman,
51285,34805,tt3394758 ,3470,Sean Mahon,
51291,34805,tt3394758 ,53252,Kathy Rose O'Brien,
51479,23727,tt2310792 ,108340,Mark Leonard Winter,
51803,19646,tt0455581 ,82685,James Cromwell,
52331,32703,tt4180576 ,38109,Aled Llyr Thomas,
52667,28517,tt1185393 ,64205,Janet McTeer,
52669,28517,tt1185393 ,35823,Colin Morgan,
52679,32717,tt0097487 ,72649,Caroline Langrishe,
53064,11036,tt0352426 ,47992,Carl Marotte,
53439,9395,tt0342150 ,77366,Harry Dean Stanton,
53440,9395,tt0342150 ,51159,Bono,
53441,9395,tt0342150 ,66064,Barbet Schroeder,
53442,9395,tt0342150 ,57585,Charles Bukowski,
53443,9395,tt0342150 ,110745,Linda Bukowski,
53444,9395,tt0342150 ,24003,Pam Miller,
53467,12243,tt0775438 ,53636,Benicio del Toro,
53470,12243,tt0775438 ,28832,John Cusack,
53471,12243,tt0775438 ,77366,Harry Dean Stanton,
53472,12243,tt0775438 ,10238,Bill Murray,
53474,12243,tt0775438 ,79119,Hunter S. Thompson,
53871,43332,tt4015630 ,43913,R. Lee Ermey,
53875,43332,tt4015630 ,78637,Christiane Kubrick,
53876,43332,tt4015630 ,80250,Steven Spielberg,
54029,4915,tt0080756 ,118280,Laura Dern,
54032,4915,tt0080756 ,50080,Robert Romanus,
54057,8193,tt0380609 ,36725,Paul Rudd,
54107,14101,tt0808232 ,112414,Domhnall Gleeson,
54342,38619,tt0079806 ,104399,Olympia Dukakis,
54344,38619,tt0079806 ,80959,Trini Alvarado,
54345,38619,tt0079806 ,43969,Paul Dooley,
54362,9268,tt0257850 ,69042,Steve Buscemi,
54365,9268,tt0257850 ,121633,Camryn Manheim,
54369,9268,tt0257850 ,8553,Michael Emerson,
55026,23428,tt0251072 ,89214,Philip Bosco,
55031,23428,tt0251072 ,113347,Lou Gilbert,
55035,23428,tt0251072 ,43901,Earl Hedin,
55044,27522,tt0091820 ,41844,Debra Mooney,
55421,14016,tt0806165 ,31302,Akiko Monô,
55422,14016,tt0806165 ,26728,Yûya Ogawa,
55507,5377,tt0283288 ,36725,Paul Rudd,
55739,45173,tt5574372 ,27251,Mike Judge,
55743,45173,tt5574372 ,77825,Reid Scott,
56276,36371,tt4441422 ,428,Bruno Acalinas,
56278,36371,tt4441422 ,49768,Jamie Lee,
56434,43034,tt1619856 ,94866,Naomi Watts,
56441,43034,tt1619856 ,119306,Laura Harring,
56442,43034,tt1619856 ,22342,Angelo Badalamenti,
56519,5738,tt0295238 ,1884,Seth Gilliam,
56521,5738,tt0295238 ,60129,Patti D'Arbanville,
56993,39432,tt0372866 ,51501,Tim Hodge,
56994,39432,tt0372866 ,47057,Dave Murray,
56997,39854,tt0065944 ,112599,Harry Belafonte,
56998,39854,tt0065944 ,65553,Ruby Dee,
56999,39854,tt0065944 ,61083,Paul Newman,
57000,39854,tt0065944 ,93428,Clarence Williams III,
57001,39854,tt0065944 ,72062,Charlton Heston,
57002,39854,tt0065944 ,35468,Burt Lancaster,
57003,39854,tt0065944 ,99935,Sidney Poitier,
57004,39854,tt0065944 ,41233,Ben Gazzara,
57219,38767,tt3783746 ,43473,Charles S. Dutton,
57556,9302,tt0283469 ,40809,Matt Besser,
57618,30142,tt1468721 ,40860,Jasna Fritzi Bauer,
57642,43598,tt1227538 ,54496,Ian Roberts,
57646,43598,tt1227538 ,98070,Matt Walsh,
57647,43598,tt1227538 ,40809,Matt Besser,
59206,40952,tt0090178 ,88308,Eileen Atkins,
59207,40952,tt0090178 ,88084,Trevor Peacock,
59208,40952,tt0090178 ,84549,Anna Calder-Marshall,
59287,35007,tt0272018 ,86549,Frankie Faison,
59288,35007,tt0272018 ,56664,Taylor Negron,
59374,1034,tt0116714 ,87253,Elliott Gould,
59397,1633,tt0117167 ,121125,Keith David,
59401,1633,tt0117167 ,45822,Georgia Ragsdale,
59403,1633,tt0117167 ,108028,Omewenne,
59438,3993,tt0093215 ,106881,Ben Stiller,
59677,31820,tt2546764 ,102884,Catalina Soto-Aguilar Kind,
59680,35278,tt1986161 ,121125,Keith David,
59681,35278,tt1986161 ,57045,Vanessa Bell Calloway,
59682,35278,tt1986161 ,66146,Obba Babatundé,
60556,40519,tt4146132 ,69406,Danny Flaherty,
61150,20955,tt0212742 ,108254,Polly Walker,
61153,20955,tt0212742 ,115717,Ronn Sarosiak,
61937,26880,tt0096156 ,17994,Talisa Soto,
61938,26880,tt0096156 ,107885,Maria Pitillo,
61942,26880,tt0096156 ,31416,Anne DeSalvo,
62807,22688,tt0119244 ,84058,Illeana Douglas,
62808,22688,tt0119244 ,112867,Olivia d'Abo,
62810,22688,tt0119244 ,20438,Stephen Rea,
62812,22688,tt0119244 ,51493,Robert Patrick,
62813,22688,tt0119244 ,22056,Dave Foley,
62814,22688,tt0119244 ,9154,John Ritter,
62816,22688,tt0119244 ,53072,Ricky Jay,
62817,23070,tt1212451 ,84058,Illeana Douglas,
62822,23070,tt1212451 ,7472,Anna Adams,
62823,23070,tt1212451 ,11573,Dominic Arellano,
62868,112,tt0115645 ,28450,Daniel von Bargen,
63345,39617,tt5278462 ,83463,Bruce Benderson,
63346,39617,tt5278462 ,3143,Panio Gianopoulos,
63347,39617,tt5278462 ,13105,Ira Silverberg,
63348,39617,tt5278462 ,111582,Savannah Knoop,
63827,22313,tt0104101 ,27062,Brian Dennehy,
63828,22313,tt0104101 ,41437,Ron Lea,
63829,22313,tt0104101 ,51019,David Huband,
63830,22313,tt0104101 ,101880,Tony Rosato,
64662,180,tt0113851 ,89641,Jon Bon Jovi,
65007,9588,tt0100606 ,78324,Luz Minerva Rodríguez,
65605,1806,tt0120321 ,25451,Irene Bedard,
66058,2465,tt0119665 ,54077,Emily Watson,
66266,106,tt0117110 ,102206,Dave Goelz,
66279,2183,tt0120823 ,69042,Steve Buscemi,
66280,2183,tt0120823 ,7800,Alfred Molina,
66286,2183,tt0120823 ,76176,Elizabeth Bracco,
66497,1109,tt0112759 ,82715,Hugh Dillon,
66536,24177,tt0138353 ,100512,Sherilyn Fenn,
67074,10571,tt0426615 ,11176,Emmanuelle Chriqui,
67420,45340,tt1771636 ,8047,Michael Rispoli,
67421,45340,tt1771636 ,93016,Caroline Dhavernas,
67422,45340,tt1771636 ,59190,Steven Pasquale,
67423,45340,tt1771636 ,120591,Michael Arden,
67548,51,tt0109950 ,6074,Daniel McVicar,
67549,51,tt0109950 ,97791,Lydie Denier,
67552,51,tt0109950 ,54290,Robert Miano,
67668,19314,tt0312450 ,108845,Mike Norris,
67670,19314,tt0312450 ,51321,Grant James,
67671,19314,tt0312450 ,3409,Carey Scott,
67673,19314,tt0312450 ,116994,Scotty Veale,
67674,19314,tt0312450 ,55281,Scarlett McAlister,
68073,5215,tt0278823 ,45014,Isaac Mizrahi,
68241,4610,tt0233699 ,11892,Griffin Dunne,
68245,4610,tt0233699 ,6229,Laura Kirk,
68246,4610,tt0233699 ,5209,Nat DeWolf,
68897,30778,tt0057274 ,25330,Carlo Montini,
68992,15548,tt0395424 ,115977,Chloë Sevigny,
69219,36926,tt0109820 ,55658,Michael Rapaport,
69225,36926,tt0109820 ,35337,Merle Kennedy,
69234,39957,tt4060962 ,55658,Michael Rapaport,
69268,612,tt0116165 ,60547,Paul Hewitt,
69271,612,tt0116165 ,118806,Gene Ross,
69560,25941,tt0781332 ,9687,Darío Grandinetti,
69561,25941,tt0781332 ,79267,Violeta Pérez,
69569,31372,tt0112674 ,108451,Claudio Bisio,
69570,31372,tt0112674 ,20318,Gigio Alberti,
69572,31372,tt0112674 ,60207,Monica Bellucci,
69599,39720,tt3341620 ,86189,Dino Abbrescia,
69601,39720,tt3341620 ,11230,Barbara Tabita,
69603,39720,tt3341620 ,122193,Mingo De Pasquale,
69624,10881,tt0429727 ,17793,Nanni Moretti,
69691,29567,tt0093650 ,35764,Michele Placido,
69692,29567,tt0093650 ,101878,Mariangela Melato,
69693,29567,tt0093650 ,9129,John Steiner,
69694,29567,tt0093650 ,75926,Roberto Herlitzka,
69695,29567,tt0093650 ,11360,Arnaldo Ninchi,
69696,29567,tt0093650 ,16947,Massimo Wertmüller,
69768,40726,tt2580658 ,119518,Vito Signorile,
70552,28235,tt0118177 ,98190,Ken Wahl,
70554,28235,tt0118177 ,110081,John Kapelos,
70556,28235,tt0118177 ,2189,Debrah Farentino,
70557,28235,tt0118177 ,112331,Keith Coulouris,
70670,3558,tt0082252 ,3740,Claude Bessy,
70675,3558,tt0082252 ,80509,Circle Jerks,
70676,3558,tt0082252 ,38821,Philo Cramer,
70677,3558,tt0082252 ,14214,Darby Crash,
70759,43198,tt0092137 ,98968,Rodney Bingenheimer,
70760,43198,tt0092137 ,30195,Ray Manzarek,
70958,35223,tt5199588 ,69001,Kelly Slater,
70961,35223,tt5199588 ,1175,Ivan Florence,
70962,35223,tt5199588 ,68128,John John Florence,
71004,5480,tt0272730 ,51195,Jo Champa,
71007,5480,tt0272730 ,123813,Neil Patrick Harris,
71160,8993,tt0103135 ,16195,Givi Tokhadze,
71454,31922,tt3243464 ,84182,Zak Hudson,
71455,31922,tt3243464 ,2598,Anthony Bravo,
71457,31922,tt3243464 ,35420,Michelle Campbell,
71458,31922,tt3243464 ,39137,Will Brandt,
71474,35162,tt0097913 ,113335,Aldo Giuffrè,
71475,35162,tt0097913 ,101878,Mariangela Melato,
71476,35162,tt0097913 ,18354,Sergio Rubini,
71479,35162,tt0097913 ,40330,Alvaro Vitali,
71480,35162,tt0097913 ,24049,Galeazzo Benti,
71481,35162,tt0097913 ,113458,Nino Frassica,
71543,44389,tt3298820 ,113045,Brendon Small,
72247,1608,tt0116592 ,39271,Claire Danes,
72248,1608,tt0116592 ,94031,Jude Law,
