GUID,ProgramID,ConcertID,EventType,Location,Venue,Date,Time
62f5b925-87a8-4ecf-8bd4-cf862077a6a5,4122,0,Subscription Season,"Manhattan, NY",Niblo's Garden,1859-03-26T05:00:00+00:00,8:00PM
63a431ab-1cca-45db-80c4-8c29a49ba4c3,1083,0,Subscription Season,"Manhattan, NY",Niblo's Garden,1859-04-30T05:00:00+00:00,8:00PM
ff5e347a-a254-4e5b-a04f-441875458ab3,3007,0,Subscription Season,"Manhattan, NY",Academy of Music,1859-11-19T05:00:00+00:00,8:00PM
ec847d29-db5d-4bd3-92cb-d560d7370405,3679,0,Subscription Season,"Manhattan, NY",Academy of Music,1860-01-07T05:00:00+00:00,8:00PM
faeee769-d615-4ee3-af97-004bef8e6db0,663,0,Subscription Season,"Manhattan, NY",Academy of Music,1860-02-11T05:00:00+00:00,8:00PM
322f2e07-97d8-43d9-b705-fd588b80d602,5011,0,Subscription Season,"Manhattan, NY",Academy of Music,1860-03-24T05:00:00+00:00,8:00PM
5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d,2014,0,Subscription Season,"Manhattan, NY",Academy of Music,1860-04-28T05:00:00+00:00,8:00PM
2f8e4986-ef77-460d-89c7-18e7b35ab7f2,3879,0,Subscription Season,"Manhattan, NY",Academy of Music,1860-11-10T05:00:00+00:00,8:00PM
6fd29d7c-6cb2-41b3-bc82-852c04741f38,858,0,Subscription Season,"Manhattan, NY",Academy of Music,1860-12-22T05:00:00+00:00,8:00PM
6249f95a-5bee-4b30-9540-acde73ea7be1,1541,0,Subscription Season,"Manhattan, NY",Academy of Music,1861-02-02T05:00:00+00:00,8:00PM
3026b3d7-8f0e-45d5-86d4-83ae74dece21,5937,0,Subscription Season,"Manhattan, NY",Academy of Music,1861-03-16T05:00:00+00:00,8:00PM
8950dbb3-d5e1-41a5-b73a-fc3fa6917003,2887,0,Subscription Season,"Manhattan, NY",Academy of Music,1861-04-20T05:00:00+00:00,8:00PM
71e19d65-bc71-4c93-b5af-b47e5353ff43,11479,0,Special,"Manhattan, NY",Academy of Music,1861-05-25T05:00:00+00:00,7:30PM
e69f02fd-6224-4577-9f36-8ccc40250472,4794,0,Subscription Season,"Manhattan, NY",Irving Hall,1861-11-09T05:00:00+00:00,8:00PM
fb5aa145-34ff-4b6f-aa12-0388ebbb8a45,1738,0,Subscription Season,"Manhattan, NY",Irving Hall,1861-12-21T05:00:00+00:00,8:00PM
5b8f94a1-d763-4e43-97df-2dc253ddd652,2457,0,Subscription Season,"Manhattan, NY",Irving Hall,1862-02-01T05:00:00+00:00,
7b23a0d5-d7f5-49f9-afac-e3440d96c507,6795,0,Subscription Season,"Manhattan, NY",Irving Hall,1862-03-15T05:00:00+00:00,8:00PM
b8eeb164-20fc-4985-9fd3-50e4cc9efc09,3788,0,Subscription Season,"Manhattan, NY",Irving Hall,1862-04-26T05:00:00+00:00,8:00PM
0d97fa31-e999-4600-b11f-4583f81ce927,2737,0,Subscription Season,"Manhattan, NY",Irving Hall,1862-11-08T05:00:00+00:00,8:00PM
b0538ce7-da8a-45d7-85a0-087db44324eb,7100,0,Subscription Season,"Manhattan, NY",Irving Hall,1862-12-20T05:00:00+00:00,8:00PM
91209be0-6445-4770-9b37-426ffcf204dc,3446,0,Subscription Season,"Manhattan, NY",Irving Hall,1863-01-31T05:00:00+00:00,8:00PM
6ec671b0-5959-4f10-8bef-de76ca2c84a3,4783,0,Subscription Season,"Manhattan, NY",Irving Hall,1863-03-14T05:00:00+00:00,8:00PM
a8b5d9d3-8f69-4b01-9174-2be8f7b415f8,1726,0,Subscription Season,"Manhattan, NY",Irving Hall,1863-04-25T05:00:00+00:00,8:00PM
14467843-41c9-4d30-bd6c-1da1350e0774,3648,0,Subscription Season,"Manhattan, NY",Academy of Music,1863-11-07T05:00:00+00:00,8:00PM
8f5ab818-8d68-4fac-a163-83e6e669c461,618,0,Subscription Season,"Manhattan, NY",Academy of Music,1863-12-19T05:00:00+00:00,8:00PM
50c805da-9079-467f-b525-89a6ec3bd47e,4331,0,Subscription Season,"Manhattan, NY",Academy of Music,1864-01-30T05:00:00+00:00,8:00PM
4664a8fe-dbf8-43e7-b7f7-ca9cc65393b7,5659,0,Subscription Season,"Manhattan, NY",Academy of Music,1864-03-12T05:00:00+00:00,8:00PM
40275a2f-556c-4ab6-b889-1b61b05276db,4442,0,Subscription Season,"Manhattan, NY",Academy of Music,1864-04-02T05:00:00+00:00,8:00PM
c06bbb41-4673-4da8-af35-0ec5bd5febf4,2625,0,Subscription Season,"Manhattan, NY",Academy of Music,1864-04-23T05:00:00+00:00,8:00PM
4d127a22-18fb-45e3-9726-8d0450098844,4537,0,Subscription Season,"Manhattan, NY",Academy of Music,1864-11-05T05:00:00+00:00,8:00PM
d02b4b8e-da31-47d7-93c1-4310442ea032,1487,0,Subscription Season,"Manhattan, NY",Academy of Music,1864-12-17T05:00:00+00:00,8:00PM
0b22f0cc-2cf9-4d92-976e-69813702305a,5230,0,Subscription Season,"Manhattan, NY",Academy of Music,1865-01-28T05:00:00+00:00,8:00PM
fed3581c-e76d-4cb0-90da-09da19c6d2d7,6560,0,Subscription Season,"Manhattan, NY",Academy of Music,1865-03-11T05:00:00+00:00,8:00PM
d14d8ba8-2d3f-49b1-ba61-4507a078a0a8,3526,0,Subscription Season,"Manhattan, NY",Academy of Music,1865-04-29T05:00:00+00:00,8:00PM
e4ec9f83-711c-4a5c-8aaa-0428131e00f8,5442,0,Subscription Season,"Manhattan, NY",Academy of Music,1865-11-04T05:00:00+00:00,8:00PM
66687509-824f-4d81-8020-18af844485a9,2423,0,Subscription Season,"Manhattan, NY",Academy of Music,1865-12-16T05:00:00+00:00,8:00PM
dbcb4a63-a848-4a32-a91d-764a68b48df3,6144,0,Subscription Season,"Manhattan, NY",Academy of Music,1866-01-27T05:00:00+00:00,8:00PM
b2bd190e-9b6b-4d75-b384-a0b73c3a24e5,76,0,Subscription Season,"Manhattan, NY",Academy of Music,1866-03-10T05:00:00+00:00,8:00PM
17764dfa-09bb-4606-909b-4b327c62f835,4433,0,Subscription Season,"Manhattan, NY",Academy of Music,1866-04-21T05:00:00+00:00,8:00PM
9fd3ffe9-5a62-4c60-850e-726abb3ce458,3403,0,Subscription Season,"Manhattan, NY",Steinway Hall,1866-11-17T05:00:00+00:00,8:00PM
1538c295-306b-4657-b003-d22ecda2e755,349,0,Subscription Season,"Manhattan, NY",Steinway Hall,1866-12-15T05:00:00+00:00,8:00PM
9523b5a2-274c-4d1f-b0d0-181a66b7889b,4096,0,Subscription Season,"Manhattan, NY",Steinway Hall,1867-01-26T05:00:00+00:00,8:00PM
844826c5-313d-41e9-b80a-1d84912ef3f6,5423,0,Subscription Season,"Manhattan, NY",Steinway Hall,1867-03-09T05:00:00+00:00,8:00PM
659c75f9-b7f7-4676-b7cd-da16b10cd0e5,2397,0,Subscription Season,"Manhattan, NY",Steinway Hall,1867-04-20T05:00:00+00:00,8:00PM
2e835b86-fe86-4632-88f6-276ae03dc888,6733,0,Subscription Season,"Manhattan, NY",Steinway Hall,1867-05-04T05:00:00+00:00,8:00PM
b39c1414-caae-4573-b6ed-2817dea577b3,4299,0,Subscription Season,"Manhattan, NY",Academy of Music,1867-11-16T05:00:00+00:00,8:00PM
331c0542-bbe2-4f29-a2b4-70001f0789a3,1229,0,Subscription Season,"Manhattan, NY",Academy of Music,1867-12-21T05:00:00+00:00,8:00PM
d35d085f-31f8-440e-aa75-d2ad615391b9,1965,0,Subscription Season,"Manhattan, NY",Academy of Music,1868-02-01T05:00:00+00:00,8:00PM
7e576896-295d-487b-8114-b0a32cd67745,6303,0,Subscription Season,"Manhattan, NY",Academy of Music,1868-03-07T05:00:00+00:00,8:00PM
ab085edb-a277-4733-beb0-ccf875e09591,3291,0,Subscription Season,"Manhattan, NY",Academy of Music,1868-04-18T05:00:00+00:00,8:00PM
55305dc7-2cb9-42a3-ae79-5f70fa33cd0e,5193,0,Subscription Season,"Manhattan, NY",Academy of Music,1868-11-28T05:00:00+00:00,8:00PM
bef17f6c-5128-444e-94f5-b19e74b90121,5879,0,Subscription Season,"Manhattan, NY",Academy of Music,1869-01-09T05:00:00+00:00,8:00PM
d53f1f57-7e72-49da-8872-e2737de0b9f2,2845,0,Subscription Season,"Manhattan, NY",Academy of Music,1869-02-06T05:00:00+00:00,8:00PM
8203ba7f-29cd-4d11-a6dc-057e8529770e,7193,0,Subscription Season,"Manhattan, NY",Academy of Music,1869-03-06T05:00:00+00:00,8:00PM
a6fd4391-5762-4487-a9d2-408221b144e2,4196,0,Subscription Season,"Manhattan, NY",Academy of Music,1869-04-10T05:00:00+00:00,8:00PM
a21cb936-5c34-47a2-820a-8f1761bab47a,1138,0,Subscription Season,"Manhattan, NY",Academy of Music,1869-05-08T05:00:00+00:00,8:00PM
f6ebc4fb-1450-4f44-a6d9-91a4cac803b6,6098,0,Subscription Season,"Manhattan, NY",Academy of Music,1869-11-27T05:00:00+00:00,8:00PM
7c5ab5a5-5987-439c-83ce-b3ba8e11c546,6753,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-01-08T05:00:00+00:00,8:00PM
ab7d2b59-139d-45f5-889d-d39c15a85846,3737,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-02-05T05:00:00+00:00,8:00PM
cc889f1b-4283-414b-b1b3-79f354a9c9ab,710,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-03-05T05:00:00+00:00,8:00PM
d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1,710,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-03-05T05:00:00+00:00,8:00PM
0279aea7-5bd0-4d59-b5a5-e9d297e3a376,5080,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-04-02T05:00:00+00:00,8:00PM
e747bebb-1997-416e-9293-9b00a8dcc5e1,2096,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-05-07T05:00:00+00:00,8:00PM
97dc45b3-6fa7-4ff9-9fde-37ea2744b055,6945,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-11-26T05:00:00+00:00,8:00PM
90234d27-c0dc-4dd4-b8e7-f6d236fc400c,5760,0,Subscription Season,"Manhattan, NY",Academy of Music,1870-12-17T05:00:00+00:00,8:00PM
231cf3c5-b59f-478a-a34e-13b4b8d9af6f,273,0,Subscription Season,"Manhattan, NY",Academy of Music,1871-01-07T05:00:00+00:00,8:00PM
f0de6aac-8b3b-4f1b-996e-fc9d26640722,4634,0,Subscription Season,"Manhattan, NY",Academy of Music,1871-02-04T05:00:00+00:00,8:00PM
438cefb9-e6c4-449e-bb6d-24c73917b6c4,1613,0,Subscription Season,"Manhattan, NY",Academy of Music,1871-03-04T05:00:00+00:00,8:00PM
5d9eac63-939d-45fe-b3c2-fb3e5fec16cf,6034,0,Subscription Season,"Manhattan, NY",Academy of Music,1871-04-01T05:00:00+00:00,8:00PM
34df719c-031e-4cba-8fc8-59ae38352e85,2993,0,Subscription Season,"Manhattan, NY",Academy of Music,1871-05-06T05:00:00+00:00,8:00PM
e1a393f4-f6b1-4cb2-a52b-c4c29c5579be,1901,0,Subscription Season,"Manhattan, NY",Academy of Music,1871-12-02T05:00:00+00:00,8:00PM
d39f4908-fcff-4744-8a40-c1206f1a6797,5615,0,Subscription Season,"Manhattan, NY",Academy of Music,1872-01-06T05:00:00+00:00,8:00PM
5cdde466-7e86-4c1c-9073-3ec7b70e32ec,2591,0,Subscription Season,"Manhattan, NY",Academy of Music,1872-02-03T05:00:00+00:00,8:00PM
332db88c-9487-4440-a572-6463228075c3,6927,0,Subscription Season,"Manhattan, NY",Academy of Music,1872-03-02T05:00:00+00:00,8:00PM
b59e3f09-2045-4537-b73b-38639d97c7d1,3925,0,Subscription Season,"Manhattan, NY",Academy of Music,1872-04-06T05:00:00+00:00,8:00PM
f199fb43-4a2c-4d7a-bef6-c93732ecad37,894,0,Subscription Season,"Manhattan, NY",Academy of Music,1872-05-04T05:00:00+00:00,8:00PM
7788da2d-a6aa-4b87-929e-61c82125d422,5828,0,Subscription Season,"Manhattan, NY",Academy of Music,1872-11-16T05:00:00+00:00,8:00PM
40ea16ca-48fd-4e1b-9f69-c23a60c1dc72,2804,0,Subscription Season,"Manhattan, NY",Academy of Music,1872-12-14T05:00:00+00:00,8:00PM
ca47b805-f285-4a7d-9c65-40453551f437,6521,0,Subscription Season,"Manhattan, NY",Academy of Music,1873-01-18T05:00:00+00:00,8:00PM
4b7aae57-e0c9-4dac-9e3c-945175eeebfb,3498,0,Subscription Season,"Manhattan, NY",Academy of Music,1873-02-15T05:00:00+00:00,8:00PM
153f3404-bcd6-455e-b530-89ee5bbd2f4b,437,0,Subscription Season,"Manhattan, NY",Academy of Music,1873-03-15T05:00:00+00:00,8:00PM
cebf07e4-c698-4ae5-8d02-4ce37dcef7f4,4822,0,Subscription Season,"Manhattan, NY",Academy of Music,1873-04-19T05:00:00+00:00,8:00PM
6de25be5-58a0-461b-8215-c14ecf6e7e82,6713,0,Subscription Season,"Manhattan, NY",Academy of Music,1873-11-15T05:00:00+00:00,8:00PM
76ce6efb-e04d-49a2-b89a-9f6f447fdaad,3697,0,Subscription Season,"Manhattan, NY",Academy of Music,1873-12-13T05:00:00+00:00,8:00PM
905b6e05-672b-4d7d-be02-d2161f0e61f3,16,0,Subscription Season,"Manhattan, NY",Academy of Music,1874-01-17T05:00:00+00:00,8:00PM
26a2ff8f-209c-4fd1-9455-707f43945ba7,4378,0,Subscription Season,"Manhattan, NY",Academy of Music,1874-02-14T05:00:00+00:00,8:00PM
4ac0636f-e0e1-4db4-859e-835331d62789,1328,0,Subscription Season,"Manhattan, NY",Academy of Music,1874-03-14T05:00:00+00:00,8:00PM
cce9459a-a116-46c9-b3d7-580e50fd844d,5735,0,Subscription Season,"Manhattan, NY",Academy of Music,1874-04-18T05:00:00+00:00,8:00PM
0564bbbb-2ee1-49b8-a6d9-726f7758fce3,238,0,Subscription Season,"Manhattan, NY",Academy of Music,1874-11-14T05:00:00+00:00,8:00PM
5d230d94-9350-43a9-a742-2f6bcc461d31,4603,0,Subscription Season,"Manhattan, NY",Academy of Music,1874-12-12T05:00:00+00:00,8:00PM
cedd8a4b-1175-40e2-bdbf-7541199b7dfd,907,0,Subscription Season,"Manhattan, NY",Academy of Music,1875-01-23T05:00:00+00:00,8:00PM
d168612e-7cad-445a-ad49-1f2198ce5ef1,5295,0,Subscription Season,"Manhattan, NY",Academy of Music,1875-02-20T05:00:00+00:00,8:00PM
29ccffb1-5cd9-4631-abd7-0ded16b4d309,2273,0,Subscription Season,"Manhattan, NY",Academy of Music,1875-03-20T05:00:00+00:00,8:00PM
f9f734bf-4ff3-4bbc-a795-e8d3ede9794f,6639,0,Subscription Season,"Manhattan, NY",Academy of Music,1875-04-24T05:00:00+00:00,8:00PM
d2e5cd5f-e850-47d6-84fe-16b9783ba241,5578,0,Subscription Season,"Manhattan, NY",Academy of Music,1875-11-13T05:00:00+00:00,8:00PM
d94f0718-2b1b-4b2f-882e-651ac3993b6b,2558,0,Subscription Season,"Manhattan, NY",Academy of Music,1875-12-11T05:00:00+00:00,8:00PM
3b760a4b-c470-465d-99c0-007e99d0186e,6264,0,Subscription Season,"Manhattan, NY",Academy of Music,1876-01-22T05:00:00+00:00,8:00PM
f480ace8-5f11-4da1-8b9f-27d960906f32,3240,0,Subscription Season,"Manhattan, NY",Academy of Music,1876-02-19T05:00:00+00:00,8:00PM
c3e54c92-0307-48ec-9b55-ccf6277c268b,212,0,Subscription Season,"Manhattan, NY",Academy of Music,1876-03-18T05:00:00+00:00,8:00PM
8d484025-005b-48c8-b296-f56ea4b370b9,4583,0,Subscription Season,"Manhattan, NY",Academy of Music,1876-04-22T05:00:00+00:00,8:00PM
493c2ac0-7a84-4c0f-a63a-4bccb42a5650,6488,0,Subscription Season,"Manhattan, NY",Academy of Music,1876-11-04T05:00:00+00:00,8:00PM
61924ac9-7ce6-4b8e-96fe-5d66f47edf25,11481,0,Special,"Manhattan, NY",Steinway Hall,1876-11-12T05:00:00+00:00,8:00PM
362f775f-8c64-4ff1-bcb8-29c0901cdba6,11474,0,Special,"Manhattan, NY",Steinway Hall,1876-11-14T05:00:00+00:00,8:00PM
9546593e-0cc6-4a6d-b064-0d07b0d3e793,3469,0,Subscription Season,"Manhattan, NY",Academy of Music,1876-12-09T05:00:00+00:00,8:00PM
