MSN,YYYYMM,Value,Column_Order,Description,Unit
CLEIEUS,197512,75.857,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197513,823.74,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197601,81.264,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197602,71.058,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197603,73.361,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197604,68.703,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197605,68.985,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197606,73.936,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197607,80.968,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197608,81.962,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197609,72.95,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197610,74.746,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197611,78.924,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197612,84.49,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197613,911.346,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197701,87.215,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197702,75.943,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197703,75.092,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197704,68.641,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197705,74.916,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197706,80.942,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197707,90.667,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197708,89.046,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197709,80.975,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197710,77.369,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197711,78.058,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197712,83.279,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197713,962.143,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197801,85.191,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197802,71.476,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197803,67.829,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197804,69.051,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197805,74.201,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197806,81.372,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197807,88.003,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197808,91.836,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197809,85.066,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197810,79.494,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197811,79.291,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197812,87.107,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197813,959.916,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197901,93.946,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197902,83.91,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197903,83.689,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197904,78.077,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197905,83.19,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197906,88.15,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197907,96.579,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197908,97.246,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197909,84.463,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197910,86.071,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197911,86.09,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197912,94.293,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,197913,1055.704,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198001,100.568,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198002,94.862,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198003,93.21,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198004,81.245,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198005,82.785,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198006,91.484,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198007,107.126,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198008,106.245,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198009,95.662,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198010,90.03,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198011,91.239,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198012,102.138,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198013,1136.594,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198101,108.164,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198102,94.766,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198103,95.724,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198104,86.386,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198105,89.002,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198106,99.05,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198107,111.044,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198108,107.758,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198109,95.891,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198110,94.541,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198111,92.986,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198112,105.056,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198113,1180.367,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198201,113.136,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198202,97.313,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198203,95.335,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198204,86.587,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198205,90.83,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198206,94.419,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198207,109.995,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198208,109.179,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198209,96.39,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198210,92.24,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198211,95.165,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198212,101.367,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198213,1181.956,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198301,105.965,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198302,90.912,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198303,93.568,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198304,86.575,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198305,90.75,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198306,99.98,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198307,119.945,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198308,126.652,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198309,107.675,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198310,100.677,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198311,101.663,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198312,117.417,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198313,1241.778,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198401,119.436,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198402,103.635,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198403,108.149,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198404,94.329,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198405,98.181,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198406,112.983,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198407,119.701,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198408,125.724,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198409,107.179,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198410,108.583,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198411,107.546,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198412,112.167,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198413,1317.614,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198501,125.429,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198502,109.359,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198503,107.966,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198504,100.317,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198505,107.595,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198506,113.584,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198507,126.626,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198508,124.309,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198509,111.9,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198510,108.331,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198511,107.034,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198512,124.95,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198513,1367.401,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198601,126.887,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198602,109.086,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198603,106.803,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198604,95.341,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198605,101.892,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198606,116.698,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198607,134.789,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198608,122.28,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198609,112.03,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198610,107.235,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198611,107.317,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198612,117.127,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198613,1357.485,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198701,124.043,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198702,106.754,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198703,108.607,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198704,102.222,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198705,112.257,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198706,126.2,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198707,140.582,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198708,139.268,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198709,117.773,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198710,113.515,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198711,111.217,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198712,124.314,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198713,1426.753,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198801,133.468,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198802,120.783,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198803,115.584,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198804,106.49,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198805,111.2,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198806,128.537,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198807,141.139,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198808,148.031,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198809,121.057,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198810,117.165,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198811,116.659,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198812,131.695,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198813,1491.807,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198901,132.233,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198902,124.345,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198903,122.803,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198904,111.194,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198905,115.915,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198906,126.031,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198907,138.083,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198908,139.614,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198909,124.594,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198910,119.943,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198911,120.824,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198912,143.264,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,198913,1518.844,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199001,132.923,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199002,116.26,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199003,121.806,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199004,115.909,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199005,118.556,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199006,130.719,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199007,143.146,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199008,146.257,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199009,134.042,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199010,128.8,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199011,122.119,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199012,137.027,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199013,1547.564,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199101,143.148,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199102,117.505,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199103,118.823,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199104,111.147,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199105,122.745,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
CLEIEUS,199106,131.945,"1","Coal Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
