User-ID,ISBN,Book-Rating
1435,0684855631,9
1435,0517573822,10
1435,0877732906,6
1435,0486408760,10
1435,0399133143,5
1435,0394742591,7
1435,0679751343,8
1435,0060915544,10
1435,0684848783,5
1435,0385325126,9
1435,0971880107,5
1435,0451208765,4
1435,1893910245,3
1435,155874262X,10
1435,0887482570,7
1435,0345378490,5
1435,0380728249,10
1435,0375505547,7
1435,0812590236,4
1435,0933121245,7
1548,006093395X,6
1548,0425167313,8
1548,034540288X,5
1548,0452282152,8
1548,0345434692,7
1548,037541181X,7
1548,0765342294,8
1548,0312243022,8
1674,0449912558,5
1674,0060187271,10
1674,0312874006,1
1674,0060975547,9
1674,0679725164,6
1674,0451162463,8
1674,0393312801,10
1674,038548951X,10
1674,0345416880,7
1674,0345382544,9
1674,0679775471,8
1674,0312314256,10
1733,0446527130,7
1733,0373121601,8
1733,0425181111,7
1733,0971880107,1
1733,0440168724,9
1733,0440225868,8
1733,0446603082,8
1733,051513287X,9
1733,0505522969,5
1733,0505524333,10
1733,050552435X,10
1733,1551664348,7
1733,0517077744,8
1733,0553107232,7
1733,0553267159,5
1733,055329945X,8
1733,0553562746,7
1733,0671521446,7
1733,067179793X,5
1733,059035342X,10
1733,0449210197,1
1733,0373169299,5
1733,0821768107,9
1733,0380775840,9
1733,0446364762,5
1733,0373871864,4
1733,0373196636,4
1733,0373226934,8
1733,0345447840,10
1733,0061042005,9
1733,0060536705,7
1733,1551665794,7
1733,0373226950,10
1733,0373708300,5
1733,0373301529,6
1733,0373240228,10
1733,0373703023,5
1733,0061095869,8
1733,0373218400,9
1733,0373707959,8
1733,0373708319,6
1733,0373764146,7
1733,037383232X,9
1733,0373835426,7
1733,0373301537,6
1848,0312852487,10
1848,0070419361,10
1848,0375705090,9
1848,0786868716,10
1848,0394712447,10
1848,0345342968,10
1848,0762406984,10
1848,1882180887,7
1848,477001970X,9
1848,0345417623,8
1848,0812550706,8
1848,0345378482,8
1848,0451169530,5
1848,0671722727,10
1903,0812550706,10
1903,068815252X,3
1903,0385722192,2
1903,0670031518,10
1903,0582037670,8
1903,0517084732,8
1903,0688164080,10
1903,0465021433,10
1903,044022330X,6
1903,0435240609,9
1903,0415167914,10
1903,0394743644,10
1903,0380810336,10
1903,0345333152,10
1903,0316441791,10
1903,0679430946,10
1903,0151104212,10
1903,0300087152,10
1903,0130957011,9
1903,0345409469,10
1903,1581820542,1
1903,1573922110,10
1903,1564146731,9
1903,0953309819,8
1903,0140289216,10
1903,0060928069,7
1903,0767913973,8
1903,0060931361,9
1903,0130289221,10
1903,0130647608,3
1903,0130891347,8
1903,067162248X,10
2012,0515120863,6
2012,0553279912,10
2012,0413588106,10
2012,1855681870,8
2012,0670892963,2
2012,0345353145,8
2024,0896082172,8
2024,0393011224,9
2024,1565842103,8
2024,0846705672,9
2024,0877736510,8
2024,0878670319,9
2024,0312028784,7
2024,0380717972,9
2024,0472095978,9
2024,0841502439,9
2024,0525943730,5
2024,0060167084,8
2030,0553255959,10
2030,006251279X,10
2030,0062513346,10
2030,1882591275,5
2030,0062513982,10
2030,1577310454,10
2030,0140422226,10
2030,0345453549,8
2030,0385315287,10
2030,0385484100,10
2030,1563054671,10
2030,0440108268,10
2030,1561707244,10
2030,1561707236,10
2030,044020562X,10
2030,0440204321,10
2030,0809237628,10
2030,0809237601,10
2030,067084487X,10
2030,0806514094,10
2030,0062508482,10
2030,0671777351,10
2030,0786860642,10
2030,0394404289,10
2033,0765345048,10
2033,0452279089,10
2033,0716724022,7
2033,0451458990,10
2033,0671025554,10
2033,0836218256,9
2033,0451457781,8
2033,0671524313,6
2033,0451456734,10
2033,0451456718,10
2033,0399523308,6
2033,0812533550,10
2033,0375815260,10
2033,0439139597,9
2033,0671676253,10
2033,0316779059,10
2033,0201632721,10
2033,0439064864,9
2033,0716723980,7
2033,0590353403,9
2033,0030020786,7
2033,0192800493,6
2033,0060256664,10
2033,0886777151,9
2033,0140386645,8
2033,0061056286,8
2033,0698119509,7
2033,0688117619,7
2033,0345340426,10
2033,0061020419,7
2033,0886777739,10
2033,0812523679,10
2033,0886774632,10
2033,0886775205,9
2033,0886775493,9
2033,156305700X,7
2033,0836221362,10
2033,1556432151,10
2033,0886775167,8
2033,0965921506,10
2033,0836218787,10
2033,0886775876,10
2033,0836204387,10
2033,0886776619,9
2033,0895295458,5
2033,0886778603,10
2033,0886775639,8
2033,0786861320,8
2033,0886774543,10
2033,0886773784,10
2033,0812532597,8
2033,0812532619,8
2033,0471485527,10
2033,043935806X,9
2033,0812532988,8
2033,0812533577,9
2033,0812533658,10
2033,0894716174,9
2033,0595006035,2
2033,0886774004,10
2033,0688149790,8
2033,0812532635,8
2033,0886774012,9
2033,0765342987,10
2041,068483376X,1
2041,0151003394,8
2041,0316754315,3
2041,0345406036,8
2041,068484270X,5
2041,0679743243,5
2103,014029645X,10
2103,0385472951,9
2103,0441225691,9
2103,0716744481,7
2103,0140259988,10
2103,0395629497,10
2103,0679745963,7
2103,0451451686,10
2110,0373614845,6
2110,015216250X,8
2110,037361490X,5
2110,0373619499,7
2110,0373619502,7
2110,0373638078,9
2110,0679023755,8
2110,0373638167,9
2110,0373642849,6
2110,0373642911,7
2110,037364292X,7
2110,0373765649,8
2110,037379116x,8
2110,0394553284,7
2110,0394707745,8
2110,0345423038,6
2110,0345375580,10
2110,0671751174,10
2110,0151008116,5
2110,0441000150,10
2110,0590448315,8
2110,0590448323,8
2110,0671695304,10
2110,0590629808,10
2110,0345307674,10
2110,0515136557,3
2110,0671001868,8
2110,0345335287,10
2110,0060987529,7
2110,0140022651,10
2110,0142302163,8
2110,0345283929,10
2110,042516540X,8
2110,0345317580,10
2110,0345362276,10
2110,0439222303,10
2110,034528710X,10
2110,0679805265,10
2110,0807842613,9
2110,093317490X,7
2110,1558504184,8
2110,0590956159,8
2110,1572970944,6
2110,0679811761,10
2110,0486270718,10
2110,059035342X,10
2110,0590880780,7
2110,051512463X,8
2110,0688047211,1
2110,0671529714,7
2110,0590109960,10
2110,0590880748,6
2110,0590879979,9
2110,0439240700,10
2132,1551668424,8
2132,0843950676,8
2132,0553583905,1
2132,1551666766,8
2132,0440236401,8
2132,0060002050,8
2132,0451208293,9
2179,0451458370,9
2179,0380815931,10
2179,0618002219,9
2179,0446532231,9
2179,0886777844,9
2179,0590353403,10
2179,1565926994,8
2179,0451524934,8
2179,0915035170,9
2179,0887307884,9
2179,1931836876,9
2179,1566393523,8
2179,0060392452,9
2276,1559702125,4
2276,0931580366,8
2276,0812575962,10
2276,0812545540,7
2276,0345315642,10
2276,044921852X,9
2276,055323577X,7
2276,0451458990,9
2276,0758201931,10
2276,0553576801,8
2276,0756400619,8
2276,0061030643,8
2276,0756400147,10
2276,0684803976,10
2276,0440145465,10
2276,0671806769,7
2276,0446609323,9
2276,0440236673,10
2276,0812585151,5
2276,0553258311,6
2276,0345447867,9
2276,087216683X,4
2276,088950900X,3
2276,0671795988,7
2276,0897890272,10
2276,0441317502,9
2276,0446612790,10
2276,0886775639,10
2276,0399146725,10
2276,1559723009,10
2276,1556111401,6
2276,0553227041,5
2276,0886772850,10
2276,0886772559,10
2276,0878331824,10
2276,0886775167,10
2276,1562059513,10
2276,0515130125,10
2276,0886774632,10
2276,0872168026,5
2276,0886779200,8
2276,0380002930,9
2276,0451456734,10
2276,0030632366,9
2276,0131953621,8
2276,0449236714,8
2276,0553584510,9
2276,0449209695,10
2276,0446936383,10
2276,0446521612,5
2276,0385505833,5
2276,0671729446,5
2276,0061099155,9
2276,0446364622,8
2276,0441065848,10
2276,0440237424,6
2276,0440128757,8
2276,0553585118,10
2276,0340182563,9
2276,0425062856,8
2276,0399129723,8
2276,0345275187,9
2276,0393310477,7
2276,0553585681,10
2276,0671524313,10
2276,0345423615,9
2276,0345397371,8
2276,0449903001,9
2276,0451163710,10
2276,0449237842,10
2276,0451401905,5
2276,0312983220,8
2276,0671721542,9
2276,0671721178,10
2276,0345272463,9
2276,0671635743,9
2276,0671622358,7
2276,0671547305,9
2276,0671473905,9
2276,0671442260,7
2276,0451171845,9
2276,0345404793,9
2276,0553583468,10
2276,0553290797,8
2276,0451452305,10
2276,0451452941,10
2276,0451454499,5
2276,0515135747,7
2276,0553574582,7
2276,0553582526,9
2276,0553113925,8
2276,0312974728,9
2276,0553144286,8
2276,0553246089,8
2276,0425182908,4
2276,0345361407,7
2313,0879520388,7
2313,1558850481,6
2313,0824811720,6
2313,0820319627,7
2313,0345348036,9
2313,0679741410,6
2313,0520077806,8
2313,0399141146,3
2313,0394756827,10
2313,0295955252,8
2313,0020442602,9
2313,0399146431,5
2313,0812533550,9
2313,0803287100,6
2313,034545104X,5
2337,1880089858,10
2337,0136714897,10
2337,0312265867,7
2337,0875093663,10
2337,0446528757,9
2337,0385505833,7
2337,0142001740,8
2337,0842314296,10
2337,0689823517,10
2337,0060987561,7
2337,0345350499,9
2358,0812524608,6
2358,0671746065,8
2358,0590403370,7
2358,059033560X,6
2358,0553262009,7
2358,0449212599,8
2358,0446603775,8
2358,0440220653,8
2358,0440208823,8
2358,0440400759,8
2358,0425171973,7
2358,0140071083,6
2358,0446603783,8
2363,0451453697,9
2363,0451450787,9
2363,0451450876,9
2363,0451451996,9
2363,0451452380,9
2363,0451453689,9
2363,0451453700,9
2363,0451451899,9
2363,0671578375,5
2363,0451453719,9
2363,0451457374,9
2363,0451458397,9
2363,0451459954,9
2439,0553212761,8
2439,0425174468,7
2439,0060507403,8
2439,0060004533,8
2439,080215185X,9
2439,0679767398,7
2439,0380002930,10
2719,0441009700,5
2719,0395869463,7
2719,0553266055,5
2719,0064407721,7
2719,0440911710,7
2719,0451521285,10
2719,0812566351,8
2766,0060235330,8
2766,0745926290,8
2766,0918956730,9
2766,0898157803,8
2766,0684801221,10
2766,0440219078,8
2766,0767902521,8
2766,0449005615,9
2766,0446607339,8
2766,0679751602,6
2766,014034294X,9
2766,0446310786,10
2766,044048474X,7
2766,0310322413,9
2766,0395827418,9
2766,0553211587,8
2766,039922405X,9
2766,0451129040,9
2766,0971880107,6
2766,0440211263,8
2766,0671702262,7
2766,071483839X,10
2766,0736903054,10
2766,0060958022,8
2766,0316666343,9
2766,0679877061,9
2766,0679830006,9
2766,0684852772,9
2766,1576737284,9
2766,1576734013,8
2766,0688025072,9
2766,1565073584,8
2766,1561797464,10
2766,1556614373,8
2766,1562471171,8
2766,0937295477,8
2766,0446516538,6
2766,0671721291,6
2766,0806624302,8
2766,0967307902,8
2766,0553279912,7
2766,0842345523,9
2766,0440237688,7
2766,0849911672,7
2766,0849929660,8
2766,0871915537,6
2766,0937295221,9
2799,0446670626,7
2799,0553213539,8
2799,0590429892,8
2799,0671004107,8
2799,1890159018,7
2799,0451524934,10
2799,0140193383,7
2799,0782125352,6
2891,0060929979,7
2891,0804106304,7
2891,0449912558,9
2891,0671003755,7
2891,0553562967,7
2891,1594200106,6
2891,1589880013,7
2891,1400032717,8
2891,0060504080,9
2891,0804832560,5
2891,0802136346,7
2891,0671722654,8
2891,0832903930,5
2891,0375727434,7
2891,0060977205,7
2891,0571169341,10
2891,0375404929,5
2891,0399525750,9
2891,0446610380,6
2891,0061054887,6
2891,0142001740,7
2891,0679732764,8
2891,0446677426,9
2891,0451521323,7
2891,038548951X,8
2954,0060973129,8
2954,0060183527,7
2954,031224116X,8
2954,0440236304,7
2954,0743201981,6
2954,0767908244,8
2954,0891415947,7
2977,0525945210,6
2977,0060981180,8
2977,0671021001,9
2977,0452282152,7
2977,0306809893,5
2977,0142001430,7
2977,0380704161,9
2977,0425175111,8
2977,0345413938,8
2977,0446605786,8
2977,0156806797,9
2977,0385491050,3
2977,0486266907,7
2977,014005264X,4
2977,0062735233,9
2977,0619016620,5
2977,006064205X,5
2977,0764809326,6
2977,0385491077,7
2977,0425130215,9
2977,0800864166,4
2977,0821221817,10
2977,0864426488,7
2977,0867163968,10
2977,0892434090,9
2977,0898798140,9
2977,1551800713,10
2977,1573225681,8
2977,3190115214,10
2977,3423078006,8
2977,0393962873,10
3145,0312992203,6
3145,0425182908,7
3145,0446359866,9
3145,0743469801,9
3145,1573229326,5
3145,0380720191,10
3145,044021145X,9
3167,015259034X,10
3167,0671721755,7
3167,0345370775,9
3167,0425104052,9
3167,0671004107,9
3167,0553574353,10
3167,0553213377,10
3167,0515090174,7
3167,080410526X,6
3167,0345257189,5
3167,0440219078,10
3167,0425181464,8
3167,0345355237,10
3167,0671017225,6
3167,0441006345,7
3167,034540288X,7
3167,0440998050,10
3167,0142002054,8
3167,0812550706,10
3167,0451458125,8
3167,0399136487,8
3167,0553109405,8
3282,0671016873,8
3282,0451205421,8
3282,0345406354,10
3282,0345371623,10
3282,0451190955,9
3282,0345275675,10
3282,0451160533,9
3282,0345406346,10
3282,0345380533,10
3329,0671654209,7
3329,0440234743,8
3329,0679448594,5
3329,0553297988,7
3329,0345379802,8
3329,0380803151,5
3329,0743435346,5
3346,0316666343,9
3346,0064407055,5
3346,0836218620,9
3363,0312171838,10
3363,0373250223,9
3363,044652087X,10
3363,0345403339,10
3363,0316096199,10
3363,0531087875,8
3363,0679751602,8
3363,0451409256,10
3363,078180583X,9
3363,0451523954,9
3363,0525947116,9
3363,0553264931,10
3363,0590479172,10
3363,0590480898,10
3363,0590543199,8
3363,0674354427,7
3363,0440430461,8
3363,0380973545,10
3363,0684823799,4
3363,0689842945,10
3363,0698118804,10
3363,0761511032,9
3363,0763616052,9
3363,0804108293,10
3363,0816733082,8
3363,0679413383,9
3363,1400060427,8
3363,0440228352,9
3363,039470780X,9
3363,0060652934,7
3363,0064405176,10
3363,0064460932,10
3363,0064470679,8
3363,0064472795,10
3363,0140108599,7
3363,0140186484,10
3363,0439099048,10
3363,0140349812,9
3363,0140481877,6
3363,0152006737,10
3363,0312187106,10
3363,031226481X,8
3363,0345336429,10
3363,0373250126,8
3363,0373250533,8
3363,0140365931,10
3363,1883672902,8
3363,0374416842,8
3363,0671027344,9
3371,0070212570,10
3371,0802135196,7
3371,0440147956,10
3371,1885983212,8
3371,0373484003,7
3371,0515124656,6
3371,0812544420,5
3371,0515122734,9
3371,0679882820,8
3371,0553575007,6
3371,0380775840,5
3371,0440226430,9
3371,0671025708,9
3371,0440224551,9
3371,0440217857,9
3371,0451169530,10
3371,0553581147,5
3371,0394800133,10
3371,0380807866,7
3371,0671004573,7
3371,0553563343,6
3371,0804108293,9
3371,0590023888,10
3371,0671528203,7
3371,0440224578,9
3373,0385152922,5
3373,0439566754,7
3373,006028871X,7
3373,0061099368,8
3373,0312957955,8
3373,038548562X,2
3373,0425155781,6
3373,0425195449,7
3373,0440479002,6
3373,0671027387,5
3373,0671027360,5
3373,0312995423,5
3373,0312291639,8
3373,0452264464,10
3373,0425161242,3
3538,8437601851,9
3538,8437605180,8
3538,8476680856,10
3538,8478082344,8
3538,848460246X,6
3538,8420634573,10
3538,843396738X,5
3556,0842321934,10
3556,0892741880,10
3556,0880296143,7
3556,0871234408,10
3556,0842343261,10
3556,0842321969,10
3556,1841952974,8
3556,044651652X,10
3556,0671027360,10
3556,0440967848,10
3556,0380725622,10
3556,0385508042,9
3556,0671019376,9
3556,0590461001,7
3556,0440407125,10
3556,0842329277,10
3556,0842321942,10
3578,0060987049,9
3578,1573225517,10
3578,0679311386,8
3578,0307157857,10
3578,0141186151,8
3578,039396647X,10
3578,0345347951,8
3578,0802130208,10
3640,0671567829,8
3640,0142002267,8
3640,0671004549,5
3640,0066620996,5
3640,0312951426,8
3640,0312953615,8
3640,0449241114,5
3640,0553270931,5
3640,0375703764,6
3640,0394561236,5
3640,0671027360,8
3640,0670820555,5
3675,8495501090,6
3675,8428210675,10
3675,0060591706,5
3675,8488471009,10
3675,1593080255,10
3675,1557042608,4
3675,0815410565,8
3675,0375725849,10
3675,0679763384,7
3675,8472229955,10
3693,0671008781,6
3693,067100882X,6
3693,0671021257,6
3693,0671026364,7
3693,0743410246,9
3693,0441003257,8
3719,1565122208,8
3719,0590482238,6
3719,0515115487,6
3719,0449219410,9
3719,0451179706,8
3719,0451124383,8
3719,0373262329,7
3719,0515127221,7
3757,8487403220,7
3757,8472231496,8
3757,8495787555,5
3757,8472570118,5
3757,8473396413,6
3757,8441409439,7
3757,8479535008,6
3757,847509452X,6
3757,8479532777,6
3757,8477207348,6
3757,8477209804,7
3757,8479532165,7
3757,8479272929,6
3757,8475560490,8
3757,8479531487,7
3757,0198641583,8
3757,8441400156,7
3757,042509345X,7
3757,8479018682,7
3757,8401341744,9
3757,840138110X,9
3757,8401381630,9
3757,8408050133,7
3757,8420604690,8
3757,842061615X,7
3757,8420616249,6
3757,8423913074,8
3757,844140206X,7
3757,8423920399,7
3757,8426101720,5
3757,8427908040,7
3757,8432037311,7
3757,8432041971,7
3757,8432068012,8
3757,8432068020,7
3757,8472453723,7
3757,8432206008,6
3757,8424128540,7
3757,8420628409,5
3817,0060801115,7
3817,0440967694,10
3817,0425152251,6
3817,0385479565,9
3817,0380018179,8
3817,0671758896,8
3827,087951602X,6
3827,0886779014,8
3827,0345409671,8
3827,0345371984,10
3827,0142501433,9
3827,034544356X,5
3827,0375714383,9
3827,0807085464,10
3827,0385471475,7
3827,0440408903,8
3827,0441005195,8
3827,0441006329,7
3827,0441007392,6
3827,0451456599,8
3827,0553103032,10
3827,0553573314,9
3827,0553573861,10
3827,0553573985,10
3827,0671003526,5
3827,0743421574,6
3827,0756401364,7
3827,0886779758,7
3827,0765345048,10
3827,038533303X,10
3827,0804114986,10
3827,0345423402,7
3827,0345413350,7
3827,0765342987,10
3827,0345348036,9
3827,042518627X,7
3827,0886777844,7
3827,0802138578,8
3827,034538475X,8
3827,0345351525,8
3827,0141301058,10
3840,193156146X,10
3840,0399147853,9
3840,1570613818,9
3840,0743467604,7
3840,051513287X,9
3840,0688175716,6
3840,0451410157,9
3840,1551667533,10
3840,0385508042,8
3840,0451192974,8
3840,0425183238,10
3840,0373711646,8
3917,1573226521,7
3917,0670866563,7
3917,0156007754,7
3917,0394758285,7
3917,0671027638,7
3917,1573228214,8
3917,0385497091,5
3917,0670892963,5
3917,0872860175,8
3917,038533348X,7
3917,0380732181,7
3917,0553371010,8
3917,1573226882,6
3923,0061092355,6
3923,0140099182,3
3923,0375421726,6
3923,0060934727,6
3923,0553580531,9
3923,0618134786,8
3923,0684853205,8
3923,0879238615,7
3923,1882114981,9
3923,1896209505,7
3923,0064407667,5
3923,0060953497,7
3923,037575895X,7
3923,0064407675,5
3923,0380731800,4
4017,0156007754,9
4017,0060923202,9
4017,0060929871,9
4017,0060956291,10
4017,0060175966,9
4017,0060984333,10
4017,006251184X,10
4017,0231121008,10
4017,0345403339,8
4017,0446310786,10
4017,0312169868,9
4017,0312186886,8
4017,006093090X,10
4017,0312187343,10
4017,0312283474,9
4017,038533334X,10
4017,0446516538,7
4017,0385265700,9
4017,0060926201,9
4017,0449911004,8
4017,1571740562,10
4017,1573225789,9
4017,0316691178,10
4017,0802138578,9
4017,0446677450,10
4017,0345423097,10
4017,0312187106,9
4017,068484270X,10
4017,0380820145,9
4017,0060915544,8
4017,0060930187,10
4017,0140244824,10
4017,0452264790,5
4017,1573228281,9
4017,0385486804,10
4017,0316096199,10
4017,0670892963,8
4017,0060517794,10
4017,0345386574,10
4017,0375724443,10
4017,0345389247,10
4017,0688177859,7
4017,0520222571,10
4017,0671748092,10
4017,0679414614,9
4017,0375707972,10
4017,0679723692,9
4017,0679755624,8
4017,0679774025,8
4017,0688176992,10
4017,1558746161,10
4017,0743227840,10
4017,0786860219,9
4017,0786869011,9
4017,0452282829,10
4017,0802131867,9
4017,0805031871,8
4017,0812968344,5
4017,0965036022,5
4017,1571310169,10
4017,1582340765,5
4017,0380730138,9
4017,0375726624,9
4017,0316666343,10
4017,0452283167,9
4017,0452282098,8
4017,096521365X,8
4017,0385318782,8
4017,0393029603,10
4017,0385333293,8
4017,0786884622,9
4017,0395859972,9
4017,0380732149,9
4017,0375701966,9
4017,0375500510,10
4017,0395908728,8
4017,0395977711,9
4017,0449002985,8
4017,0345433491,9
4017,0394563158,10
4017,0393956539,10
4017,0345410424,9
4017,0060964049,9
4017,0345410289,9
4017,0452280621,10
4092,0812575237,7
4092,0449215261,8
4092,0451131312,8
4131,0971880107,1
4131,0091816874,8
4131,0375803483,8
4131,0658017934,9
4131,0743220633,8
4131,0753813823,8
4131,0743421922,8
4157,0800793218,10
4157,034531798X,6
4157,0156997789,9
4157,0140266909,3
4157,0440136482,3
4157,0060912227,6
4157,0140096922,9
4157,0452011116,10
4157,0836221192,7
4157,0465006930,9
4157,0812968379,9
4157,0394744322,6
4157,0380003333,9
4157,1887128425,10
4157,0060392452,8
4157,1851681469,8
4197,0312264372,8
4197,0028625757,7
4197,0312869061,8
4197,0399147101,8
4197,0399146687,8
4197,0399146237,6
4221,0451410947,8
4221,0373250223,8
4221,0758204930,8
4221,0373250126,8
4221,1558743669,9
4221,0440241413,9
4221,0373250193,10
4334,0451139739,8
4334,0451150643,6
4334,060980409X,6
4334,0451177096,7
4334,0571200435,8
